cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
39 1 3258 0 0 0 0 0 1.0053 0 0.9836 -0.0975 0.1985 0.2514 1 1.2501 0.8905 -0.133 0.5369 0.7176 0.9333 2.4371 0.9768 -0.0941 0.1865 0.2578 1 1.2162 -0.032 0.032 -0.1281 0.8719 1 0.3831 -0.1857 0.1857 -0.1741 0.8259 1 0.5917 -0.1705 0.1705 -0.1705 0.8295 1 0.5524 0 0
39 2 3236 0 0 0 0 0 1.0054 0 0.9787 -0.6838 0.6847 0.7493 0.5417 1.3655 0.8711 -0.5968 0.7716 0.914 0.79 2.5932 0.9811 -0.5505 0.5505 0.58 0.7333 1.2562 -0.0185 0.0185 -0.074 0.926 1 0.4339 -0.1286 0.1286 -0.1205 0.8795 1 0.6423 -0.1251 0.1251 -0.1251 0.8749 1 0.6089 0 0
39 3 3782 0 0 0 0 0 1.0084 0 0.9456 0.1084 0.2542 0.3235 0.9583 1.2343 0.8915 0.1132 0.4537 0.6131 0.9633 2.4555 0.9715 -0.0352 0.1939 0.2263 1 1.2659 0.0131 0.0131 0.0524 1.0524 1 0.343 -0.0014 0.0014 -0.0013 0.9987 1 0.6541 -0.0189 0.0189 -0.0189 0.9811 1 0.5996 0 0
39 4 4043 0 0 0 0 0 1.0038 0 0.9754 -0.0748 0.2454 0.336 0.9583 1.2465 0.8906 -0.0347 0.4549 0.6227 0.9567 2.3084 0.9826 -0.1365 0.1934 0.2318 1 1.2029 0.0519 0.0519 0.2075 1.2075 1 0.3628 -0.2225 0.2225 -0.2086 0.7914 1 0.5681 -0.2421 0.2421 -0.2421 0.7579 1 0.4951 0 0
39 5 3182 0 0 0 0 0 1.005 0 0.9787 0.0162 0.1625 0.2323 1 1.2561 0.8554 0.0456 0.4997 0.7034 0.95 2.5456 0.9788 0.0466 0.1988 0.2188 1 1.2575 -0.0082 0.0082 -0.0328 0.9672 1 0.4133 -0.0328 0.0328 -0.0308 0.9692 1 0.6967 -0.0401 0.0401 -0.0401 0.9599 1 0.6305 0 0
39 6 4180 0 0 0 0 0 1.0042 0 0.9418 0.0447 0.2627 0.3089 0.9167 1.2134 0.8782 0.1409 0.4857 0.6597 0.9767 2.533 0.973 0.0528 0.2336 0.2833 1 1.2785 0.0105 0.0105 0.042 1.042 1 0.3728 0.0569 0.0569 0.0533 1.0533 1 0.7339 0.035 0.035 0.035 1.035 1 0.6597 0 0
39 7 3652 0 0 0 0 0 1.0036 0 0.9231 0.8201 0.828 0.9993 0.4167 1.4047 0.8313 0.6226 0.8121 0.9763 0.65 2.0796 0.9793 0.5572 0.5607 0.6354 0.49 1.1387 0.0722 0.0722 0.2888 1.2888 1 0.4121 -0.5573 0.5573 -0.5225 0.4775 0 0.3744 -0.5502 0.5502 -0.5502 0.4498 0 0.3449 0 0
39 8 3308 0 0 0 0 0 1.0101 0 0.9765 -0.411 0.4338 0.5297 0.7083 1.3795 0.8611 -0.3859 0.6376 0.8123 0.8967 2.6115 0.9852 -0.3895 0.3895 0.4221 1 1.3829 0.179 0.179 0.7159 1.7159 1 0.437 -0.038 0.038 -0.0356 0.9644 1 0.8096 -0.1786 0.1786 -0.1786 0.8214 1 0.6489 0 0
39 9 3350 0 0 0 0 0 1.0058 0 0.9614 0.1502 0.2639 0.3188 0.9167 1.2221 0.8681 0.1675 0.5032 0.7259 0.9533 2.4332 0.964 0.2495 0.3046 0.3569 0.9467 1.356 0.1509 0.1509 0.6036 1.6036 1 0.3527 -0.0393 0.0393 -0.0369 0.9631 1 0.7063 -0.1495 0.1495 -0.1495 0.8505 1 0.5828 0 0
39 10 2985 0 0 0 0 0 1.0049 0 0.983 0.3189 0.3254 0.3956 0.9167 1.3072 0.8363 0.3468 0.6078 0.8271 0.9133 2.6039 0.9813 0.1118 0.3659 0.4136 0.89 1.2866 0.1041 0.1041 0.4163 1.4163 1 0.3522 0.0245 0.0245 0.0229 1.0229 1 0.7321 -0.0579 0.0579 -0.0579 0.9421 1 0.6158 0 0
