cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rbias beta.rbias2 beta.rmse beta.cover theta.cor theta.bias theta.abbias theta.rbias theta.rbias2 theta.rmse theta.cover attra.cor attra.bias attra.abbias attra.rbias attra.rbias2 attra.rmse attra.cover lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover corrupt efficiency
1 1 1658 0 0 0 0 0 1.0133 0 0.9823 -1.0342 1.0342 -0.0627 0.9373 1.09 0.125 0.9328 -0.9265 0.9406 8.2828 9.2828 1.0533 0.505 0.9834 -0.919 0.919 21021015682319.5 21021015682320.5 0.9464 0.18 0.0256 0.0256 0.1025 1.1025 1 -0.0458 0.0458 -0.0429 0.9571 1 -0.0673 0.0673 -0.0673 0.9327 1 0 0
1 2 1479 0 0 0 0 0 1.0112 0 0.9767 0.3368 0.3713 -0.7216 0.2784 0.4691 0.9167 0.9464 0.3189 0.4265 0.6723 1.6723 0.5383 0.955 0.9886 0.3898 0.402 -7025324628717.66 -7025324628716.66 0.4677 0.765 -3e-04 3e-04 -0.0014 0.9986 1 -0.1146 0.1146 -0.1075 0.8925 1 -0.1176 0.1176 -0.1176 0.8824 1 0 0
1 3 2172 0 0 0 0 0 1.0045 0 0.9508 0.4522 0.4522 -0.4665 0.5335 0.507 0.75 0.9513 0.3974 0.5028 0.0182 1.0182 0.6061 0.895 0.981 0.3617 0.3633 -9595730288873.05 -9595730288872.05 0.4165 0.965 0.0631 0.0631 0.2522 1.2522 1 0.2324 0.2324 0.2179 1.2179 1 0.1572 0.1572 0.1572 1.1572 1 0 0
1 4 1471 0 0 0 0 0 1.0081 0 0.9828 -0.3935 0.4081 -0.0782 0.9218 0.5163 0.8333 0.9515 -0.3786 0.4901 0.2239 1.2239 0.6037 0.885 0.9817 -0.4491 0.4491 14048244029356.1 14048244029357.1 0.4968 0.79 -0.0417 0.0417 -0.1668 0.8332 1 8e-04 8e-04 8e-04 1.0008 1 0.011 0.011 0.011 1.011 1 0 0
1 5 1744 0 0 0 0 0 1.0098 0 0.9792 0.6054 0.6054 -0.928 0.072 0.6387 0.625 0.9529 0.6423 0.6896 -0.1641 0.8359 0.7931 0.755 0.9746 0.7177 0.7333 -14585384258586.7 -14585384258585.7 0.7481 0.265 -0.0219 0.0219 -0.0876 0.9124 1 0.3056 0.3056 0.2865 1.2865 1 0.2879 0.2879 0.2879 1.2879 1 0 0
1 6 1802 0 0 1 0 0 1.0087 0 0.9818 0.1542 0.2085 -1.2796 -0.2796 0.2383 1 0.9477 0.1187 0.3878 -0.1456 0.8544 0.492 0.97 0.9511 0.0587 0.2123 264561893525.875 264561893526.875 0.3027 1 0.0487 0.0487 0.195 1.195 1 0.4468 0.4468 0.4189 1.4189 1 0.3615 0.3615 0.3615 1.3615 1 0 1
1 7 1507 0 0 0 5 0 1.0069 0 0.9848 -0.2559 0.2852 0.0096 1.0096 0.3544 0.9583 0.9481 -0.2929 0.4187 0.0234 1.0234 0.5191 0.95 0.9467 -0.2177 0.3189 3740677237295.1 3740677237296.1 0.3753 0.955 -0.0547 0.0547 -0.2187 0.7813 1 -0.0042 0.0042 -0.0039 0.9961 1 0.0119 0.0119 0.0119 1.0119 1 0 1
1 8 1462 0 0 0 3 0 1.0141 0 0.9526 0.0962 0.2646 -0.2568 0.7432 0.3473 0.9583 0.9389 0.1321 0.3985 1.8298 2.8298 0.5171 0.945 0.9334 0.1258 0.2963 -11037030110397.4 -11037030110396.4 0.3654 0.86 -0.151 0.151 -0.6039 0.3961 1 -0.2274 0.2274 -0.2132 0.7868 1 -0.1782 0.1782 -0.1782 0.8218 1 0 1
1 9 1507 1 0 0 0 0 1.0082 0 0.9741 -0.1295 0.2369 -0.0454 0.9546 0.3357 0.9583 0.9469 -0.143 0.386 -23.5103 -22.5103 0.4917 0.96 0.9839 -0.2865 0.2973 2464111652713.78 2464111652714.78 0.3324 1 -0.0282 0.0282 -0.1127 0.8873 1 -0.3156 0.3156 -0.2959 0.7041 0 -0.2947 0.2947 -0.2947 0.7053 0 1 0
1 10 1774 0 0 0 0 0 1.0164 0 0.9813 -0.1036 0.2179 -0.0487 0.9513 0.2785 1 0.9455 -0.1189 0.3684 0.2304 1.2304 0.4719 0.975 0.9484 -0.126 0.3124 6029015532666.95 6029015532667.94 0.3677 0.91 -0.0532 0.0532 -0.2128 0.7872 1 -0.0689 0.0689 -0.0646 0.9354 1 -0.051 0.051 -0.051 0.949 1 0 0
