cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
13 1 1276 0 0 0 0 0 1.0047 0 0.8847 0.3263 0.5177 0.6094 0.8333 1.6044 0.9356 0.3658 0.5009 0.6209 0.88 1.9104 0.9893 0.3181 0.3562 0.4244 1 1.5736 -0.0321 0.0321 -0.1283 0.8717 1 0.5368 -0.0265 0.0265 -0.0248 0.9752 1 1.0873 -0.0344 0.0344 -0.0344 0.9656 1 0.9425 0 0
13 2 1561 0 0 0 0 0 1.0039 0 0.9627 0.1314 0.3651 0.4667 0.9583 1.6457 0.9506 0.1215 0.4175 0.4924 0.96 1.8416 0.9817 0.1449 0.2563 0.3062 1 1.709 0.0625 0.0625 0.2501 1.2501 1 0.6113 -0.2253 0.2253 -0.2112 0.7888 1 1.01 -0.2753 0.2753 -0.2753 0.7247 1 0.7403 0 0
13 3 1471 0 0 0 0 0 1.0033 0 0.8502 0.0957 0.3721 0.4509 0.9167 1.5212 0.9495 0.0044 0.3381 0.4685 0.93 1.8015 0.9434 0.0581 0.2577 0.3266 0.94 1.3871 -0.0828 0.0828 -0.3313 0.6687 1 0.5891 -0.4715 0.4715 -0.442 0.558 0 0.6758 -0.4375 0.4375 -0.4375 0.5625 0 0.5997 0 0
13 4 854 0 0 0 0 0 1.0044 0 0.8841 -0.2804 0.4407 0.5635 0.7917 1.5698 0.9317 -0.2273 0.419 0.5463 0.9 1.8599 0.9055 -0.3862 0.4636 0.5648 0.7 1.3844 -0.1691 0.1691 -0.6765 0.3235 1 0.5892 -0.2708 0.2708 -0.2539 0.7461 1 0.8106 -0.2293 0.2293 -0.2293 0.7707 1 0.7569 0 0
13 5 1436 0 0 0 0 0 1.0009 0 0.9557 -0.2335 0.4115 0.511 0.9167 1.6344 0.9493 -0.2394 0.4248 0.5243 0.93 1.869 0.9774 -0.1781 0.2274 0.2846 1 1.4994 -0.0311 0.0311 -0.1243 0.8757 1 0.5336 -0.3014 0.3014 -0.2826 0.7174 1 0.8006 -0.2893 0.2893 -0.2893 0.7107 1 0.7028 0 0
13 6 1097 0 0 0 0 0 1.0121 0 0.9587 -0.1809 0.2868 0.3665 0.9583 1.5428 0.9493 -0.1371 0.3985 0.5031 0.92 1.8597 0.8926 -0.0991 0.3827 0.4666 0.93 1.7015 0.0872 0.0872 0.3489 1.3489 1 0.5086 -0.0529 0.0529 -0.0496 0.9504 1 1.1136 -0.1301 0.1301 -0.1301 0.8699 1 0.8484 0 0
13 7 1065 0 0 0 0 0 1.0051 0 0.9634 0.2539 0.3238 0.4262 0.9167 1.6149 0.9509 0.2442 0.4473 0.5573 0.95 2.0334 0.9775 0.2945 0.3102 0.3586 1 1.732 -0.0476 0.0476 -0.1903 0.8097 1 0.5558 0.1686 0.1686 0.158 1.158 1 1.262 0.1516 0.1516 0.1516 1.1516 1 1.0784 0 0
13 8 2049 0 0 0 0 0 1.003 0 0.9306 0.2337 0.2912 0.3679 1 1.5694 0.9531 0.2609 0.4301 0.5393 0.93 2.0673 0.9396 0.166 0.3458 0.4311 1 2.1427 0.1441 0.1441 0.5763 1.5763 1 0.5556 0.2723 0.2723 0.2553 1.2553 1 1.7249 0.0681 0.0681 0.0681 1.0681 1 1.0342 0 0
13 9 1215 0 0 0 0 0 1.0056 0 0.9434 0.1583 0.3769 0.5034 0.8333 1.5663 0.9357 0.1092 0.4299 0.5706 0.91 1.7999 0.9462 0.0122 0.2832 0.3396 0.95 1.4822 -0.0256 0.0256 -0.1024 0.8976 1 0.5764 -0.3486 0.3486 -0.3268 0.6732 1 0.8009 -0.3386 0.3386 -0.3386 0.6614 1 0.6841 0 0
13 10 1736 0 0 0 0 0 1.0031 0 0.9785 -0.2843 0.3795 0.4463 0.9167 1.5959 0.9564 -0.3336 0.4372 0.538 0.92 1.944 0.953 -0.2752 0.3906 0.4807 0.92 1.7048 0.0302 0.0302 0.1206 1.1206 1 0.4985 0.1611 0.1611 0.1511 1.1511 1 1.2877 0.102 0.102 0.102 1.102 1 1.0664 0 0
13 11 1087 0 0 0 0 0 1.0051 0 0.9277 -0.2729 0.4835 0.6829 0.9167 1.689 0.9472 -0.2322 0.4724 0.6075 0.86 1.7908 0.9818 -0.1736 0.2256 0.2678 1 1.4823 0.0216 0.0216 0.0866 1.0866 1 0.5967 -0.4798 0.4798 -0.4498 0.5502 0 0.6792 -0.4751 0.4751 -0.4751 0.5249 0 0.5717 0 0
13 12 1375 0 0 0 0 0 1.0049 0 0.9492 0.0851 0.3225 0.4034 0.9583 1.5995 0.9504 0.0481 0.3771 0.4844 0.96 1.9091 0.9603 0.0337 0.2377 0.2868 1 1.5409 -0.0507 0.0507 -0.2027 0.7973 1 0.5722 -0.2967 0.2967 -0.2782 0.7218 1 0.8608 -0.283 0.283 -0.283 0.717 1 0.7523 0 0
13 13 1270 0 0 0 0 0 1.011 0 0.9084 0.0644 0.3494 0.4645 0.9583 1.6297 0.9374 0.0485 0.3807 0.5078 0.95 1.8289 0.8692 0.2441 0.4865 0.5792 0.75 1.5254 -0.0502 0.0502 -0.2006 0.7994 1 0.5726 -0.1723 0.1723 -0.1616 0.8384 1 0.9475 -0.1675 0.1675 -0.1675 0.8325 1 0.7934 0 0
13 14 1121 0 0 0 0 0 1.0033 0 0.9605 -0.2954 0.3262 0.3754 0.9583 1.4945 0.9535 -0.3294 0.4386 0.5388 0.93 1.9135 0.9799 -0.2907 0.3526 0.4249 0.87 1.4154 -0.2418 0.2418 -0.9672 0.0328 1 0.5591 0.0276 0.0276 0.0259 1.0259 1 1.0238 0.0712 0.0712 0.0712 1.0712 1 0.9874 0 0
