cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
20 1 5575 0 0 0 0 0 1.003 0 0.9879 0.7067 0.7067 0.7227 0.5 1.3458 0.9414 0.7111 0.8072 0.9758 0.86 2.8711 0.9862 0.783 0.783 0.867 0.71 1.6397 -2e-04 2e-04 -3e-04 0.9997 1 0.2341 0.0542 0.0542 0.0407 1.0407 1 0.923 0.0332 0.0332 0.0332 1.0332 1 0.6939 0 0
20 2 4900 0 0 0 0 0 1.0043 0 0.9911 0.1771 0.2143 0.2672 1 1.3704 0.939 0.1866 0.49 0.6102 0.974 2.6232 0.9825 0.2084 0.3095 0.3717 1 1.49 -0.0603 0.0603 -0.1207 0.8793 1 0.2465 -0.149 0.149 -0.1118 0.8882 1 0.7782 -0.0501 0.0501 -0.0501 0.9499 1 0.6399 0 0
20 3 8971 0 0 0 0 0 1.0014 0 0.9963 -0.8268 0.8268 0.8325 0 1.3352 0.9282 -0.7602 0.8524 1.0152 0.792 2.6561 0.994 -0.7702 0.7717 0.7857 0.61 1.6374 0.0698 0.0698 0.1396 1.1396 1 0.2213 -0.0486 0.0486 -0.0365 0.9635 1 0.8653 -0.1398 0.1398 -0.1398 0.8602 1 0.5878 0 0
20 4 6199 0 0 0 0 0 1.0057 0 0.9946 -0.0783 0.1042 0.1289 1 1.3145 0.9465 -0.0782 0.4902 0.6293 0.968 2.5954 0.99 -0.0868 0.1773 0.2307 1 1.5477 0.0061 0.0061 0.0121 1.0121 1 0.2486 -0.2318 0.2318 -0.1738 0.8262 1 0.7271 -0.1866 0.1866 -0.1866 0.8134 1 0.5707 0 0
20 5 9092 0 0 0 0 0 1.0042 0 0.9887 0.0254 0.158 0.2038 1 1.3063 0.9398 0.0106 0.495 0.6281 0.96 2.5046 0.9815 0.1052 0.306 0.3653 1 1.5992 0.0836 0.0836 0.1673 1.1673 1 0.2118 -0.0855 0.0855 -0.0642 0.9358 1 0.8335 -0.1843 0.1843 -0.1843 0.8157 1 0.5451 0 0
20 6 6109 0 0 0 0 0 1.0016 0 0.9927 -0.5089 0.5089 0.5417 0.8333 1.3274 0.9339 -0.4178 0.6184 0.7494 0.884 2.3784 0.9929 -0.498 0.5107 0.5726 0.648 1.4516 0.0459 0.0459 0.0918 1.0918 1 0.2392 -0.447 0.447 -0.3352 0.6648 0 0.6566 -0.3822 0.3822 -0.3822 0.6178 0 0.484 0 0
20 7 6324 0 0 0 0 0 1.0068 0 0.9838 0.6752 0.6752 0.6867 0.25 1.3063 0.9366 0.7145 0.7952 0.9508 0.814 2.6379 0.9788 0.4735 0.4735 0.5556 0.808 1.5697 0.0095 0.0095 0.0189 1.0189 1 0.2415 -0.1732 0.1732 -0.1299 0.8701 1 0.7558 -0.1477 0.1477 -0.1477 0.8523 1 0.5657 0 0
20 8 5998 0 0 0 0 0 1.0055 0 0.9843 -0.8225 0.8225 0.8369 0.0833 1.3106 0.944 -0.8485 0.9103 1.0667 0.756 2.7515 0.9898 -0.7906 0.7906 0.8216 0.578 1.6363 0.037 0.037 0.0741 1.0741 1 0.23 0.0212 0.0212 0.0159 1.0159 1 0.9048 -0.0438 0.0438 -0.0438 0.9562 1 0.6578 0 0
20 9 6828 0 0 0 0 0 1.0056 0 0.996 0.2868 0.2903 0.3244 1 1.3047 0.9427 0.1627 0.5274 0.6641 0.962 2.5614 0.9902 0.2703 0.298 0.3714 0.938 1.4818 -0.0478 0.0478 -0.0956 0.9044 1 0.2359 -0.2052 0.2052 -0.1539 0.8461 1 0.7352 -0.1078 0.1078 -0.1078 0.8922 1 0.5972 0 0
20 10 5950 0 0 0 0 0 1.0057 0 0.9936 0.1527 0.2028 0.2232 1 1.3776 0.9417 0.1 0.5123 0.6668 0.964 2.6628 0.9976 0.2351 0.2351 0.2555 1 1.6749 0.0625 0.0625 0.125 1.125 1 0.2333 0.0073 0.0073 0.0055 1.0055 1 0.91 -0.091 0.091 -0.091 0.909 1 0.6558 0 0
20 11 5233 0 0 0 0 0 1.0055 0 0.9727 -0.4604 0.4604 0.4993 0.8333 1.3001 0.9419 -0.4297 0.6557 0.8082 0.902 2.6453 0.9935 -0.5103 0.5103 0.5385 0.852 1.5077 -0.0488 0.0488 -0.0975 0.9025 1 0.2392 -0.1744 0.1744 -0.1308 0.8692 1 0.7406 -0.0831 0.0831 -0.0831 0.9169 1 0.5815 0 0
20 12 4360 0 0 0 0 0 1.0045 0 0.9954 -0.9608 0.9608 0.977 0 1.3322 0.9444 -0.9026 0.9713 1.1237 0.688 2.6035 0.9931 -0.9423 0.9423 0.9577 0.13 1.5016 -0.0099 0.0099 -0.0198 0.9802 1 0.2684 -0.3286 0.3286 -0.2465 0.7535 1 0.7218 -0.2428 0.2428 -0.2428 0.7572 1 0.5691 0 0
20 13 7039 0 0 0 0 0 1.0031 0 0.9939 -0.3332 0.3332 0.3642 1 1.308 0.9444 -0.3103 0.5494 0.6806 0.96 2.742 0.987 -0.3 0.3433 0.4008 0.962 1.4904 -0.1133 0.1133 -0.2266 0.7734 1 0.2549 -0.0861 0.0861 -0.0645 0.9355 1 0.8068 0.0549 0.0549 0.0549 1.0549 1 0.7059 0 0
20 14 4156 0 0 0 0 0 1.012 0 0.9935 0.2662 0.2768 0.3372 1 1.3041 0.9361 0.209 0.546 0.7047 0.928 2.4386 0.9958 0.2548 0.2903 0.3453 1 1.4534 -0.0485 0.0485 -0.0971 0.9029 1 0.2501 -0.4823 0.4823 -0.3617 0.6383 0 0.5451 -0.3272 0.3272 -0.3272 0.6728 0 0.4471 0 0
20 15 6060 0 0 0 0 0 1.0083 0 0.9944 0.2164 0.2384 0.2643 1 1.3397 0.9431 0.2053 0.5206 0.6602 0.956 2.5674 0.9913 0.1321 0.1909 0.2385 1 1.5277 -0.0023 0.0023 -0.0047 0.9953 1 0.2401 -0.1824 0.1824 -0.1368 0.8632 1 0.7509 -0.14 0.14 -0.14 0.86 1 0.5901 0 0
20 16 7736 0 0 0 0 0 1.0072 0 0.9765 0.5324 0.5324 0.5637 0.6667 1.3045 0.9356 0.5667 0.7182 0.8802 0.874 2.7111 0.9905 0.6418 0.6418 0.6798 0.698 1.5937 0.0308 0.0308 0.0616 1.0616 1 0.222 -0.0737 0.0737 -0.0553 0.9447 1 0.834 -0.1025 0.1025 -0.1025 0.8975 1 0.5994 0 0
20 17 6312 0 0 0 0 0 1.0036 0 0.9884 -0.0126 0.1941 0.239 1 1.3011 0.943 0.042 0.5276 0.6756 0.93 2.3949 0.9912 -0.0866 0.1792 0.2273 1 1.6664 0.1582 0.1582 0.3164 1.3164 0 0.205 -0.2504 0.2504 -0.1878 0.8122 1 0.7807 -0.3938 0.3938 -0.3938 0.6062 0 0.4365 0 0
