cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rbias beta.rbias2 beta.rmse beta.cover theta.cor theta.bias theta.abbias theta.rbias theta.rbias2 theta.rmse theta.cover attra.cor attra.bias attra.abbias attra.rbias attra.rbias2 attra.rmse attra.cover lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover corrupt efficiency
1 1 2701 0 0 0 0 0 1.0083 0 0.9823 -1.0206 1.0206 -0.0589 0.9411 1.0765 0.2083 0.9324 -0.9152 0.9298 8.1561 9.1561 1.0436 0.515 0.9839 -0.9121 0.9121 20812603789369.2 20812603789370.2 0.9394 0.21 0.0295 0.0295 0.1178 1.1178 1 -0.0271 0.0271 -0.0254 0.9746 1 -0.0528 0.0528 -0.0528 0.9472 1 0 0
1 2 2713 0 0 1 0 0 1.0115 0 0.9763 0.3201 0.3578 -0.7138 0.2862 0.459 0.9167 0.9462 0.3014 0.418 0.7037 1.7037 0.5287 0.955 0.9881 0.3753 0.3921 -6592663255909.77 -6592663255908.77 0.4564 0.76 -0.0064 0.0064 -0.0257 0.9743 1 -0.115 0.115 -0.1078 0.8922 1 -0.1145 0.1145 -0.1145 0.8855 1 0 1
1 3 3165 0 0 512 0 0 1.0078 0 0.9511 0.4714 0.4714 -0.497 0.503 0.5238 0.5833 0.9512 0.4169 0.5153 0.0237 1.0237 0.6191 0.885 0.9827 0.386 0.386 -10184375599703.7 -10184375599702.7 0.4342 1 0.0674 0.0674 0.2698 1.2698 1 0.2364 0.2364 0.2216 1.2216 1 0.1582 0.1582 0.1582 1.1582 1 0 1
1 4 3553 0 0 1945 0 0 1.0045 0 0.9827 -0.4163 0.4259 -0.1135 0.8865 0.5338 0.7917 0.9516 -0.4018 0.5024 0.2728 1.2728 0.6176 0.88 0.9816 -0.4697 0.4697 14436673975899.3 14436673975900.3 0.5142 0.785 -0.0484 0.0484 -0.1936 0.8064 1 4e-04 4e-04 3e-04 1.0003 1 0.0131 0.0131 0.0131 1.0131 1 0 1
1 5 2697 0 0 0 0 0 1.0069 0 0.9789 0.607 0.607 -0.9324 0.0676 0.6406 0.625 0.9528 0.6428 0.6905 -0.1646 0.8354 0.7938 0.735 0.9752 0.721 0.7365 -14455374061998.8 -14455374061997.8 0.7508 0.135 -0.0282 0.0282 -0.1127 0.8873 1 0.2933 0.2933 0.275 1.275 1 0.2803 0.2803 0.2803 1.2803 1 0 0
1 6 3623 0 0 2000 0 0 1.0167 0 0.9821 0.1328 0.1956 -1.2933 -0.2933 0.2244 1 0.9472 0.0966 0.3847 -0.1521 0.8479 0.4898 0.97 0.9524 0.0325 0.2085 935143651443.185 935143651444.185 0.2927 1 0.062 0.062 0.2479 1.2479 1 0.4664 0.4664 0.4373 1.4373 1 0.3676 0.3676 0.3676 1.3676 1 0 1
1 7 3106 0 0 989 0 0 1.0067 0 0.9848 -0.249 0.2819 0.0151 1.0151 0.3497 1 0.9481 -0.2851 0.4148 0.0221 1.0221 0.5147 0.955 0.9458 -0.2097 0.3127 3739229816336.46 3739229816337.46 0.3723 0.93 -0.0488 0.0488 -0.1952 0.8048 1 -0.0038 0.0038 -0.0036 0.9964 1 0.0098 0.0098 0.0098 1.0098 1 0 1
1 8 3078 0 0 997 0 0 1.0063 0 0.953 0.1035 0.2635 -0.2633 0.7367 0.3479 0.9167 0.9391 0.1402 0.4001 1.8447 2.8447 0.5184 0.94 0.9317 0.1374 0.3001 -11294786273569.4 -11294786273568.4 0.3735 0.865 -0.1395 0.1395 -0.5582 0.4418 1 -0.2303 0.2303 -0.2159 0.7841 1 -0.1829 0.1829 -0.1829 0.8171 1 0 1
1 9 3160 0 0 1006 0 0 1.0111 0 0.974 -0.1299 0.2361 -0.0457 0.9543 0.3354 0.9583 0.947 -0.1437 0.385 -23.2187 -22.2187 0.4911 0.96 0.9841 -0.2817 0.2925 2439279176122.25 2439279176123.25 0.3278 1 -0.026 0.026 -0.1038 0.8962 1 -0.3076 0.3076 -0.2884 0.7116 1 -0.289 0.289 -0.289 0.711 0 0 1
1 10 3042 0 0 883 0 0 1.0052 0 0.981 -0.0876 0.2153 -0.0967 0.9033 0.2744 1 0.9457 -0.1019 0.3638 0.2264 1.2264 0.4669 0.97 0.9486 -0.1094 0.3065 5983515103593.59 5983515103594.59 0.3604 0.915 -0.0545 0.0545 -0.2179 0.7821 1 -0.0675 0.0675 -0.0633 0.9367 1 -0.0488 0.0488 -0.0488 0.9512 1 0 1
1 11 3023 0 0 922 0 0 1.0043 0 0.9848 -0.2353 0.2705 -0.6578 0.3422 0.3251 1 0.9478 -0.1832 0.3986 0.1388 1.1388 0.5111 0.94 0.9881 -0.1319 0.1742 2558839900462.4 2558839900463.4 0.2277 1 -0.141 0.141 -0.564 0.436 1 -0.189 0.189 -0.1772 0.8228 1 -0.1418 0.1418 -0.1418 0.8582 1 0 1
1 12 3552 0 0 1983 0 0 1.0032 0 0.9796 -0.3605 0.3958 -0.043 0.957 0.5166 0.875 0.9546 -0.2616 0.4482 -0.4699 0.5301 0.5697 0.91 0.997 -0.2899 0.2899 6206356467305.46 6206356467306.45 0.2991 1 0.0392 0.0392 0.157 1.157 1 -0.081 0.081 -0.0759 0.9241 1 -0.1076 0.1076 -0.1076 0.8924 1 0 1
1 13 3092 0 0 1000 0 0 1.01 0 0.8611 -0.9179 0.9179 -0.5584 0.4416 1.0064 0.2917 0.9288 -0.8693 0.9198 -1.4667 -0.4667 1.0265 0.53 0.9857 -0.9055 0.9055 17727806234705.6 17727806234706.6 0.9232 0.095 -0.06 0.06 -0.2399 0.7601 1 -0.1782 0.1782 -0.1671 0.8329 1 -0.1528 0.1528 -0.1528 0.8472 1 0 1
1 14 2770 0 0 4 0 0 1.0104 0 0.9593 -0.1859 0.2566 0.3097 1.3097 0.3224 0.9583 0.9473 -0.1791 0.3704 -0.7132 0.2868 0.4635 0.955 0.9686 -0.0496 0.2852 21996812728.2671 21996812729.2671 0.345 1 0.0514 0.0514 0.2057 1.2057 1 -0.0031 0.0031 -0.0029 0.9971 1 -0.0443 0.0443 -0.0443 0.9557 1 0 1
1 15 2730 0 0 0 0 0 1.0096 0 0.9766 -0.1021 0.2503 -0.2502 0.7498 0.2933 1 0.9455 -0.0705 0.3671 -0.3177 0.6823 0.466 0.965 0.9634 -0.1086 0.2263 5390637583832.17 5390637583833.17 0.2804 1 0.0652 0.0652 0.2608 1.2608 1 0.2334 0.2334 0.2188 1.2188 1 0.157 0.157 0.157 1.157 1 0 0
1 16 3084 0 0 1000 0 0 1.004 0 0.949 -0.3888 0.4543 0.9242 1.9242 0.5089 0.7917 0.94 -0.2971 0.4529 1.4167 2.4167 0.5577 0.93 0.9884 -0.3269 0.3269 7546416278796.18 7546416278797.18 0.3569 1 -0.063 0.063 -0.252 0.748 1 -0.182 0.182 -0.1706 0.8294 1 -0.1556 0.1556 -0.1556 0.8444 1 0 1
1 17 3627 0 0 1917 0 0 1.0081 0 0.9688 -0.265 0.3453 -0.7913 0.2087 0.389 1 0.9518 -0.248 0.427 -0.0621 0.9379 0.5331 0.935 0.9613 -0.3724 0.4303 12263368232337.5 12263368232338.5 0.4561 0.975 0.0966 0.0966 0.3862 1.3862 1 -0.091 0.091 -0.0854 0.9146 1 -0.1532 0.1532 -0.1532 0.8468 1 0 1
1 18 2748 0 0 0 0 0 1.0148 0 0.9635 -0.2495 0.2651 -0.1166 0.8834 0.3457 0.9167 0.9468 -0.2848 0.4296 -0.7222 0.2778 0.5421 0.93 0.9881 -0.3149 0.3149 10408007868384.5 10408007868385.5 0.3468 1 -0.0795 0.0795 -0.3178 0.6822 1 0.152 0.152 0.1425 1.1425 1 0.1707 0.1707 0.1707 1.1707 1 0 0
1 19 3751 0 0 2039 0 0 1.0039 0 0.9755 -0.0944 0.2337 -0.1932 0.8068 0.2835 1 0.93 -0.1305 0.3998 0.0466 1.0466 0.5146 0.925 0.9659 -0.1219 0.2687 8385455640441.8 8385455640442.8 0.308 1 0.0197 0.0197 0.0789 1.0789 1 -0.1635 0.1635 -0.1533 0.8467 1 -0.1726 0.1726 -0.1726 0.8274 1 0 1
1 20 3681 0 0 1991 0 0 1.0055 0 0.9813 -0.1615 0.2017 0.2421 1.2421 0.2608 0.9583 0.9538 -0.1968 0.3905 -0.1376 0.8624 0.4839 0.975 0.9667 -0.2223 0.2243 3839516106490.15 3839516106491.15 0.329 0.97 -0.0523 0.0523 -0.2094 0.7906 1 0.3984 0.3984 0.3735 1.3735 1 0.3932 0.3932 0.3932 1.3932 1 0 1
1 21 3317 0 0 989 0 0 1.0064 0 0.9728 -0.1062 0.2025 0.171 1.171 0.2554 0.9583 0.9498 -0.1362 0.3905 0.1377 1.1377 0.4982 0.955 0.9636 -0.1696 0.2997 2422047941283.97 2422047941284.97 0.3648 1 0.0214 0.0214 0.0857 1.0857 1 -0.0776 0.0776 -0.0728 0.9272 1 -0.0981 0.0981 -0.0981 0.9019 1 0 1
1 22 2805 0 0 30 0 0 1.0085 0 0.9595 0.1573 0.2706 -0.2799 0.7201 0.3286 0.9167 0.95 0.1291 0.3962 -0.1167 0.8833 0.4791 0.96 0.9825 0.0506 0.1398 -6411254617697.29 -6411254617696.29 0.1854 1 -0.0017 0.0017 -0.0068 0.9932 1 -0.0863 0.0863 -0.0809 0.9191 1 -0.0904 0.0904 -0.0904 0.9096 1 0 1
