cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
31 1 2935 0 0 0 0 0 1.0105 0 0.9609 -0.6249 0.6374 0.7416 0.5 1.3108 0.8159 -0.5729 0.7555 0.9194 0.7433 2.2903 0.9532 -0.4948 0.4948 0.5486 0.5733 1.0879 0.1257 0.1257 NA NA 1 0.5419 -0.276 0.276 -0.276 0.724 1 0.4945 -0.3024 0.3024 -0.3024 0.6976 0 0.4621 0 0
31 2 2766 0 0 0 0 0 1.0072 0 0.9764 0.0953 0.2603 0.3748 1 1.3134 0.8105 0.0286 0.5442 0.7316 0.9133 2.4108 0.9666 0.047 0.2258 0.2682 1 1.0483 -0.1373 0.1373 NA NA 1 0.421 -0.1776 0.1776 -0.1776 0.8224 1 0.5414 -0.2026 0.2026 -0.2026 0.7974 1 0.5234 0 0
31 3 2957 0 0 0 0 0 1.0107 0 0.9594 -0.1003 0.3061 0.3897 1 1.3262 0.8038 -0.0578 0.5264 0.7486 0.93 2.3357 0.9803 -0.0948 0.1487 0.1716 1 1.0619 -0.0212 0.0212 NA NA 1 0.4026 -0.2364 0.2364 -0.2364 0.7636 1 0.5138 -0.2451 0.2451 -0.2451 0.7549 1 0.51 0 0
31 4 2808 0 0 0 0 0 1.0042 0 0.9643 -0.4699 0.486 0.5215 0.75 1.2578 0.8392 -0.5226 0.6365 0.8275 0.89 2.4509 0.9668 -0.4498 0.4498 0.4847 0.7333 1.1477 0.0625 0.0625 NA NA 1 0.4575 -0.1834 0.1834 -0.1834 0.8166 1 0.524 -0.1985 0.1985 -0.1985 0.8015 1 0.5088 0 0
31 5 3452 0 0 0 0 0 1.005 0 0.972 -0.3285 0.3397 0.4003 0.9167 1.2081 0.8144 -0.2492 0.5581 0.7207 0.9067 2.3706 0.9626 -0.131 0.1814 0.2325 0.9933 1.0661 -0.1295 0.1295 NA NA 1 0.3651 -0.1468 0.1468 -0.1468 0.8532 1 0.5377 -0.1684 0.1684 -0.1684 0.8316 1 0.5326 0 0
31 6 4110 0 0 0 0 0 1.0055 0 0.9344 -0.7751 0.7751 0.8473 0.3333 1.2951 0.8521 -0.7755 0.8731 1.0237 0.75 2.593 0.9646 -0.7343 0.7343 0.7607 0.2733 1.1901 0.0861 0.0861 NA NA 1 0.3775 0.0789 0.0789 0.0789 1.0789 1 0.6997 0.0605 0.0605 0.0605 1.0605 1 0.6718 0 0
31 7 2349 0 0 0 0 0 1.0053 0 0.9686 -0.1746 0.3105 0.3812 1 1.3326 0.8062 -0.1951 0.5065 0.7105 0.9467 2.4859 0.9887 -0.1807 0.1808 0.2235 0.98 1.0745 -0.1759 0.1759 NA NA 1 0.4807 -0.175 0.175 -0.175 0.825 1 0.5617 -0.2131 0.2131 -0.2131 0.7869 1 0.5574 0 0
31 8 2152 0 0 0 0 0 1.0019 0 0.9494 0.3339 0.4834 0.6777 0.875 1.4349 0.7846 0.3391 0.6188 0.7971 0.8733 2.3688 0.9747 0.3116 0.3398 0.3893 0.8033 1.0714 0.0769 0.0769 NA NA 1 0.4196 -0.2503 0.2503 -0.2503 0.7497 1 0.5006 -0.2638 0.2638 -0.2638 0.7362 1 0.4917 0 0
31 9 2845 0 0 0 0 0 1.0044 0 0.9874 0.6667 0.6667 0.7113 0.5417 1.3799 0.809 0.5485 0.7326 0.9057 0.7933 2.5462 0.9883 0.5427 0.5427 0.5533 0.5967 1.1354 0.0506 0.0506 NA NA 1 0.4167 -0.1724 0.1724 -0.1724 0.8276 1 0.5902 -0.1841 0.1841 -0.1841 0.8159 1 0.5762 0 0
31 10 3623 0 0 0 0 0 1.0162 0 0.9761 0.5918 0.5918 0.626 0.6667 1.269 0.819 0.5497 0.7365 0.9139 0.8133 2.5193 0.9887 0.4887 0.4887 0.5003 0.7633 1.2532 0.2445 0.2445 NA NA 0 0.4255 0.0426 0.0426 0.0426 1.0426 1 0.6764 -0.0338 0.0338 -0.0338 0.9662 1 0.6144 0 0
