cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
16 1 8070 0 0 0 0 0 1.0142 0 0.9923 0.4137 0.4137 0.4514 0.7917 1.0778 0.9352 0.3966 0.5112 0.6219 0.874 1.9046 0.9813 0.3522 0.3522 0.4102 0.712 1.0682 0.0286 0.0286 0.1145 1.1145 1 0.2103 -0.1213 0.1213 -0.1137 0.8863 1 0.4025 -0.1313 0.1313 -0.1313 0.8687 1 0.3735 0 0
16 2 8751 0 0 0 0 0 1.0043 0 0.9904 -0.7967 0.7967 0.808 0.0417 1.0626 0.9392 -0.7865 0.8189 0.9172 0.608 1.9602 0.9944 -0.73 0.73 0.7415 0.04 1.0897 0.0419 0.0419 0.1676 1.1676 1 0.2165 -0.0512 0.0512 -0.048 0.952 1 0.4565 -0.075 0.075 -0.075 0.925 1 0.4162 0 0
16 3 12857 0 0 0 0 0 1.0036 0 0.9915 0.0267 0.1071 0.1445 1 1.0144 0.9439 0.037 0.3831 0.482 0.968 1.958 0.9685 0.0225 0.1828 0.2426 1 1.1075 0.051 0.051 0.2038 1.2038 1 0.2146 0.0897 0.0897 0.0841 1.0841 1 0.4902 0.047 0.047 0.047 1.047 1 0.4377 0 0
16 4 9615 0 0 0 0 0 1.0072 0 0.9575 1.3288 1.3288 1.3763 0.0417 1.1862 0.9295 1.2398 1.2475 1.3393 0.27 2.1039 0.9901 1.2259 1.2259 1.2433 0 1.0865 -0.0164 0.0164 -0.0657 0.9343 1 0.2161 0.0277 0.0277 0.026 1.026 1 0.4913 0.0308 0.0308 0.0308 1.0308 1 0.4593 0 0
16 5 9624 0 0 0 0 0 1.01 0 0.983 -0.0313 0.1776 0.2421 1 1.056 0.945 -0.0353 0.3481 0.4299 0.982 1.9116 0.9918 -0.0506 0.1321 0.1691 1 1.0393 -0.0105 0.0105 -0.0419 0.9581 1 0.2265 -0.0403 0.0403 -0.0378 0.9622 1 0.4423 -0.0364 0.0364 -0.0364 0.9636 1 0.4061 0 0
16 6 11639 0 0 0 0 0 1.0076 0 0.9886 0.106 0.1744 0.2021 1 1.0076 0.9434 0.0911 0.3682 0.4624 0.954 1.8774 0.9873 0.098 0.1342 0.1792 1 1.0249 0.029 0.029 0.1161 1.1161 1 0.2217 -0.1708 0.1708 -0.1601 0.8399 1 0.3972 -0.1772 0.1772 -0.1772 0.8228 1 0.3596 0 0
16 7 8086 0 0 0 0 0 1.0177 0 0.9924 -0.3737 0.3737 0.4031 0.7917 1.0529 0.9424 -0.3583 0.4706 0.5913 0.88 1.8949 0.9931 -0.3632 0.3632 0.3829 0.82 1.0218 -0.0498 0.0498 -0.1993 0.8007 1 0.227 -0.261 0.261 -0.2447 0.7553 0 0.3605 -0.2296 0.2296 -0.2296 0.7704 0 0.3437 0 0
16 8 11608 0 0 0 0 0 1.0152 0 0.9823 -0.4711 0.4711 0.5078 0.5417 1.0296 0.947 -0.4658 0.5504 0.664 0.84 1.8563 0.9955 -0.4263 0.4263 0.4363 0.786 1.0233 -0.011 0.011 -0.044 0.956 1 0.2301 -0.285 0.285 -0.2672 0.7328 0 0.3381 -0.266 0.266 -0.266 0.734 0 0.3145 0 0
16 9 11876 0 0 0 0 0 1.0054 0 0.9779 0.0301 0.1933 0.227 1 0.9986 0.9467 0.0391 0.3569 0.4456 0.96 1.8504 0.996 -0.0084 0.1791 0.2065 1 1.0626 0.0935 0.0935 0.3739 1.3739 1 0.2092 0.0059 0.0059 0.0056 1.0056 1 0.4808 -0.0582 0.0582 -0.0582 0.9418 1 0.4015 0 0
16 10 13546 0 0 0 0 0 1.0045 0 0.9891 0.1926 0.2142 0.2401 0.9583 0.9759 0.9469 0.1991 0.3861 0.4831 0.958 1.9157 0.9825 0.1919 0.2381 0.2609 1 1.0265 -0.0264 0.0264 -0.1055 0.8945 1 0.2173 -0.0582 0.0582 -0.0546 0.9454 1 0.4307 -0.0457 0.0457 -0.0457 0.9543 1 0.4063 0 0
