cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
55 1 1106 0 0 0 0 0 1.0007 0 0.9878 -0.0028 0.1571 0.2274 1.6306 0.7709 0.0424 0.4495 0.6226 4.0545 -0.0453 0.0453 0.3574 0 0
55 2 1110 0 0 0 0 0 1.0008 0 0.9843 0.0545 0.1768 0.2489 2.2555 0.7516 0.0031 0.467 0.6577 4.0715 -0.1158 0.1158 0.3557 0 0
55 3 1161 0 0 0 0 0 1.0001 0 0.9784 0.1112 0.2168 0.3021 2.0853 0.8152 0.027 0.4144 0.5564 4.0203 -0.035 0.035 0.3055 0 0
55 4 1133 0 0 0 0 0 1.001 0 0.9516 0.0442 0.3264 0.535 2.0718 0.7921 0.0243 0.4521 0.6224 4.2038 0.0596 0.0596 0.3367 0 0
55 5 1144 0 0 0 0 0 1.0011 0 0.981 0.0085 0.2011 0.2602 1.706 0.8298 0.0596 0.4185 0.5624 4.1308 0.0717 0.0717 0.3458 0 0
55 6 1106 0 0 0 0 0 1.0003 0 0.9592 0.0908 0.257 0.3963 2.6639 0.7629 -0.0114 0.4715 0.649 4.0569 0.0453 0.0453 0.3711 0 0
55 7 1094 0 0 0 0 0 1.0025 0 0.9601 -0.0141 0.2531 0.3793 1.9804 0.7804 -0.0505 0.4837 0.6397 4.0469 -0.0244 0.0244 0.3366 0 0
55 8 1074 0 0 0 0 0 1.0002 0 0.9648 0.1347 0.2448 0.3371 1.617 0.7705 0.0232 0.4798 0.6417 4.0743 0.1507 0.1507 0.3525 0 0
55 9 1129 0 0 0 0 0 1.0007 0 0.9638 0.0697 0.2176 0.3043 1.3877 0.7923 0.0802 0.4428 0.6135 4.0572 -0.0107 0.0107 0.3397 0 0
55 10 1126 0 0 0 0 0 1.0022 0 0.976 0 0.1385 0.2135 1.3218 0.8069 -0.0047 0.4133 0.5879 4.098 -0.0151 0.0151 0.3212 0 0
55 11 1083 0 0 0 0 0 1.0002 0 0.9784 -0.1168 0.2017 0.2412 1.5107 0.8062 -0.0727 0.4486 0.604 4.0259 0.0514 0.0514 0.3114 0 0
55 12 1145 0 0 0 0 0 1.0016 0 0.9749 0.0722 0.2 0.2852 1.6535 0.7914 -0.0017 0.4532 0.6076 4.0659 0.1244 0.1244 0.3335 0 0
55 13 1102 0 0 0 0 0 1.0021 0 0.9873 -0.0936 0.1723 0.2099 1.8208 0.783 -0.0349 0.4459 0.5998 4.0954 0.1207 0.1207 0.362 0 0
55 14 1082 0 0 0 0 0 1.0015 0 0.9645 -0.0324 0.219 0.3074 1.8736 0.7503 0.0169 0.4773 0.6601 4.0427 0.0298 0.0298 0.3721 0 0
55 15 1091 0 0 0 0 0 1.0004 0 0.9894 0.0639 0.1631 0.2096 2.4112 0.783 -0.0581 0.453 0.6146 4.1183 0.046 0.046 0.3308 0 0
55 16 1108 0 0 0 0 0 1.0005 0 0.9788 -0.1922 0.247 0.3375 2.1205 0.7582 -0.0366 0.4708 0.6265 4.0172 -0.0515 0.0515 0.3464 0 0
55 17 1032 0 0 0 0 0 1.0007 0 0.9607 -0.0454 0.2121 0.2706 2.0398 0.748 -0.022 0.5006 0.6627 4.0791 0.0117 0.0117 0.4071 0 0
55 18 1145 0 0 0 0 0 1.0006 0 0.9714 0.0284 0.1762 0.2309 1.3068 0.8159 -0.0068 0.432 0.5995 4.0791 -0.0513 0.0513 0.3488 0 0
55 19 1083 0 0 0 0 0 1.0005 0 0.9797 -0.0582 0.1877 0.2291 1.5978 0.8094 -0.038 0.4441 0.5824 4.0131 -0.0232 0.0232 0.3176 0 0
55 20 1101 0 0 0 0 0 1.0004 0 0.9896 0.0525 0.1793 0.2322 2.0409 0.8088 0.0558 0.4358 0.5795 4.0462 0.0726 0.0726 0.3567 0 0
55 21 1118 0 0 0 0 0 1.0006 0 0.9759 0.0688 0.2031 0.2711 1.7773 0.7963 -0.0283 0.4449 0.6001 4.1985 0.0224 0.0224 0.3894 0 0
55 22 1166 0 0 0 0 0 1.0001 0 0.9739 -0.0855 0.1907 0.2436 1.8321 0.8023 -0.0488 0.4293 0.5783 4.0851 0.0112 0.0112 0.3354 0 0
55 23 1157 0 0 0 0 0 1.0005 0 0.9739 -0.0186 0.1686 0.2607 1.6405 0.7695 0.0316 0.458 0.6457 4.0208 -0.1481 0.1481 0.3084 0 0
55 24 1131 0 0 0 0 0 1.0002 0 0.9767 -0.0037 0.247 0.3627 2.8021 0.7977 -0.0833 0.463 0.6097 4.1323 -2e-04 2e-04 0.3464 0 0
