cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
2 1 1025 0 0 0 0 0 1.01 0 0.9635 -0.639 0.639 0.6711 0.75 1.4746 0.9051 -0.6222 0.684 0.8137 0.88 2.53 0.996 -0.537 0.537 0.5409 1 1.4378 -0.0175 0.0175 NA NA 1 0.4429 0.0529 0.0529 0.0529 1.0529 1 0.9667 0.0393 0.0393 0.0393 1.0393 1 0.9505 0 0
2 2 1280 0 0 0 0 0 1.0055 0 0.9632 0.2113 0.4616 0.6947 0.8333 1.685 0.8777 0.128 0.5093 0.6546 0.93 2.3132 0.9815 0.1614 0.2098 0.2303 1 1.3871 0.0947 0.0947 NA NA 1 0.5158 -0.4479 0.4479 -0.4479 0.5521 0 0.6386 -0.4623 0.4623 -0.4623 0.5377 0 0.6243 0 0
2 3 990 0 0 0 0 0 1.0031 0 0.9709 -0.7526 0.7526 0.7865 0.5833 1.4741 0.8814 -0.6751 0.7811 0.9169 0.8 2.3929 0.9786 -0.6443 0.6443 0.6679 0.625 1.3653 -0.0885 0.0885 NA NA 1 0.4232 -0.2029 0.2029 -0.2029 0.7971 1 0.7423 -0.2182 0.2182 -0.2182 0.7818 1 0.7364 0 0
2 4 946 0 0 0 0 0 1.005 0 0.9823 -0.5142 0.5142 0.5428 0.8333 1.4268 0.8766 -0.4414 0.5773 0.7075 0.93 2.4106 0.9091 -0.3262 0.3751 0.4469 0.885 1.3677 -0.0184 0.0184 NA NA 1 0.4077 -0.0525 0.0525 -0.0525 0.9475 1 0.8449 -0.0631 0.0631 -0.0631 0.9369 1 0.8362 0 0
2 5 1013 0 0 0 0 0 1.0049 0 0.9754 -0.3261 0.3442 0.4038 1 1.4831 0.8865 -0.276 0.4982 0.6274 0.915 2.3272 0.9491 -0.3111 0.3111 0.3826 0.87 1.3547 -0.1193 0.1193 NA NA 1 0.4338 -0.2971 0.2971 -0.2971 0.7029 1 0.6697 -0.3156 0.3156 -0.3156 0.6844 1 0.6638 0 0
2 6 1015 0 0 0 0 0 1.0035 0 0.9782 0.6471 0.6471 0.6932 0.6667 1.5471 0.8842 0.4861 0.6564 0.7998 0.865 2.5326 0.9857 0.5295 0.5295 0.5467 0.88 1.4121 -0.126 0.126 NA NA 1 0.3961 0.0071 0.0071 0.0071 1.0071 1 0.9753 -0.0197 0.0197 -0.0197 0.9803 1 0.935 0 0
2 7 1381 0 0 0 0 0 1.0023 0 0.9876 -0.0284 0.1791 0.1973 1 1.5058 0.8781 -0.0731 0.4618 0.5956 0.955 2.4482 0.9744 -0.0102 0.1191 0.1596 1 1.4695 0.1659 0.1659 NA NA 1 0.4521 -0.1182 0.1182 -0.1182 0.8818 1 0.8563 -0.1551 0.1551 -0.1551 0.8449 1 0.8159 0 0
2 8 875 0 0 0 0 0 1.0029 0 0.9443 -0.4845 0.4963 0.59 0.6667 1.5255 0.8763 -0.4235 0.5736 0.7034 0.91 2.4732 0.9627 -0.5233 0.5233 0.5682 0.775 1.3994 -0.0861 0.0861 NA NA 1 0.4418 -0.047 0.047 -0.047 0.953 1 0.8703 -0.0661 0.0661 -0.0661 0.9339 1 0.8636 0 0
2 9 1135 0 0 0 0 0 1.003 0 0.9757 0.1258 0.2223 0.2653 1 1.5002 0.8931 0.1619 0.5078 0.6238 0.98 2.6057 0.9482 0.0375 0.1773 0.2367 1 1.4189 -0.1404 0.1404 NA NA 1 0.3738 0.2821 0.2821 0.2821 1.2821 1 1.1507 0.2453 0.2453 0.2453 1.2453 1 1.1436 0 0
2 10 1410 0 0 0 0 0 1.0017 0 0.991 0.3473 0.3668 0.4018 1 1.503 0.9068 0.2992 0.5076 0.6255 0.965 2.4577 0.9478 0.1057 0.2309 0.2723 1 1.422 0.0421 0.0421 NA NA 1 0.4246 -0.1229 0.1229 -0.1229 0.8771 1 0.8119 -0.1347 0.1347 -0.1347 0.8653 1 0.8058 0 0
2 11 908 0 0 0 0 0 1.0039 0 0.9366 0.06 0.2889 0.3905 0.9167 1.4539 0.8833 0.0164 0.4635 0.5934 0.965 2.6093 0.9635 -0.0501 0.1647 0.1983 1 1.4338 -0.0548 0.0548 NA NA 1 0.3678 0.2876 0.2876 0.2876 1.2876 1 1.0925 0.2721 0.2721 0.2721 1.2721 1 1.0878 0 0
2 12 1108 0 0 0 0 0 1.0027 0 0.9766 -0.1663 0.2438 0.277 1 1.4357 0.8877 -0.2475 0.5532 0.6742 0.95 2.5393 0.9171 -0.3367 0.3826 0.4447 0.85 1.3729 -0.2137 0.2137 NA NA 0 0.3993 0.1702 0.1702 0.1702 1.1702 1 1.0559 0.1041 0.1041 0.1041 1.1041 1 0.9921 0 0
