cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
26 1 771 0 0 0 0 0 1.0032 0 0.9112 -1.3488 1.3488 1.4857 0.1667 1.9542 0.7712 -1.153 1.2266 1.3879 0.56 2.7711 0.9816 -1.1639 1.1639 1.1717 0.015 1.529 -0.0234 0.0234 NA NA 1 0.7032 -0.389 0.389 -0.389 0.611 1 0.8593 -0.408 0.408 -0.408 0.592 1 0.8367 0 0
26 2 811 0 0 0 0 0 1.0065 0 0.8639 -0.5351 0.5351 0.6925 0.75 1.5616 0.7899 -0.3818 0.6882 0.8636 0.855 2.7134 0.8828 -0.4736 0.4811 0.5884 0.76 1.4918 0.1716 0.1716 NA NA 1 0.5053 -0.1243 0.1243 -0.1243 0.8757 1 0.921 -0.1663 0.1663 -0.1663 0.8337 1 0.8648 0 0
26 3 719 0 0 0 0 0 1.0072 0 0.944 -0.6907 0.6954 0.7564 0.5833 1.6401 0.8152 -0.6108 0.7958 0.9624 0.84 3.0053 0.9795 -0.6408 0.6408 0.6857 0.59 1.4705 -0.0704 0.0704 NA NA 1 0.5523 -0.0676 0.0676 -0.0676 0.9324 1 1.0459 -0.0913 0.0913 -0.0913 0.9087 1 1.0103 0 0
26 4 604 0 0 0 0 0 1.0043 0 0.9728 -0.0361 0.4159 0.4894 0.9167 1.5676 0.784 -0.0504 0.6217 0.7796 0.9 2.4041 0.97 -0.077 0.2056 0.2302 1 1.2854 -0.3468 0.3468 NA NA 0 0.6238 -0.503 0.503 -0.503 0.497 0 0.6299 -0.5753 0.5753 -0.5753 0.4247 0 0.5785 0 0
26 5 699 0 0 0 0 0 1.0036 0 0.9654 -0.3428 0.3635 0.4197 1 1.6441 0.7764 -0.2087 0.5879 0.7518 0.97 3.0748 0.9656 -0.2098 0.2333 0.2867 1 1.4965 -0.2012 0.2012 NA NA 1 0.6006 -0.0236 0.0236 -0.0236 0.9764 1 1.1203 -0.0857 0.0857 -0.0857 0.9143 1 1.083 0 0
26 6 606 0 0 0 0 0 1.0041 0 0.9624 -0.4322 0.5919 0.6621 0.75 1.6814 0.8437 -0.3881 0.6651 0.8213 0.88 2.5288 0.9676 -0.3901 0.3941 0.4403 0.91 1.3636 -0.1952 0.1952 NA NA 1 0.6177 -0.4535 0.4535 -0.4535 0.5465 0 0.6862 -0.4878 0.4878 -0.4878 0.5122 0 0.6618 0 0
26 7 703 0 0 0 0 0 1.002 0 0.9074 -1.6324 1.6324 1.7979 0.1667 2.0464 0.7014 -1.0413 1.1467 1.3779 0.5 2.1609 0.9692 -1.1163 1.1163 1.1401 0 1.4764 0.1047 0.1047 NA NA 1 1.2777 -0.7698 0.7698 -0.7698 0.2302 0 0.5188 -0.7969 0.7969 -0.7969 0.2031 0 0.478 0 0
26 8 739 0 0 0 0 0 1.0055 0 0.9589 0.9627 0.9627 1.1309 0.4167 1.8525 0.8104 0.7021 0.8416 1.0207 0.815 2.9475 0.9542 0.8032 0.8032 0.833 0.435 1.6173 0.2188 0.2188 NA NA 1 0.7383 -0.1383 0.1383 -0.1383 0.8617 1 1.1455 -0.2123 0.2123 -0.2123 0.7877 1 1.0528 0 0
26 9 626 0 0 0 0 0 1.0048 0 0.9667 -0.2416 0.3137 0.3666 1 1.5904 0.8451 -0.32 0.6232 0.7748 0.985 3.488 0.9825 -0.3217 0.3217 0.3677 1 1.5935 -0.0888 0.0888 NA NA 1 0.4817 0.655 0.655 0.655 1.655 1 1.6732 0.6161 0.6161 0.6161 1.6161 1 1.6175 0 0
26 10 672 0 0 0 0 0 1.0048 0 0.9539 -0.5431 0.5431 0.5898 0.8333 1.6078 0.7652 -0.3776 0.7517 0.9512 0.945 3.5044 0.9102 -0.4459 0.4747 0.5496 0.83 1.5899 0.0082 0.0082 NA NA 1 0.5012 0.5157 0.5157 0.5157 1.5157 1 1.5726 0.4896 0.4896 0.4896 1.4896 1 1.5347 0 0
