cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
41 1 344 0 0 0 0 0 1.0071 0 0.9362 -0.2598 0.4396 0.5373 1 2.0515 0.8772 -0.3414 0.7628 0.9702 0.84 2.6254 0.9045 -0.1939 0.5678 0.6906 0.93 2.3778 -0.0557 0.0557 -0.1113 0.8887 1 1.0066 -0.6845 0.6845 -0.5134 0.4866 1 1.7699 -0.5734 0.5734 -0.5734 0.4266 0 0.8762 0 0
41 2 765 1 0 0 0 0 1.0016 0 0.956 -0.1804 0.5494 0.6241 1 2.0305 0.8822 -0.093 0.6836 0.8937 0.9 2.708 0.93 -0.4082 0.5886 0.7031 1 3.4806 0.1391 0.1391 0.2782 1.2782 1 0.6973 -0.1918 0.1918 -0.1438 0.8562 1 3.4175 -0.5046 0.5046 -0.5046 0.4954 1 0.9782 1 0
41 3 474 0 0 0 0 0 1.003 0 0.8967 -0.7373 0.7433 0.8798 0.8333 2.1003 0.8749 -0.7003 0.8994 1.1015 0.83 3.2991 0.9559 -0.7733 0.7733 0.928 0.75 2.7216 -0.0476 0.0476 -0.0953 0.9047 1 0.7586 -0.0543 0.0543 -0.0407 0.9593 1 2.711 -0.0974 0.0974 -0.0974 0.9026 1 1.6055 0 0
41 4 609 3 0 0 0 0 1.0031 0 0.9035 -0.0308 0.2686 0.3147 1 2.0828 0.9189 0.029 0.6052 0.7632 0.98 3.4976 0.9221 -0.2714 0.5377 0.6384 1 4.6264 0.1861 0.1861 0.3723 1.3723 1 0.6039 1.2895 1.2895 0.9671 1.9671 1 7.7291 0.0023 0.0023 0.0023 1.0023 1 1.8041 1 0
41 5 472 0 0 0 0 0 1.0037 0 0.7791 -0.5105 0.563 0.6734 0.8333 2.0332 0.9125 -0.4382 0.7242 0.8727 0.91 3.1907 0.9363 -0.5344 0.5802 0.7303 0.87 2.3991 -0.2439 0.2439 -0.4878 0.5122 1 0.965 -0.3849 0.3849 -0.2887 0.7113 1 1.8805 -0.2055 0.2055 -0.2055 0.7945 1 1.4208 0 0
41 6 591 0 0 0 0 0 1.0068 0 0.7293 -0.5843 0.6879 0.7918 0.75 2.0456 0.8996 -0.5434 0.7687 0.9707 0.88 3.3136 0.952 -0.5274 0.6191 0.7568 0.96 2.9865 0.0159 0.0159 0.0318 1.0318 1 0.6733 0.1883 0.1883 0.1412 1.1412 1 3.5305 -0.0171 0.0171 -0.0171 0.9829 1 1.6807 0 0
41 7 773 0 0 0 0 0 1.0029 0 0.9007 0.2083 0.4421 0.4832 1 2.0048 0.9011 0.1435 0.6531 0.8818 0.94 3.3768 0.958 0.1476 0.4797 0.5688 1 4.6059 0.1875 0.1875 0.375 1.375 1 0.6237 1.4402 1.4402 1.0801 2.0801 1 7.6598 0.0948 0.0948 0.0948 1.0948 1 1.7603 0 0
41 8 619 0 0 0 0 0 1.0036 0 0.945 0.6654 0.7928 0.9292 0.5833 2.0592 0.9032 0.4809 0.8918 1.0828 0.89 2.9199 0.9494 0.5396 0.6051 0.7775 0.92 2.4564 -0.0827 0.0827 -0.1655 0.8345 1 0.8086 -0.4096 0.4096 -0.3072 0.6928 1 2.1964 -0.3231 0.3231 -0.3231 0.6769 1 1.3008 0 0
41 9 400 0 0 0 0 0 1.005 0 0.9491 -0.5766 0.5986 0.7712 0.75 2.1205 0.8096 -0.4403 0.8995 1.1936 0.76 2.6414 0.8645 -0.2791 0.6761 0.8359 0.81 2.1542 -0.1552 0.1552 -0.3105 0.6895 1 1.1518 -0.7931 0.7931 -0.5948 0.4052 1 1.4575 -0.6033 0.6033 -0.6033 0.3967 0 0.9232 0 0
41 10 780 1 0 0 0 0 1.0089 0 0.9491 0.5496 0.6011 0.6654 0.8333 2.019 0.9087 0.5752 0.8248 1.0407 0.87 3.0618 0.9641 0.5191 0.585 0.7169 0.96 2.8812 0.0132 0.0132 0.0265 1.0265 1 0.6916 0.0081 0.0081 0.0061 1.0061 1 2.9893 -0.1331 0.1331 -0.1331 0.8669 1 1.4478 1 0
