cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
19 1 1025 0 0 0 0 0 1.0008 0 0.9978 -0.0954 0.1007 0.1213 1.285 0.9876 -0.3588 0.3588 0.4343 3.5487 0.6855 -0.0684 0.6523 0.7927 3.7399 -0.1387 0.1387 0.4477 0 0
19 2 1010 0 0 0 0 0 1.0018 0 0.913 0.1064 0.1126 0.1487 0.9703 0.9853 -0.1308 0.1808 0.2473 2.4595 0.6667 -0.0115 0.6261 0.7911 3.6536 -0.0751 0.0751 0.4835 0 0
19 3 1026 0 0 0 0 0 1.0008 0 0.6616 -0.0185 0.168 0.1877 1.2397 0.9827 -0.0477 0.2614 0.3286 2.7292 0.7294 -0.179 0.6387 0.7947 3.7362 0.019 0.019 0.3968 0 0
19 4 988 0 0 0 0 0 1.0015 0 0.9537 0.2126 0.2142 0.2631 1.517 0.9877 -0.0982 0.1648 0.2296 2.0218 0.7054 -0.1159 0.6837 0.835 3.3707 -0.2594 0.2594 0.4222 0 0
19 5 1004 0 0 0 0 0 1.0024 0 0.9793 -0.0601 0.0601 0.0822 1.3091 0.9947 0.0157 0.1586 0.1836 3.0908 0.7587 -0.1067 0.5768 0.7128 3.4534 -0.0425 0.0425 0.3568 0 0
19 6 1080 0 0 0 0 0 1.0006 0 0.9931 0.0149 0.0545 0.0552 0.9169 0.9982 0.0646 0.08 0.1034 1.405 0.8186 0.0078 0.5333 0.6595 3.2902 0.0366 0.0366 0.2798 0 0
19 7 1037 20 0 0 0 0 1.0007 0 0.9241 -0.2856 0.2856 0.3028 0.9491 0.9508 -0.2904 0.4257 0.6066 5.8174 0.6819 0.1044 0.6389 0.8226 4.3594 0.0615 0.0615 0.5186 1 0
19 8 1035 0 0 0 0 0 1.0004 0 0.9942 -0.1305 0.1305 0.1762 0.8831 0.9958 -0.2328 0.247 0.2857 2.0545 0.7827 -0.1023 0.5451 0.6962 3.7925 0.0695 0.0695 0.3597 0 0
19 9 1080 0 0 0 0 0 1.0003 0 0.9408 -0.0931 0.1047 0.1453 1.0032 0.9952 0.0741 0.1154 0.1436 2.1122 0.8229 0.0022 0.52 0.6618 3.5726 0.1012 0.1012 0.31 0 0
19 10 1095 0 0 0 0 0 1.0019 0 -0.4559 0.0106 0.6277 0.7117 2.2292 0.9878 -0.2355 0.385 0.5418 5.4404 0.715 0.1377 0.6559 0.8411 3.2797 -0.1171 0.1171 0.3938 0 0
19 11 1024 0 0 0 0 0 1.0006 0 0.6347 0.1186 0.2425 0.3031 1.4098 0.9927 -0.0174 0.1381 0.1697 2.7154 0.7732 -0.0318 0.5967 0.7358 3.264 -0.0796 0.0796 0.3322 0 0
19 12 1047 4 0 0 0 0 1.001 0 -0.4454 -0.1545 0.165 0.2369 0.9529 0.9623 -0.0333 0.3881 0.5554 4.7103 0.6621 0.2103 0.7819 0.9818 4.5555 0.1139 0.1139 0.4115 1 0
19 13 1005 0 0 0 0 0 1.0019 0 0.4502 0.2227 0.2714 0.3503 2.1111 0.9829 -0.0982 0.2501 0.3112 2.3109 0.5969 -0.0246 0.7303 0.9051 3.5915 -0.2297 0.2297 0.4499 0 0
19 14 1025 0 0 0 0 0 1.0012 0 0.6686 -0.1279 0.1391 0.2038 1.172 0.986 0.5007 0.5007 0.6816 5.1332 0.6605 0.0422 0.6767 0.8383 3.9352 0.0171 0.0171 0.452 0 0
19 15 1030 0 0 0 0 0 1.0009 0 0.8166 0.1133 0.1356 0.1907 1.17 0.9937 -0.1543 0.1912 0.2109 2.3621 0.7349 -0.0927 0.6351 0.7878 3.285 -0.0701 0.0701 0.3183 0 0
19 16 1031 0 0 0 0 0 1.0002 0 0.9571 0.0364 0.1266 0.1473 1.2771 0.9901 -0.0579 0.1107 0.1253 1.273 0.8076 -0.1352 0.5705 0.7186 3.562 0.0318 0.0318 0.3041 0 0
19 17 1039 0 0 0 0 0 1.0007 0 0.9971 0.2588 0.2588 0.2802 1.0901 0.9989 -0.2325 0.2427 0.2696 0.9978 0.7887 -0.1868 0.5563 0.7119 3.055 -0.1398 0.1398 0.3062 0 0
19 18 1034 0 0 0 0 0 1.001 0 0.9993 -0.112 0.1239 0.1457 1.112 0.9904 -0.0013 0.3436 0.4222 3.8002 0.7497 0.0408 0.6169 0.7684 3.6329 0.0355 0.0355 0.3627 0 0
