cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
64 1 2209 0 0 0 0 0 1.0007 0 0.922 -0.0181 0.0738 0.1017 0.7562 0.994 0.0148 0.0929 0.1108 1.2393 0.7457 0.0055 0.5474 0.7014 4.0632 -0.0514 0.0514 0.3038 0 0
64 2 2167 0 0 0 0 0 1.0006 0 0.1178 -0.0609 0.1338 0.2232 0.7294 0.9339 0.0602 0.3409 0.6198 6.2246 0.6797 -0.152 0.5944 0.7511 4.121 -0.0981 0.0981 0.3864 0 0
64 3 2196 0 0 0 0 0 1.0006 0 0.2721 -0.1126 0.2705 0.2985 0.7751 0.9837 -0.0322 0.3387 0.4395 3.2089 0.6237 -0.0277 0.6305 0.783 4.1617 0.0501 0.0501 0.365 0 0
64 4 2108 0 0 0 0 0 1.0004 0 0.6154 0.0167 0.1237 0.1379 0.7165 0.9827 -0.0567 0.1619 0.2282 2.074 0.7118 -0.1147 0.5914 0.7535 4.3264 0.1382 0.1382 0.3482 0 0
64 5 2157 0 0 0 0 0 1.0008 0 0.9062 0.0021 0.0458 0.0515 0.753 0.9909 -0.0292 0.1553 0.1964 3.1641 0.6686 -0.0736 0.6055 0.7894 4.1856 -0.0141 0.0141 0.4571 0 0
64 6 2079 0 0 0 0 0 1.0006 0 0.766 -0.114 0.1724 0.2366 0.8084 0.9929 -0.0195 0.1641 0.207 3.424 0.6934 0.0138 0.5751 0.7351 4.0877 -0.0534 0.0534 0.3597 0 0
64 7 2143 0 0 0 0 0 1.0002 0 0.5653 0.045 0.096 0.1346 0.7443 0.9924 0.0019 0.0981 0.1273 1.8272 0.6674 0.0254 0.5929 0.7435 4.0234 -0.1145 0.1145 0.3548 0 0
64 8 2115 0 0 0 0 0 1.0002 0 0.6503 0.0379 0.1149 0.1279 0.739 0.9901 -0.0994 0.1539 0.1811 1.4551 0.7063 -0.0365 0.566 0.745 4.136 0.0401 0.0401 0.3284 0 0
64 9 13121 0 0 9 0 0 1.0004 0 0.8297 -0.0414 0.1109 0.1287 0.9042 0.9959 -8e-04 0.0849 0.1119 2.0398 0.7069 0.0456 0.5802 0.7429 4.0967 -0.0193 0.0193 0.3663 0 1
64 10 2072 0 0 0 0 0 1.0004 0 0.875 -0.0407 0.1672 0.1788 0.9371 0.9932 0.0403 0.1886 0.2363 3.7128 0.6564 -0.0211 0.6236 0.7939 4.0526 -0.0967 0.0967 0.3502 0 0
64 11 2246 0 0 0 0 0 1.0003 0 0.9279 0.0085 0.1429 0.1826 0.9424 0.9897 0.0368 0.1592 0.2105 2.085 0.7164 0.0675 0.5671 0.733 4.1742 0.058 0.058 0.2917 0 0
64 12 2078 0 0 0 0 0 1.0009 0 0.9268 0.0348 0.1002 0.1207 0.8895 0.9956 -0.0545 0.1108 0.134 1.5291 0.6518 0.0275 0.589 0.767 4.1087 -0.139 0.139 0.4212 0 0
64 13 2130 0 0 0 0 0 1.0008 0 0.9243 0.0413 0.1239 0.1611 0.9134 0.9893 -0.2667 0.2667 0.2992 1.5517 0.7251 -0.0719 0.5573 0.725 4.0491 -0.0574 0.0574 0.321 0 0
64 14 2148 0 0 0 0 0 1.0008 0 0.436 -0.0689 0.1912 0.2366 0.8366 0.9917 -0.0308 0.1872 0.2346 2.2046 0.7088 0.0303 0.5461 0.7101 4.0629 -0.0313 0.0313 0.3835 0 0
64 15 2078 0 0 0 0 0 1.0003 0 0.9847 0.0061 0.056 0.0793 0.9496 0.9951 0.0651 0.1257 0.1585 1.8232 0.6894 0.019 0.5727 0.7464 4.1262 -0.0278 0.0278 0.4203 0 0
64 16 2131 0 0 0 0 0 1.0004 0 0.6029 -0.0941 0.159 0.2073 0.7927 0.9701 0.1213 0.3172 0.4623 5.1677 0.6495 -0.086 0.5873 0.7691 4.1158 0.0204 0.0204 0.3585 0 0
64 17 2058 0 0 0 0 0 1.0015 0 0.776 0.0239 0.1271 0.1361 0.7967 0.9985 0.0865 0.108 0.125 2.5224 0.6617 0.0935 0.5568 0.7087 4.0554 -0.1459 0.1459 0.3579 0 0
64 18 2110 0 0 0 0 0 1.0007 0 0.8442 0.0251 0.1298 0.135 0.876 0.9916 -0.0936 0.1295 0.1794 2.3406 0.725 -0.0703 0.538 0.6942 4.1996 0.0614 0.0614 0.3212 0 0
64 19 2078 0 0 0 0 0 1.0004 0 0.6718 -0.0202 0.1052 0.1383 0.7851 0.9826 0.1016 0.1763 0.2999 3.8161 0.6977 -0.0363 0.5854 0.7376 4.1351 -0.0023 0.0023 0.3725 0 0
64 20 2218 0 0 0 0 0 1.0006 0 0.7502 0.0255 0.106 0.1225 0.7785 0.998 0.0884 0.0993 0.1241 1.6307 0.7356 0.0711 0.5166 0.6654 4.0358 -0.0711 0.0711 0.32 0 0
64 21 2177 0 0 0 0 0 1.0013 0 0.1306 -0.0607 0.1996 0.2143 0.7526 0.9781 0.0817 0.2609 0.3607 2.9153 0.6581 0.0195 0.5731 0.7289 4.1184 -0.0068 0.0068 0.3605 0 0
64 22 2104 0 0 0 0 0 1.0005 0 0.7503 -0.0549 0.1096 0.1461 0.8245 0.9906 -0.1896 0.1921 0.2459 1.8586 0.7121 -0.1406 0.5774 0.7544 4.1805 0.0471 0.0471 0.3159 0 0
64 23 2218 0 0 0 0 0 1.0004 0 0.8823 -0.0372 0.1076 0.1827 0.7969 0.9923 0.006 0.0956 0.1227 1.1646 0.7348 -0.003 0.5435 0.7056 4.1408 0.0153 0.0153 0.3202 0 0
64 24 2164 0 0 0 0 0 1.0006 0 0.8943 0.074 0.1622 0.1734 0.8164 0.9848 -0.0333 0.1128 0.1823 1.6126 0.7582 0.0181 0.5176 0.6932 4.0694 -0.0385 0.0385 0.3033 0 0
64 25 2189 0 0 0 0 0 1.0002 0 0.9075 0.0649 0.1761 0.1878 0.7795 0.9629 0.1447 0.2468 0.3411 2.9871 0.6974 -0.0017 0.5628 0.7235 4.1191 -0.1136 0.1136 0.4022 0 0
64 26 2127 0 0 0 0 0 1.0005 0 0.8997 -0.0541 0.0804 0.0948 0.7571 0.9847 0.1288 0.2167 0.2773 3.5403 0.6525 -0.0366 0.639 0.8099 4.123 0.0237 0.0237 0.3754 0 0
