cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
12 1 4798 0 0 0 0 0 1.0043 0 0.9861 -0.3398 0.3398 0.3804 0.9167 1.2867 0.9091 -0.3681 0.5521 0.6925 0.918 2.3715 0.9934 -0.3348 0.3361 0.3829 0.954 1.294 -0.0056 0.0056 -0.0223 0.9777 1 0.2532 -0.2368 0.2368 -0.222 0.778 1 0.5233 -0.2235 0.2235 -0.2235 0.7765 1 0.5006 0 0
12 2 3713 0 0 0 0 0 1.0021 0 0.9888 1.1666 1.1666 1.1823 0.0833 1.439 0.8914 1.14 1.1643 1.2938 0.578 2.7189 0.9854 1.1889 1.1889 1.2032 0.008 1.3269 -0.1758 0.1758 -0.7032 0.2968 0 0.2899 -0.0181 0.0181 -0.017 0.983 1 0.683 0.037 0.037 0.037 1.037 1 0.6769 0 0
12 3 4858 0 0 0 0 0 1.0055 0 0.9934 -0.1361 0.1597 0.1933 1 1.2769 0.9147 -0.0794 0.4847 0.6147 0.954 2.4054 0.9816 -0.0912 0.1613 0.2065 1 1.3583 0.0693 0.0693 0.277 1.277 1 0.2466 -0.1517 0.1517 -0.1422 0.8578 1 0.5565 -0.1826 0.1826 -0.1826 0.8174 1 0.5025 0 0
12 4 4815 0 0 0 0 0 1.0056 0 0.998 0.0561 0.0689 0.0965 1 1.305 0.9075 0.1034 0.4844 0.6048 0.97 2.6284 0.9849 0.1652 0.1833 0.2335 1 1.3601 -0.0689 0.0689 -0.2756 0.7244 1 0.2499 0.124 0.124 0.1163 1.1163 1 0.7199 0.1465 0.1465 0.1465 1.1465 1 0.697 0 0
12 5 4057 0 0 0 0 0 1.0071 0 0.9785 0.1882 0.1998 0.2472 1 1.2407 0.9083 0.1789 0.4675 0.6197 0.93 2.3332 0.9834 0.1585 0.2452 0.2987 1 1.3005 0.0712 0.0712 0.2849 1.2849 1 0.2377 -0.1903 0.1903 -0.1784 0.8216 1 0.5299 -0.2178 0.2178 -0.2178 0.7822 1 0.4832 0 0
12 6 5293 0 0 0 0 0 1.0112 0 0.9851 0.5727 0.5727 0.599 0.5833 1.2951 0.9066 0.5755 0.6849 0.827 0.884 2.5865 0.9751 0.5515 0.5515 0.5899 0.69 1.3538 -0.023 0.023 -0.0921 0.9079 1 0.2624 0.0406 0.0406 0.0381 1.0381 1 0.6805 0.0449 0.0449 0.0449 1.0449 1 0.6496 0 0
12 7 4576 0 0 0 0 0 1.0012 0 0.9981 0.335 0.335 0.3612 1 1.3321 0.9138 0.2762 0.5236 0.6454 0.956 2.4944 0.9811 0.2972 0.3172 0.352 1 1.3297 0.0253 0.0253 0.1011 1.1011 1 0.2622 -0.119 0.119 -0.1116 0.8884 1 0.6013 -0.1288 0.1288 -0.1288 0.8712 1 0.5576 0 0
12 8 3880 0 0 0 0 0 1.0079 0 0.9902 -0.5393 0.5393 0.5521 0.8333 1.2516 0.8963 -0.5116 0.654 0.8008 0.858 2.3802 0.9814 -0.4348 0.4348 0.4784 0.772 1.285 -0.0132 0.0132 -0.0526 0.9474 1 0.27 -0.2294 0.2294 -0.2151 0.7849 1 0.5008 -0.2139 0.2139 -0.2139 0.7861 1 0.4826 0 0
12 9 4304 0 0 0 0 0 1.0039 0 0.9846 0.0913 0.1308 0.1753 1 1.3052 0.9079 0.0753 0.4857 0.6205 0.952 2.4272 0.9839 0.076 0.1585 0.1853 1 1.3797 0.108 0.108 0.4322 1.4322 1 0.2365 -0.1148 0.1148 -0.1076 0.8924 1 0.5855 -0.1745 0.1745 -0.1745 0.8255 1 0.5094 0 0
12 10 4744 0 0 0 0 0 1.0035 0 0.9854 -0.775 0.775 0.7963 0.25 1.3158 0.9046 -0.7739 0.8222 0.9637 0.79 2.5308 0.9865 -0.6697 0.6697 0.6878 0.322 1.2995 -0.1466 0.1466 -0.5862 0.4138 0 0.2774 -0.1593 0.1593 -0.1494 0.8506 1 0.5558 -0.1069 0.1069 -0.1069 0.8931 1 0.5446 0 0
12 11 4345 0 0 0 0 0 1.0028 0 0.9949 0.2026 0.2103 0.2566 1 1.3152 0.8974 0.1578 0.4918 0.6401 0.944 2.4939 0.9929 0.1086 0.1435 0.1709 1 1.2925 -0.0372 0.0372 -0.1487 0.8513 1 0.2522 -0.0877 0.0877 -0.0822 0.9178 1 0.6009 -0.0696 0.0696 -0.0696 0.9304 1 0.5733 0 0
12 12 6540 0 0 0 0 0 1.0023 0 0.9903 0.3851 0.3851 0.4237 0.9167 1.2773 0.9164 0.3918 0.5474 0.6829 0.928 2.4732 0.991 0.3565 0.3565 0.3814 0.994 1.3425 0.1035 0.1035 0.4139 1.4139 1 0.2422 -0.0432 0.0432 -0.0405 0.9595 1 0.6057 -0.109 0.109 -0.109 0.891 1 0.5456 0 0
12 13 5679 0 0 0 0 0 1.0034 0 0.9908 0.0213 0.1193 0.1422 1 1.2511 0.896 0.018 0.4959 0.6388 0.946 2.4453 0.9933 -0.0266 0.0877 0.1126 1 1.2785 -0.0833 0.0833 -0.3332 0.6668 1 0.2545 -0.1446 0.1446 -0.1356 0.8644 1 0.5396 -0.1079 0.1079 -0.1079 0.8921 1 0.5221 0 0
12 14 4234 0 0 0 0 0 1.0062 0 0.9779 -0.9359 0.9359 0.958 0.1667 1.3335 0.8974 -0.9573 0.9991 1.1316 0.684 2.6462 0.9821 -1.0283 1.0283 1.0448 0.046 1.3226 -0.1948 0.1948 -0.7792 0.2208 0 0.2878 -0.0449 0.0449 -0.0421 0.9579 1 0.6359 0.0132 0.0132 0.0132 1.0132 1 0.6311 0 0
12 15 4063 0 0 0 0 0 1.003 0 0.9919 -0.719 0.719 0.7405 0.4167 1.342 0.9089 -0.7637 0.828 0.9775 0.792 2.5662 0.989 -0.8074 0.8074 0.8279 0.218 1.3442 -0.038 0.038 -0.1518 0.8482 1 0.3018 -0.1678 0.1678 -0.1573 0.8427 1 0.5629 -0.1469 0.1469 -0.1469 0.8531 1 0.5434 0 0
12 16 5923 0 0 0 0 0 1.0051 0 0.9536 0.4481 0.4481 0.4973 0.75 1.3029 0.9061 0.4443 0.6046 0.7531 0.916 2.5737 0.9794 0.4592 0.4592 0.5172 0.824 1.3549 -0.0286 0.0286 -0.1145 0.8855 1 0.2502 -0.048 0.048 -0.045 0.955 1 0.6254 -0.0358 0.0358 -0.0358 0.9642 1 0.5864 0 0
12 17 4129 0 0 0 0 0 1.006 0 0.9961 0.1644 0.1893 0.2216 1 1.3406 0.9091 0.2029 0.5238 0.6564 0.97 2.7163 0.9849 0.1637 0.2105 0.2394 1 1.4463 0.0145 0.0145 0.0581 1.0581 1 0.2384 0.4117 0.4117 0.386 1.386 0 0.8498 0.3691 0.3691 0.3691 1.3691 0 0.8024 0 0
12 18 4222 0 0 0 0 0 1.0023 0 0.9911 0.4106 0.4106 0.4419 1 1.2748 0.9235 0.4063 0.561 0.6949 0.938 2.519 0.9894 0.45 0.45 0.4707 0.978 1.3603 0.0331 0.0331 0.1322 1.1322 1 0.2716 -0.0249 0.0249 -0.0234 0.9766 1 0.6312 -0.047 0.047 -0.047 0.953 1 0.5921 0 0
12 19 6478 0 0 0 0 0 1.0032 0 0.9927 1.0814 1.0814 1.0908 0 1.3076 0.8955 1.1558 1.1881 1.32 0.604 2.7976 0.9796 1.1628 1.1643 1.1828 0.044 1.3876 -0.0218 0.0218 -0.0871 0.9129 1 0.2669 0.1506 0.1506 0.1412 1.1412 1 0.7495 0.1476 0.1476 0.1476 1.1476 1 0.7003 0 0
12 20 6017 0 0 0 0 0 1.0063 0 0.9966 -0.5006 0.5006 0.5086 0.8333 1.284 0.9077 -0.542 0.6488 0.8068 0.892 2.6175 0.9939 -0.5588 0.5588 0.5773 0.842 1.3876 0.0758 0.0758 0.3031 1.3031 1 0.2506 0.1653 0.1653 0.1549 1.1549 1 0.7535 0.0959 0.0959 0.0959 1.0959 1 0.6906 0 0
12 21 3942 0 0 0 0 0 1.0088 0 0.9912 0.6016 0.6016 0.6441 0.5833 1.3122 0.8972 0.5302 0.6712 0.814 0.894 2.4863 0.9937 0.5949 0.5949 0.6328 0.496 1.2801 -0.0707 0.0707 -0.2828 0.7172 1 0.2529 -0.1063 0.1063 -0.0997 0.9003 1 0.597 -0.0749 0.0749 -0.0749 0.9251 1 0.5758 0 0
12 22 5866 0 0 0 0 0 1.0062 0 0.9872 0.4146 0.4146 0.4521 0.8333 1.3041 0.8984 0.3782 0.5853 0.7374 0.902 2.4389 0.9938 0.4018 0.4018 0.418 1 1.3209 -0.0108 0.0108 -0.043 0.957 1 0.2721 -0.2107 0.2107 -0.1975 0.8025 1 0.5275 -0.1974 0.1974 -0.1974 0.8026 1 0.5035 0 0
12 23 4939 0 0 0 0 0 1.0053 0 0.9879 -0.8548 0.8548 0.878 0.1667 1.3043 0.912 -0.8081 0.8564 1.0002 0.752 2.4801 0.9847 -0.7765 0.7765 0.8062 0.386 1.343 0.0889 0.0889 0.3557 1.3557 1 0.2582 -0.11 0.11 -0.1031 0.8969 1 0.6017 -0.1578 0.1578 -0.1578 0.8422 1 0.5414 0 0
12 24 4734 0 0 0 0 0 1.0025 0 0.9924 0.6191 0.6191 0.6585 0.5833 1.3145 0.907 0.5393 0.664 0.8117 0.834 2.3649 0.9843 0.5023 0.5023 0.5304 0.698 1.2867 0.0236 0.0236 0.0945 1.0945 1 0.2727 -0.3195 0.3195 -0.2996 0.7004 0 0.4863 -0.3125 0.3125 -0.3125 0.6875 0 0.4546 0 0
12 25 3307 0 0 0 0 0 1.004 0 0.9769 -0.7222 0.7222 0.7656 0.5 1.3236 0.8961 -0.6704 0.752 0.8981 0.85 2.5925 0.9944 -0.7529 0.7529 0.7596 0.076 1.3157 -0.1009 0.1009 -0.4036 0.5964 1 0.2682 -0.0539 0.0539 -0.0505 0.9495 1 0.6251 -0.0147 0.0147 -0.0147 0.9853 1 0.6086 0 0
12 26 3962 0 0 0 0 0 1.0035 0 0.9903 0.7064 0.7064 0.7452 0.25 1.344 0.892 0.6172 0.7484 0.8846 0.796 2.4046 0.9818 0.6788 0.6788 0.7248 0.422 1.3404 0.0626 0.0626 0.2503 1.2503 1 0.2603 -0.2667 0.2667 -0.25 0.75 1 0.5123 -0.282 0.282 -0.282 0.718 0 0.4694 0 0
12 27 5789 0 0 0 0 0 1.0044 0 0.9818 -0.3578 0.3578 0.3997 0.8333 1.2595 0.9083 -0.3914 0.5588 0.6993 0.912 2.3521 0.9871 -0.3736 0.3736 0.4029 0.968 1.2858 -0.075 0.075 -0.2999 0.7001 1 0.2735 -0.341 0.341 -0.3197 0.6803 0 0.4574 -0.3003 0.3003 -0.3003 0.6997 0 0.4505 0 0
12 28 4547 0 0 0 0 0 1.0031 0 0.9857 -0.4703 0.4703 0.4867 0.9167 1.2708 0.912 -0.5173 0.6219 0.7604 0.902 2.4914 0.9825 -0.3945 0.3945 0.4373 0.892 1.3241 -0.048 0.048 -0.1921 0.8079 1 0.2493 -0.0375 0.0375 -0.0352 0.9648 1 0.6095 -0.0175 0.0175 -0.0175 0.9825 1 0.5816 0 0
12 29 4020 0 0 0 0 0 1.0113 0 0.9935 -0.5313 0.5313 0.5439 0.8333 1.3106 0.9063 -0.479 0.6272 0.7613 0.906 2.502 0.9914 -0.5633 0.5633 0.5922 0.696 1.396 0.1227 0.1227 0.4908 1.4908 0 0.2353 0.033 0.033 0.031 1.031 1 0.6707 -0.0581 0.0581 -0.0581 0.9419 1 0.5839 0 0
12 30 5304 0 0 0 0 0 1.0058 0 0.9875 0.1281 0.1373 0.1951 1 1.2948 0.8987 0.1001 0.4818 0.6169 0.954 2.4824 0.9957 0.1016 0.1112 0.1373 1 1.3431 -0.0386 0.0386 -0.1545 0.8455 1 0.2563 -0.0893 0.0893 -0.0837 0.9163 1 0.5955 -0.0708 0.0708 -0.0708 0.9292 1 0.564 0 0
12 31 4371 0 0 0 0 0 1.0021 0 0.9647 0.3248 0.3398 0.4126 0.8333 1.2872 0.902 0.2597 0.5435 0.6979 0.92 2.4271 0.9917 0.3791 0.3794 0.4271 0.94 1.3371 0.0177 0.0177 0.0708 1.0708 1 0.2493 -0.121 0.121 -0.1134 0.8866 1 0.5759 -0.1265 0.1265 -0.1265 0.8735 1 0.5363 0 0
12 32 4796 0 0 0 0 0 1.0049 0 0.9864 0.45 0.45 0.491 0.9167 1.3135 0.9046 0.4186 0.6092 0.7579 0.9 2.5361 0.9747 0.4557 0.4557 0.51 0.846 1.3743 0.052 0.052 0.2079 1.2079 1 0.2529 0.0142 0.0142 0.0133 1.0133 1 0.6377 -0.023 0.023 -0.023 0.977 1 0.5718 0 0
12 33 4749 0 0 0 0 0 1.0109 0 0.9912 0.3535 0.3535 0.3786 1 1.2707 0.909 0.3154 0.5292 0.6484 0.944 2.4353 0.9805 0.2467 0.2875 0.3314 0.936 1.2976 -0.0089 0.0089 -0.0357 0.9643 1 0.2525 -0.1392 0.1392 -0.1305 0.8695 1 0.5581 -0.1304 0.1304 -0.1304 0.8696 1 0.5258 0 0
12 34 4890 0 0 0 0 0 1.0057 0 0.992 -0.3819 0.3819 0.4064 0.9167 1.3024 0.9158 -0.3842 0.5577 0.702 0.932 2.5969 0.9891 -0.3887 0.3887 0.4189 1 1.3733 0.019 0.019 0.0759 1.0759 1 0.2499 0.0981 0.0981 0.0919 1.0919 1 0.7098 0.0751 0.0751 0.0751 1.0751 1 0.6548 0 0
12 35 3974 0 0 0 0 0 1.0033 0 0.9966 0.7135 0.7135 0.718 0.3333 1.2835 0.9066 0.6706 0.7523 0.9008 0.812 2.4548 0.9716 0.7274 0.7274 0.7613 0.436 1.344 0.0869 0.0869 0.3475 1.3475 1 0.2591 -0.174 0.174 -0.1631 0.8369 1 0.5567 -0.2128 0.2128 -0.2128 0.7872 1 0.5114 0 0
12 36 3953 0 0 0 0 0 1.0053 0 0.9875 -0.8444 0.8444 0.8558 0.0833 1.2876 0.9042 -0.8847 0.9306 1.0692 0.754 2.6811 0.9943 -0.8509 0.8509 0.8571 0.1 1.4027 0.0631 0.0631 0.2526 1.2526 1 0.2415 0.2484 0.2484 0.2328 1.2328 1 0.7787 0.1801 0.1801 0.1801 1.1801 1 0.7144 0 0
12 37 5010 0 0 0 0 0 1.0137 0 0.9867 -0.4488 0.4488 0.4958 0.6667 1.2756 0.9192 -0.3475 0.5432 0.6676 0.95 2.4541 0.9909 -0.2679 0.2679 0.2973 1 1.2949 -0.0364 0.0364 -0.1455 0.8545 1 0.2847 -0.1749 0.1749 -0.164 0.836 1 0.5441 -0.1537 0.1537 -0.1537 0.8463 1 0.5329 0 0
12 38 4206 0 0 0 0 0 1.0029 0 0.9925 -0.2289 0.2294 0.2952 1 1.3362 0.916 -0.2309 0.4809 0.5983 0.974 2.5952 0.9856 -0.2246 0.2298 0.2757 1 1.3666 0.0099 0.0099 0.0398 1.0398 1 0.2496 0.0936 0.0936 0.0877 1.0877 1 0.6942 0.0768 0.0768 0.0768 1.0768 1 0.6436 0 0
12 39 3986 0 0 0 0 0 1.0025 0 0.9903 -0.7227 0.7227 0.7472 0.3333 1.3132 0.8945 -0.7015 0.8204 0.9667 0.768 2.4418 0.9625 -0.7166 0.7166 0.7633 0.462 1.3582 0.1087 0.1087 0.4348 1.4348 1 0.2458 -0.143 0.143 -0.1341 0.8659 1 0.5805 -0.1995 0.1995 -0.1995 0.8005 1 0.506 0 0
12 40 5781 0 0 0 0 0 1.003 0 0.9892 -1.0307 1.0307 1.0462 0 1.3128 0.9043 -0.98 1.0239 1.1534 0.612 2.514 0.9888 -1.0201 1.0201 1.034 0.08 1.348 0.0663 0.0663 0.2654 1.2654 1 0.2768 -0.1566 0.1566 -0.1468 0.8532 1 0.5731 -0.186 0.186 -0.186 0.814 1 0.5191 0 0
12 41 3889 0 0 0 0 0 1.0031 0 0.9854 -0.7279 0.7279 0.8195 0.5 1.4341 0.9044 -0.6053 0.7199 0.8622 0.834 2.4834 0.9892 -0.6072 0.6089 0.6425 0.608 1.3794 0.054 0.054 0.216 1.216 1 0.2714 -0.1988 0.1988 -0.1864 0.8136 1 0.586 -0.2168 0.2168 -0.2168 0.7832 1 0.5372 0 0
12 42 4320 0 0 0 0 0 1.0039 0 0.9983 -0.2906 0.2906 0.3003 1 1.34 0.9096 -0.2817 0.4862 0.6145 0.964 2.6165 0.9984 -0.3088 0.3088 0.3351 1 1.3603 -0.0898 0.0898 -0.3591 0.6409 1 0.2549 0.1435 0.1435 0.1345 1.1345 1 0.6974 0.1738 0.1738 0.1738 1.1738 1 0.6744 0 0
12 43 3849 0 0 0 0 0 1.0032 0 0.9871 0.1321 0.2023 0.2344 1 1.2666 0.9117 0.1211 0.4614 0.5846 0.958 2.419 0.9602 0.106 0.2291 0.2839 0.946 1.2536 -0.1738 0.1738 -0.6952 0.3048 0 0.2823 -0.2216 0.2216 -0.2078 0.7922 1 0.526 -0.1644 0.1644 -0.1644 0.8356 1 0.5181 0 0
