cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
17 1 973 0 0 0 0 0 1.0024 0 0.9164 0.857 0.857 0.909 0.5833 1.8719 0.9394 0.8165 0.8829 1.0143 0.79 2.7171 0.9542 0.9264 0.9367 1.0786 0.63 2.5791 -0.0497 0.0497 -0.0995 0.9005 1 0.7308 -0.1477 0.1477 -0.1108 0.8892 1 2.4183 -0.162 0.162 -0.162 0.838 1 1.2494 0 0
17 2 978 0 0 0 0 0 1.0053 0 0.9064 -0.6368 0.6368 0.7479 0.75 1.8986 0.9529 -0.6952 0.7591 0.9332 0.86 2.9057 0.972 -0.3314 0.3524 0.4887 1 3.0007 0.0187 0.0187 0.0375 1.0375 1 0.5954 0.1564 0.1564 0.1173 1.1173 1 3.0813 -0.0265 0.0265 -0.0265 0.9735 1 1.4569 0 0
17 3 994 1 0 0 0 0 1.003 0 0.8168 -0.5338 0.6914 0.7677 0.8333 1.9004 0.9152 -0.5773 0.7485 0.9289 0.89 2.9139 0.9852 -0.7723 0.7723 0.898 0.83 2.9568 -0.0037 0.0037 -0.0073 0.9927 1 0.6108 0.5617 0.5617 0.4213 1.4213 1 3.596 0.2902 0.2902 0.2902 1.2902 1 1.7895 1 0
17 4 710 0 0 0 0 0 1.0029 0 0.9384 -0.5352 0.6724 0.7696 0.6667 1.8428 0.9561 -0.39 0.8024 0.9663 0.71 2.2495 0.9929 -0.3354 0.3765 0.4277 1 2.2573 0.0244 0.0244 0.0488 1.0488 1 0.6429 -0.7264 0.7264 -0.5448 0.4552 1 1.3467 -0.6101 0.6101 -0.6101 0.3899 0 0.6709 0 0
17 5 1127 0 0 0 0 0 1.0044 0 0.7967 -0.527 0.5871 0.6548 0.8333 1.8594 0.938 -0.5241 0.7118 0.865 0.91 2.9592 0.9706 -0.4327 0.4486 0.5695 1 2.9697 0.0068 0.0068 0.0136 1.0136 1 0.5496 0.5068 0.5068 0.3801 1.3801 1 3.2089 0.2659 0.2659 0.2659 1.2659 1 1.7119 0 0
17 6 749 0 0 0 0 0 1.0046 0 0.9357 0.6266 0.7016 0.8779 0.75 1.8572 0.9405 0.3976 0.6805 0.832 0.87 2.4127 0.9714 0.2736 0.5633 0.6838 0.9 2.8323 0.0878 0.0878 0.1756 1.1756 1 0.6502 -0.1791 0.1791 -0.1344 0.8656 1 2.4966 -0.3597 0.3597 -0.3597 0.6403 1 1.0098 0 0
17 7 803 0 0 0 0 0 1.0065 0 0.9559 0.0833 0.2855 0.3588 1 1.7668 0.9315 -0.0396 0.5874 0.7434 0.93 2.3924 0.8359 -0.0044 0.6896 0.7897 0.85 2.4524 -0.0123 0.0123 -0.0246 0.9754 1 0.7035 -0.5041 0.5041 -0.3781 0.6219 1 1.808 -0.4466 0.4466 -0.4466 0.5534 1 0.9203 0 0
17 8 788 0 0 0 0 0 1.0049 0 0.9456 -0.8266 0.8266 0.9263 0.5 1.8948 0.9493 -0.8476 0.9311 1.0708 0.75 2.7339 0.9562 -0.7964 0.7964 0.9012 0.8 2.6415 -0.0158 0.0158 -0.0315 0.9685 1 0.6222 -0.1013 0.1013 -0.076 0.924 1 2.2685 -0.1378 0.1378 -0.1378 0.8622 1 1.2957 0 0
17 9 803 2 0 0 0 0 1.0023 0 0.9054 -0.0077 0.3125 0.4381 0.9167 1.8098 0.9235 0.0947 0.5301 0.6822 0.94 2.6724 0.9607 -0.1662 0.775 0.8696 1 3.4701 0.1937 0.1937 0.3874 1.3874 1 0.4035 1.086 1.086 0.8145 1.8145 1 4.6896 0.1147 0.1147 0.1147 1.1147 1 1.5045 1 0
17 10 1355 0 0 0 0 0 1.0042 0 0.9214 0.6217 0.6217 0.7203 0.75 1.8548 0.9441 0.6911 0.7619 0.9047 0.89 2.7201 0.945 0.5681 0.5939 0.738 1 3.4874 0.1378 0.1378 0.2756 1.2756 1 0.4945 0.2858 0.2858 0.2143 1.2143 1 3.5576 -0.179 0.179 -0.179 0.821 1 1.1286 0 0
