cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
46 1 2652 0 0 0 0 0 1.0031 0 0.9815 -0.9276 0.9276 1.0005 0.2083 1.5488 0.9214 -0.7845 0.865 1.0301 0.675 2.4928 0.9798 -0.5088 0.6406 0.7879 0.595 1.5562 -0.077 0.077 -0.154 0.846 1 0.4126 -0.2943 0.2943 -0.2207 0.7793 1 0.8968 -0.1639 0.1639 -0.1639 0.8361 1 0.7178 0 0
46 2 4463 0 0 0 0 0 1.0067 0 0.9574 0.5619 0.5656 0.6879 0.7917 1.5396 0.922 0.4336 0.6639 0.8553 0.825 2.3832 0.9738 0.6373 0.6373 0.7206 0.865 2.0538 0.1472 0.1472 0.2945 1.2945 1 0.3361 -0.2292 0.2292 -0.1719 0.8281 1 1.2546 -0.3876 0.3876 -0.3876 0.6124 0 0.5465 0 0
46 3 3801 0 0 0 0 0 1.0015 0 0.9541 0.3481 0.4784 0.6289 0.6667 1.4454 0.9268 0.3274 0.6568 0.8508 0.865 2.4024 0.9806 0.4341 0.5038 0.5784 0.705 1.5012 -0.1328 0.1328 -0.2655 0.7345 1 0.4855 -0.4307 0.4307 -0.3231 0.6769 1 0.8276 -0.2404 0.2404 -0.2404 0.7596 1 0.6466 0 0
46 4 3596 0 0 0 0 0 1.0021 0 0.9537 -0.6621 0.6938 0.7627 0.5 1.4458 0.9322 -0.5315 0.7038 0.8854 0.845 2.4749 0.9792 -0.646 0.6571 0.7628 0.645 1.8577 0.0096 0.0096 0.0192 1.0192 1 0.3796 -0.0132 0.0132 -0.0099 0.9901 1 1.2435 -0.0502 0.0502 -0.0502 0.9498 1 0.7967 0 0
46 5 2798 0 0 0 0 0 1.0043 0 0.984 -0.4168 0.4168 0.4565 0.9167 1.4313 0.9234 -0.4654 0.6208 0.8291 0.9 2.6465 0.967 -0.4677 0.4924 0.5908 0.75 1.6029 -0.1549 0.1549 -0.3097 0.6903 1 0.4254 -0.2912 0.2912 -0.2184 0.7816 1 0.9124 -0.0997 0.0997 -0.0997 0.9003 1 0.7406 0 0
46 6 3473 0 0 0 0 0 1.003 0 0.9765 -0.0144 0.2997 0.3636 1 1.5042 0.9315 0.0767 0.4826 0.639 0.975 2.5056 0.9689 0.0711 0.3431 0.4244 1 1.8157 0.0188 0.0188 0.0377 1.0377 1 0.4298 -0.1881 0.1881 -0.141 0.859 1 1.1375 -0.192 0.192 -0.192 0.808 1 0.7187 0 0
46 7 2864 0 0 0 0 0 1.0025 0 0.9147 0.6161 0.6527 0.7619 0.5833 1.5331 0.9179 0.6543 0.8552 1.074 0.76 2.6205 0.9758 0.7206 0.7768 0.8022 0.32 1.7172 -0.0683 0.0683 -0.1366 0.8634 1 0.4283 -0.3677 0.3677 -0.2758 0.7242 1 0.9592 -0.2344 0.2344 -0.2344 0.7656 1 0.6712 0 0
46 8 2660 0 0 0 0 0 1.0047 0 0.9551 0.1762 0.4077 0.495 0.875 1.4529 0.9221 0.1402 0.5602 0.7387 0.92 2.3752 0.9894 0.0413 0.3716 0.4191 1 1.5282 -0.0823 0.0823 -0.1647 0.8353 1 0.5433 -0.4931 0.4931 -0.3698 0.6302 0 0.8183 -0.3297 0.3297 -0.3297 0.6703 1 0.6214 0 0
46 9 3711 0 0 0 0 0 1.004 0 0.9704 -0.8172 0.8239 0.9284 0.375 1.572 0.9081 -0.6177 0.8638 1.0452 0.71 2.5079 0.9813 -0.4518 0.4532 0.5343 0.89 2.0091 0.1171 0.1171 0.2341 1.2341 1 0.424 -0.2501 0.2501 -0.1876 0.8124 1 1.2444 -0.3641 0.3641 -0.3641 0.6359 0 0.6177 0 0
46 10 4049 0 0 0 0 0 1.0018 0 0.9315 -0.0478 0.3095 0.3936 0.9583 1.4689 0.9268 -0.0928 0.5405 0.7337 0.935 2.6387 0.9633 -0.1781 0.3163 0.4204 1 1.9357 0.022 0.022 0.0439 1.0439 1 0.3898 -0.0058 0.0058 -0.0044 0.9956 1 1.2774 -0.0632 0.0632 -0.0632 0.9368 1 0.79 0 0
46 11 2839 0 0 0 0 0 1.0077 0 0.9773 0.5457 0.5457 0.646 0.6667 1.4802 0.9237 0.4977 0.7007 0.881 0.81 2.5011 0.9687 0.5902 0.5912 0.7279 0.655 1.6762 -0.0427 0.0427 -0.0853 0.9147 1 0.4494 -0.2373 0.2373 -0.178 0.822 1 1.0374 -0.1604 0.1604 -0.1604 0.8396 1 0.7314 0 0
46 12 2368 0 0 0 0 0 1.0037 0 0.956 0.3999 0.4584 0.5661 0.875 1.5231 0.9298 0.4084 0.6742 0.8704 0.775 2.1312 0.9632 0.4273 0.5316 0.6577 0.7 1.5035 0.0118 0.0118 0.0236 1.0236 1 0.4463 -0.7285 0.7285 -0.5464 0.4536 0 0.6477 -0.5684 0.5684 -0.5684 0.4316 0 0.4225 0 0
46 13 3626 0 0 0 0 0 1.0048 0 0.969 -0.5727 0.5845 0.6479 0.6667 1.4393 0.9495 -0.5313 0.6793 0.8024 0.88 2.647 0.9771 -0.3146 0.4086 0.4445 1 1.7804 -0.0796 0.0796 -0.1593 0.8407 1 0.4381 -0.0773 0.0773 -0.058 0.942 1 1.1903 0.0048 0.0048 0.0048 1.0048 1 0.837 0 0
46 14 3503 0 0 0 0 0 1.0028 0 0.9587 -0.2165 0.3757 0.4979 0.8333 1.4695 0.9342 -0.2257 0.5914 0.7781 0.92 2.5978 0.9787 -0.2723 0.3761 0.4277 1 1.8941 0.0252 0.0252 0.0505 1.0505 1 0.3716 -0.0214 0.0214 -0.016 0.984 1 1.2307 -0.0738 0.0738 -0.0738 0.9262 1 0.8101 0 0
46 15 5148 0 0 0 0 0 1.0019 0 0.9764 -0.088 0.2889 0.3441 1 1.462 0.944 -0.13 0.5059 0.7017 0.925 2.3771 0.9805 0.0428 0.2286 0.2811 1 1.8622 0.0424 0.0424 0.0848 1.0848 1 0.3815 -0.2313 0.2313 -0.1734 0.8266 1 1.0797 -0.2491 0.2491 -0.2491 0.7509 1 0.6408 0 0
46 16 2768 0 0 0 0 0 1.008 0 0.9592 -0.2182 0.3246 0.3765 1 1.4486 0.8991 -0.2343 0.6019 0.807 0.93 2.595 0.9425 -0.1362 0.4656 0.5263 1 1.6614 -0.092 0.092 -0.184 0.816 1 0.4654 -0.2022 0.2022 -0.1517 0.8483 1 1.0562 -0.083 0.083 -0.083 0.917 1 0.7992 0 0
46 17 3079 0 0 0 0 0 1.0034 0 0.9509 0.4259 0.4846 0.5753 0.8333 1.5157 0.9238 0.3926 0.6579 0.8202 0.935 2.8833 0.9777 0.5949 0.5949 0.6919 0.83 2.0214 0.0138 0.0138 0.0276 1.0276 1 0.3797 0.1488 0.1488 0.1116 1.1116 1 1.472 0.0601 0.0601 0.0601 1.0601 1 0.9427 0 0
46 18 2214 0 0 0 0 0 1.0027 0 0.951 -0.2263 0.3242 0.4209 0.875 1.4778 0.9102 -0.3621 0.6214 0.8559 0.945 2.8472 0.9408 -0.1784 0.4253 0.5273 0.885 1.8315 -0.0694 0.0694 -0.1388 0.8612 1 0.4348 0.1343 0.1343 0.1007 1.1007 1 1.395 0.1633 0.1633 0.1633 1.1633 1 0.9634 0 0
46 19 3010 0 0 0 0 0 1.0055 0 0.9659 0.2475 0.4328 0.4977 0.9167 1.4877 0.9277 0.1626 0.5831 0.7519 0.905 2.3909 0.9817 0.0552 0.2453 0.3323 1 1.609 -0.0522 0.0522 -0.1044 0.8956 1 0.4227 -0.3336 0.3336 -0.2502 0.7498 1 0.9091 -0.2221 0.2221 -0.2221 0.7779 1 0.6577 0 0
46 20 3478 0 0 0 0 0 1.0075 0 0.9514 0.229 0.2952 0.3732 0.9167 1.4533 0.9482 0.2491 0.4813 0.6346 0.97 2.7613 0.9812 0.3072 0.3661 0.428 1 1.921 -1e-04 1e-04 -3e-04 0.9997 1 0.3637 0.1914 0.1914 0.1435 1.1435 1 1.3723 0.1161 0.1161 0.1161 1.1161 1 0.9155 0 0
46 21 3221 0 0 0 0 0 1.0014 0 0.9276 -0.0657 0.3245 0.4192 0.9167 1.5149 0.9174 -0.1151 0.6379 0.8553 0.89 2.6155 0.9709 -0.3034 0.3368 0.4552 1 1.9311 0.0302 0.0302 0.0603 1.0603 1 0.4359 -0.204 0.204 -0.153 0.847 1 1.2102 -0.2215 0.2215 -0.2215 0.7785 1 0.705 0 0
46 22 2639 0 0 0 0 0 1.0025 0 0.95 -0.0522 0.2612 0.3551 0.9583 1.4847 0.9037 0.0183 0.5159 0.7201 0.93 2.5917 0.973 -0.1796 0.3482 0.4653 0.97 1.8084 -0.0484 0.0484 -0.0969 0.9031 1 0.4756 -0.1363 0.1363 -0.1022 0.8978 1 1.1847 -0.08 0.08 -0.08 0.92 1 0.7951 0 0
46 23 3838 0 0 0 0 0 1.0014 0 0.9747 0.4344 0.5149 0.6167 0.7917 1.5179 0.8966 0.284 0.6021 0.7821 0.84 2.2092 0.978 0.2714 0.4813 0.5624 0.87 1.8817 0.1337 0.1337 0.2673 1.2673 1 0.3489 -0.4472 0.4472 -0.3354 0.6646 1 1.0063 -0.4939 0.4939 -0.4939 0.5061 0 0.4591 0 0
46 24 2456 0 0 0 0 0 1.006 0 0.9764 -0.3722 0.3722 0.4249 0.9583 1.4149 0.9242 -0.3469 0.5911 0.7578 0.935 2.7939 0.947 -0.1805 0.3808 0.4929 0.88 1.6711 -0.1942 0.1942 -0.3883 0.6117 1 0.446 0.0271 0.0271 0.0203 1.0203 1 1.1163 0.2104 0.2104 0.2104 1.2104 1 0.9488 0 0
46 25 3733 0 0 0 0 0 1.0068 0 0.9508 -0.4979 0.5248 0.5919 0.8333 1.4955 0.9285 -0.4296 0.6456 0.7826 0.905 2.738 0.9792 -0.4993 0.5222 0.5959 0.99 2.2676 0.0991 0.0991 0.1982 1.1982 1 0.3489 0.4256 0.4256 0.3192 1.3192 1 1.9176 0.0785 0.0785 0.0785 1.0785 1 0.9086 0 0
46 26 2722 0 0 0 0 0 1.0028 0 0.9615 0.0735 0.37 0.5025 0.875 1.5353 0.9204 -0.0284 0.6209 0.8348 0.895 2.4484 0.963 0.1564 0.4001 0.5046 0.865 1.875 0.0581 0.0581 0.1163 1.1163 1 0.3658 -0.1799 0.1799 -0.1349 0.8651 1 1.1526 -0.2284 0.2284 -0.2284 0.7716 1 0.6964 0 0
46 27 2715 0 0 0 0 0 1.0083 0 0.9545 -0.1121 0.2685 0.3408 0.9167 1.4812 0.9143 -0.1252 0.5719 0.7816 0.93 2.5857 0.9774 0.0471 0.2655 0.3092 1 1.8462 0.0187 0.0187 0.0373 1.0373 1 0.4025 -0.2397 0.2397 -0.1798 0.8202 1 1.0756 -0.225 0.225 -0.225 0.775 1 0.6824 0 0
46 28 2960 0 0 0 0 0 1.0061 0 0.9665 -0.6541 0.6596 0.7006 0.6667 1.451 0.9455 -0.6662 0.7608 0.9189 0.825 2.6497 0.9839 -0.6249 0.6249 0.6874 0.87 1.8673 0.0045 0.0045 0.0091 1.0091 1 0.4109 -0.1041 0.1041 -0.0781 0.9219 1 1.1964 -0.1123 0.1123 -0.1123 0.8877 1 0.7858 0 0
46 29 3822 0 0 0 0 0 1.0034 0 0.955 0.3041 0.3469 0.4372 0.9167 1.4692 0.9328 0.3041 0.5623 0.7083 0.955 2.6838 0.9409 0.3534 0.4785 0.6039 0.835 2.0324 0.0647 0.0647 0.1293 1.1293 1 0.3812 0.1344 0.1344 0.1008 1.1008 1 1.435 -0.0356 0.0356 -0.0356 0.9644 1 0.815 0 0
46 30 4024 0 0 0 0 0 1.0051 0 0.9517 0.5111 0.5423 0.6693 0.7083 1.5427 0.9145 0.3771 0.6892 0.8453 0.875 2.4238 0.9749 0.4509 0.4991 0.6131 0.91 2.3291 0.1787 0.1787 0.3574 1.3574 1 0.363 0.0647 0.0647 0.0485 1.0485 1 1.7764 -0.2951 0.2951 -0.2951 0.7049 1 0.6448 0 0
