cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
45 1 1030 0 0 0 0 0 1.0041 0 0.9023 0.1091 0.5127 0.6038 0.875 1.8918 0.943 0.1418 0.5656 0.7302 0.92 2.5243 0.9871 0.3747 0.403 0.4579 1 2.167 -0.0842 0.0842 -0.1685 0.8315 1 0.6289 -0.3872 0.3872 -0.2904 0.7096 1 1.414 -0.2671 0.2671 -0.2671 0.7329 1 0.9434 0 0
45 2 1245 0 0 0 0 0 1.0053 0 0.8242 0.4939 0.5803 0.6848 0.875 1.9245 0.9194 0.3389 0.6846 0.8992 0.87 2.6696 0.9706 0.2449 0.3301 0.4225 1 2.6657 -0.0245 0.0245 -0.0489 0.9511 1 0.8753 -0.2779 0.2779 -0.2084 0.7916 1 2.5182 -0.3159 0.3159 -0.3159 0.6841 1 1.0524 0 0
45 3 868 0 0 0 0 0 1.0066 0 0.9239 0.5276 0.6382 0.8571 0.75 1.9228 0.9048 0.3624 0.6118 0.7911 0.83 2.3399 0.9505 0.5094 0.6844 0.8692 0.6 1.765 -0.1808 0.1808 -0.3617 0.6383 1 0.6843 -0.5836 0.5836 -0.4377 0.5623 1 1.134 -0.3682 0.3682 -0.3682 0.6318 1 0.8135 0 0
45 4 1204 0 0 0 0 0 1.0068 0 0.8269 -0.2088 0.5171 0.5951 0.9167 1.8563 0.9211 -0.1652 0.5642 0.7521 0.93 2.8024 0.9424 -0.2658 0.5683 0.6448 1 2.7995 0.0201 0.0201 0.0403 1.0403 1 0.5829 0.4531 0.4531 0.3398 1.3398 1 2.8643 0.1932 0.1932 0.1932 1.1932 1 1.3619 0 0
45 5 1150 0 0 0 0 0 1.005 0 0.9251 -0.1968 0.4077 0.4497 1 1.8038 0.9311 -0.1179 0.6218 0.7838 0.93 2.4297 0.9856 -0.4588 0.4805 0.5617 0.83 2.0877 -0.1643 0.1643 -0.3286 0.6714 1 1.0057 -0.5283 0.5283 -0.3962 0.6038 1 1.5763 -0.3843 0.3843 -0.3843 0.6157 1 0.8865 0 0
45 6 1201 0 0 0 0 0 1.0068 0 0.957 0.1425 0.4134 0.4978 0.9583 1.7505 0.9116 0.2207 0.5526 0.7227 0.9 2.2179 0.9686 0.1372 0.7831 0.8814 0.71 2.0905 -0.0192 0.0192 -0.0384 0.9616 1 0.6774 -0.374 0.374 -0.2805 0.7195 1 1.5272 -0.3369 0.3369 -0.3369 0.6631 1 0.7885 0 0
45 7 1639 0 0 0 0 0 1.0016 0 0.8868 0.2048 0.5157 0.8283 0.9167 1.913 0.9308 0.1776 0.5033 0.7051 0.96 2.322 0.9606 0.1241 0.6898 0.7823 0.95 2.6155 0.1084 0.1084 0.2167 1.2167 1 0.5772 -0.0744 0.0744 -0.0558 0.9442 1 2.424 -0.3144 0.3144 -0.3144 0.6856 1 0.8158 0 0
45 8 1505 0 0 0 0 0 1.0043 0 0.9373 -0.3418 0.5132 0.6638 0.8333 1.8454 0.9263 -0.2478 0.6251 0.7854 0.87 2.4406 0.8777 -0.2545 0.6013 0.7238 0.86 2.5159 0.0288 0.0288 0.0575 1.0575 1 0.5855 -0.1431 0.1431 -0.1073 0.8927 1 2.0853 -0.2261 0.2261 -0.2261 0.7739 1 0.9487 0 0
45 9 896 0 0 0 0 0 1.0025 0 0.8909 0.0528 0.6035 0.7624 0.875 1.9427 0.9284 -0.0964 0.551 0.7227 0.92 2.4113 0.9524 -0.0201 0.4367 0.5129 0.92 1.7934 -0.2231 0.2231 -0.4463 0.5537 1 0.8317 -0.615 0.615 -0.4613 0.5387 1 1.1211 -0.3898 0.3898 -0.3898 0.6102 1 0.8205 0 0
45 10 1764 0 0 0 0 0 1.0017 0 0.8868 -0.1723 0.3833 0.4575 1 1.7908 0.9248 -0.107 0.5091 0.6723 0.98 2.8339 0.9375 0.2285 0.6034 0.7467 1 3.7115 0.159 0.159 0.3181 1.3181 1 0.5289 1.1779 1.1779 0.8834 1.8834 1 4.9262 0.203 0.203 0.203 1.203 1 1.4216 0 0
