cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
4 1 3665 0 0 0 0 0 1.005 0 0.987 0.4264 0.4344 0.5108 0.9167 1.3532 0.8883 0.3101 0.5268 0.6567 0.93 2.4293 0.983 0.2651 0.2689 0.2958 0.984 1.2478 0.0325 0.0325 NA NA 1 0.2918 -0.2316 0.2316 -0.2316 0.7684 1 0.5098 -0.2367 0.2367 -0.2367 0.7633 1 0.5045 0 0
4 2 3265 0 0 0 0 0 1.0028 0 0.9793 -0.0101 0.2862 0.3868 0.9167 1.3067 0.8795 0.0176 0.4875 0.6319 0.94 2.2641 0.9891 0.0237 0.1249 0.1649 1 1.2187 0.0012 0.0012 NA NA 1 0.2683 -0.3443 0.3443 -0.3443 0.6557 0 0.4211 -0.3474 0.3474 -0.3474 0.6526 0 0.4191 0 0
4 3 2668 0 0 0 0 0 1.0089 0 0.9789 -0.805 0.805 0.8297 0.25 1.2885 0.8694 -0.7795 0.835 0.9676 0.744 2.4537 0.985 -0.6974 0.6974 0.7099 0.246 1.2459 -0.0245 0.0245 NA NA 1 0.2768 -0.1374 0.1374 -0.1374 0.8626 1 0.518 -0.1421 0.1421 -0.1421 0.8579 1 0.5141 0 0
4 4 2980 0 0 0 0 0 1.005 0 0.9876 -0.3977 0.3977 0.4202 1 1.2631 0.8913 -0.4196 0.5566 0.6865 0.912 2.4026 0.9885 -0.3655 0.3655 0.3895 0.96 1.2118 -0.0027 0.0027 NA NA 1 0.2571 -0.0525 0.0525 -0.0525 0.9475 1 0.5531 -0.0565 0.0565 -0.0565 0.9435 1 0.5423 0 0
4 5 3695 0 0 0 0 0 1.0029 0 0.9738 1.0623 1.0623 1.0823 0.0833 1.3769 0.864 1.1049 1.1419 1.2758 0.606 2.733 0.9754 1.0409 1.0409 1.0526 0.046 1.3334 0.0555 0.0555 NA NA 1 0.2572 0.171 0.171 0.171 1.171 1 0.7116 0.1623 0.1623 0.1623 1.1623 1 0.7096 0 0
4 6 5531 0 0 0 0 0 1.0031 0 0.9843 -0.2851 0.2851 0.3149 1 1.2857 0.895 -0.311 0.5169 0.6361 0.946 2.5266 0.9756 -0.3346 0.3411 0.3748 1 1.2734 -0.0782 0.0782 NA NA 1 0.2392 0.1197 0.1197 0.1197 1.1197 1 0.6238 0.1086 0.1086 0.1086 1.1086 1 0.6182 0 0
4 7 3334 0 0 0 0 0 1.0053 0 0.9827 -0.7888 0.7888 0.8582 0.4167 1.4046 0.8837 -0.7546 0.817 0.9583 0.794 2.4618 0.9867 -0.7559 0.7559 0.7653 0.198 1.2385 0.0847 0.0847 NA NA 1 0.2818 -0.2077 0.2077 -0.2077 0.7923 1 0.5261 -0.2176 0.2176 -0.2176 0.7824 1 0.5231 0 0
4 8 3173 0 0 0 0 0 1.0028 0 0.9747 0.0587 0.2919 0.3388 1 1.2889 0.8809 0.0644 0.4807 0.6113 0.94 2.1796 0.9976 0.1299 0.1299 0.1494 1 1.2259 0.05 0.05 NA NA 1 0.3205 -0.4792 0.4792 -0.4792 0.5208 0 0.3597 -0.484 0.484 -0.484 0.516 0 0.3567 0 0
4 9 4056 0 0 0 0 0 1.0031 0 0.9853 0.3066 0.3149 0.3582 1 1.2991 0.8994 0.3038 0.4787 0.6041 0.962 2.4751 0.9963 0.3048 0.3048 0.311 1 1.2581 -0.068 0.068 NA NA 1 0.2585 -0.0664 0.0664 -0.0664 0.9336 1 0.5623 -0.0748 0.0748 -0.0748 0.9252 1 0.5619 0 0
4 10 4789 0 0 0 0 0 1.0016 0 0.9908 -0.0808 0.1271 0.1539 1 1.2536 0.8979 -0.0842 0.4204 0.5355 0.974 2.4 0.9884 -0.1104 0.1308 0.1549 1 1.2421 0.0447 0.0447 NA NA 1 0.2493 -0.1015 0.1015 -0.1015 0.8985 1 0.5232 -0.107 0.107 -0.107 0.893 1 0.5151 0 0
