cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
2 1 420 0 0 0 0 0 1.0001 0 0.9657 -0.0327 0.2227 0.2545 2.0049 0.8477 -0.0219 0.3998 0.5238 2.8319 0.1725 0.1725 0.3951 0 0
2 2 358 0 0 0 0 0 1.0003 0 0.9744 -0.0408 0.225 0.2739 1.7554 0.8379 -0.0831 0.4374 0.5532 2.5588 0.1538 0.1538 0.3894 0 0
2 3 326 0 0 0 0 0 1.0003 0 0.9564 -0.0099 0.1914 0.2328 1.2827 0.8571 -0.0287 0.4149 0.5286 2.6915 -0.0589 0.0589 0.3896 0 0
2 4 335 0 0 0 0 0 1.0003 0 0.9353 -0.3134 0.3797 0.486 1.7508 0.8172 -0.1731 0.4814 0.5932 2.8108 0.0045 0.0045 0.417 0 0
2 5 261 0 0 0 0 0 1.0006 0 0.9737 -0.001 0.2062 0.2466 1.6755 0.8306 -0.0045 0.4218 0.512 2.5945 -0.093 0.093 0.3946 0 0
2 6 304 0 0 0 0 0 1.0011 0 0.949 0.3096 0.4669 0.7811 2.7994 0.81 0.0015 0.5327 0.6513 2.6653 -0.0112 0.0112 0.4245 0 0
2 7 368 0 0 0 0 0 1.0002 0 0.9729 -0.1204 0.1851 0.2895 1.4282 0.8218 -0.0988 0.4401 0.5658 2.6755 0.1384 0.1384 0.4035 0 0
2 8 386 0 0 0 0 0 1.0002 0 0.9623 0.0529 0.2209 0.2775 1.5671 0.8256 0.0652 0.4401 0.5514 2.6094 -0.1471 0.1471 0.3848 0 0
2 9 249 0 0 0 0 0 1.0007 0 0.9591 0.0087 0.2965 0.389 1.5795 0.8524 0.1419 0.4527 0.5843 2.5232 -0.044 0.044 0.38 0 0
2 10 307 0 0 0 0 0 1.0005 0 0.9669 0.1477 0.2366 0.2945 1.6466 0.8402 0.1412 0.435 0.5482 2.5669 0.0976 0.0976 0.4091 0 0
2 11 327 0 0 0 0 0 1.0004 0 0.9655 0.0476 0.3144 0.4071 1.8654 0.8349 0.0499 0.4588 0.5684 2.6515 -0.0101 0.0101 0.4221 0 0
2 12 413 0 0 0 0 0 1.0004 0 0.9854 0.2011 0.288 0.3976 1.6391 0.863 0.0952 0.459 0.5927 2.5909 -0.2329 0.2329 0.3659 0 0
2 13 367 0 0 0 0 0 1.0004 0 0.9712 -0.0097 0.2055 0.2695 1.6647 0.8277 0.0343 0.4564 0.5754 2.6189 0.1523 0.1523 0.3856 0 0
2 14 296 0 0 0 0 0 1.0002 0 0.9844 -0.1798 0.2428 0.2779 2.175 0.8467 -0.1231 0.4754 0.583 2.6704 0.0742 0.0742 0.4058 0 0
2 15 277 0 0 0 0 0 1.0003 0 0.9524 -0.0848 0.3049 0.3716 1.8607 0.8402 0.0508 0.4237 0.5288 2.5754 0.09 0.09 0.4392 0 0
2 16 352 0 0 0 0 0 1.0004 0 0.9572 -0.0304 0.2261 0.2645 1.4874 0.8452 0.0079 0.4347 0.5556 2.6889 -0.0403 0.0403 0.3892 0 0
2 17 310 0 0 0 0 0 1.0004 0 0.9841 -0.0507 0.1655 0.2152 1.5339 0.7865 -0.0105 0.4822 0.5931 2.6109 -0.112 0.112 0.3895 0 0
2 18 344 0 0 0 0 0 1.0002 0 0.9727 -0.2051 0.248 0.3359 1.5144 0.8427 -0.0706 0.4416 0.5515 2.6027 -0.1188 0.1188 0.3884 0 0
2 19 344 0 0 0 0 0 1.0002 0 0.9827 -0.0198 0.2108 0.2473 2.2986 0.7987 0.0866 0.4549 0.5754 2.7406 -0.0568 0.0568 0.3991 0 0
2 20 358 0 0 0 0 0 1.0002 0 0.9578 0.1112 0.1736 0.2686 1.5709 0.855 0.0381 0.4849 0.6052 2.6821 -0.0208 0.0208 0.3908 0 0
