cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
5 1 739 0 0 0 0 0 1.003 0 0.9808 0.2459 0.2786 0.3714 1 1.5674 0.9221 0.2136 0.4084 0.505 0.94 1.7952 0.9901 0.2122 0.412 0.4844 0.75 1.2184 -0.0588 0.0588 NA NA 1 0.555 -0.1112 0.1112 -0.1112 0.8888 1 0.8615 -0.1323 0.1323 -0.1323 0.8677 1 0.836 0 0
5 2 1280 0 0 0 0 0 1.0041 0 0.9431 0.2968 0.3437 0.4649 0.9167 1.5789 0.9394 0.2428 0.3872 0.4868 0.96 1.9362 0.9659 0.3253 0.3254 0.3744 1 1.3954 -0.0353 0.0353 NA NA 1 0.541 0.082 0.082 0.082 1.082 1 1.026 0.0594 0.0594 0.0594 1.0594 1 0.9997 0 0
5 3 838 0 0 0 0 0 1.0041 0 0.9533 0.6279 0.6734 0.7988 0.7917 1.757 0.9078 0.5417 0.6479 0.7835 0.71 1.8499 0.9543 0.7286 0.7286 0.7724 0.33 1.2053 -0.1154 0.1154 NA NA 1 0.5819 -0.3509 0.3509 -0.3509 0.6491 1 0.6929 -0.3741 0.3741 -0.3741 0.6259 1 0.6677 0 0
5 4 1238 0 0 0 0 0 1.0093 0 0.9091 0.2721 0.3907 0.4862 0.8333 1.5847 0.9282 0.2695 0.4461 0.5515 0.94 2.0138 0.8442 0.3751 0.4026 0.5332 0.83 1.6397 0.1577 0.1577 NA NA 1 0.5145 0.4158 0.4158 0.4158 1.4158 1 1.3926 0.3502 0.3502 0.3502 1.3502 1 1.2456 0 0
5 5 1087 0 0 0 0 0 1.0042 0 0.9496 0.0303 0.332 0.442 0.9167 1.609 0.927 0.0784 0.3611 0.4524 0.97 1.8825 0.9703 0.032 0.3354 0.3729 1 1.3519 0.0261 0.0261 NA NA 1 0.5422 0.0689 0.0689 0.0689 1.0689 1 1.003 0.0475 0.0475 0.0475 1.0475 1 0.975 0 0
5 6 970 0 0 0 0 0 1.0051 0 0.9349 -0.207 0.3031 0.4201 0.9583 1.5921 0.948 -0.1534 0.3673 0.4546 0.99 1.9328 0.9823 0.0146 0.1117 0.1369 1 1.3636 -0.0637 0.0637 NA NA 1 0.5077 0.1044 0.1044 0.1044 1.1044 1 1.0498 0.0803 0.0803 0.0803 1.0803 1 1.0229 0 0
5 7 817 0 0 0 0 0 1.0018 0 0.972 -0.4015 0.4173 0.4987 0.875 1.6038 0.9322 -0.4466 0.5272 0.6488 0.82 1.7904 0.968 -0.2794 0.2889 0.3382 0.98 1.2258 -0.042 0.042 NA NA 1 0.5993 -0.3867 0.3867 -0.3867 0.6133 0 0.6384 -0.4025 0.4025 -0.4025 0.5975 0 0.6221 0 0
5 8 1182 0 0 0 0 0 1.0029 0 0.9841 0.0602 0.2041 0.2572 1 1.6461 0.9482 0.0608 0.3328 0.418 0.96 1.9981 0.9869 0.1828 0.2007 0.218 1 1.3302 -0.1502 0.1502 NA NA 1 0.531 0.1037 0.1037 0.1037 1.1037 1 1.0112 0.0573 0.0573 0.0573 1.0573 1 0.9754 0 0
5 9 1001 0 0 0 0 0 1.0033 0 0.8698 -0.0708 0.3105 0.4154 0.9167 1.5209 0.9255 -0.092 0.3333 0.4394 0.96 1.8254 0.8757 -0.251 0.4191 0.4988 0.76 1.3504 0.075 0.075 NA NA 1 0.515 0.0425 0.0425 0.0425 1.0425 1 0.9652 0.0164 0.0164 0.0164 1.0164 1 0.9159 0 0
5 10 727 0 0 0 0 0 1.0065 0 0.9123 -0.1109 0.3017 0.4047 0.9583 1.545 0.9207 -0.0986 0.3638 0.4597 0.95 1.8307 0.9132 -0.2339 0.3381 0.4238 0.78 1.2774 -0.0808 0.0808 NA NA 1 0.5291 -0.0488 0.0488 -0.0488 0.9512 1 0.906 -0.0734 0.0734 -0.0734 0.9266 1 0.8833 0 0
