cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
19 1 2449 0 0 0 0 0 1.0028 0 0.9488 0.012 0.2057 0.2712 1 1.3839 0.9367 -0.0448 0.4894 0.6157 0.9733 2.5786 0.9838 0.0941 0.2325 0.2736 1 1.6133 -0.07 0.07 -0.14 0.86 1 0.3301 -0.3113 0.3113 -0.2335 0.7665 1 0.8659 -0.1777 0.1777 -0.1777 0.8223 1 0.712 0 0
19 2 3548 0 0 0 0 0 1.0032 0 0.996 -0.278 0.278 0.3023 1 1.4484 0.9475 -0.331 0.5435 0.6937 0.9567 2.72 0.978 -0.2983 0.3342 0.4761 0.98 1.7017 -0.0706 0.0706 -0.1412 0.8588 1 0.3038 -0.1592 0.1592 -0.1194 0.8806 1 1.0147 -0.053 0.053 -0.053 0.947 1 0.8156 0 0
19 3 2893 0 0 0 0 0 1.0064 0 0.9858 0.1482 0.2411 0.2981 1 1.419 0.9407 0.0455 0.5416 0.6841 0.95 2.6238 0.9866 0.1833 0.2291 0.3132 1 1.6511 -0.059 0.059 -0.1179 0.8821 1 0.3276 -0.2896 0.2896 -0.2172 0.7828 1 0.9189 -0.1697 0.1697 -0.1697 0.8303 1 0.7322 0 0
19 4 2281 0 0 0 0 0 1.0087 0 0.9831 -0.4858 0.4994 0.5682 0.6667 1.4453 0.9387 -0.4979 0.7012 0.8546 0.8533 2.5276 0.9598 -0.3341 0.4902 0.5701 0.8033 1.5528 -0.1072 0.1072 -0.2145 0.7855 1 0.3052 -0.2829 0.2829 -0.2122 0.7878 1 0.8971 -0.1206 0.1206 -0.1206 0.8794 1 0.7401 0 0
19 5 3696 0 0 0 0 0 1.0042 0 0.9625 -0.3201 0.4762 0.5782 0.6667 1.4982 0.9451 -0.2513 0.583 0.7146 0.91 2.4266 0.9836 -0.2298 0.3378 0.3702 1 1.6664 0.0341 0.0341 0.0682 1.0682 1 0.3126 -0.4734 0.4734 -0.355 0.645 1 0.824 -0.3935 0.3935 -0.3935 0.6065 0 0.5975 0 0
19 6 3275 0 0 0 0 0 1.0054 0 0.9838 -0.1842 0.2147 0.2592 1 1.4166 0.937 -0.1968 0.5304 0.6705 0.9467 2.5709 0.9832 -0.0122 0.2289 0.2758 1 1.8683 0.0842 0.0842 0.1684 1.1684 1 0.2782 -0.0615 0.0615 -0.0461 0.9539 1 1.1271 -0.1739 0.1739 -0.1739 0.8261 1 0.7438 0 0
19 7 3052 0 0 0 0 0 1.0051 0 0.9675 -0.582 0.582 0.652 0.5833 1.4471 0.9416 -0.6034 0.7137 0.8616 0.8567 2.4962 0.9725 -0.5857 0.5857 0.6719 0.77 1.7434 0.0537 0.0537 0.1075 1.1075 1 0.3481 -0.3988 0.3988 -0.2991 0.7009 1 0.8878 -0.3636 0.3636 -0.3636 0.6364 0 0.6323 0 0
19 8 3223 0 0 0 0 0 1.0036 0 0.979 -0.224 0.269 0.3249 1 1.4158 0.939 -0.1891 0.5304 0.6524 0.9567 2.5293 0.9931 0.0533 0.1487 0.1804 1 1.7723 0.0564 0.0564 0.1129 1.1129 1 0.2926 -0.2275 0.2275 -0.1706 0.8294 1 0.9573 -0.2477 0.2477 -0.2477 0.7523 1 0.6559 0 0
19 9 3432 0 0 0 0 0 1.0044 0 0.9818 0.4069 0.4176 0.4775 0.8333 1.4744 0.9305 0.3479 0.5268 0.6701 0.93 2.4875 0.9873 0.3509 0.4672 0.5496 0.94 1.8608 0.0994 0.0994 0.1988 1.1988 1 0.3013 -0.0864 0.0864 -0.0648 0.9352 1 1.1358 -0.2157 0.2157 -0.2157 0.7843 1 0.7255 0 0
19 10 2642 0 0 0 0 0 1.0035 0 0.9913 -0.6585 0.6585 0.6764 0.6667 1.4568 0.9381 -0.6019 0.7487 0.8919 0.89 2.7826 0.9607 -0.7042 0.7078 0.8079 0.6067 1.7404 -0.0636 0.0636 -0.1273 0.8727 1 0.3139 0.0259 0.0259 0.0194 1.0194 1 1.1201 0.0886 0.0886 0.0886 1.0886 1 0.9242 0 0
