cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
41 1 308 55 0 0 0 0 1.0008 0 -0.957 0.1047 0.4851 0.5756 2.9112 0.982 0.0603 0.3125 0.4987 9.0182 0.7295 -0.1888 0.6277 0.7954 4.4617 -0.1314 0.1314 0.8396 1 0
41 2 262 19 0 0 0 0 1.0009 0 0.9305 -0.0559 0.0743 0.0922 1.7965 0.9938 0.2018 0.2076 0.2427 3.6604 0.738 0.2296 0.6288 0.8177 4.631 0.0542 0.0542 0.6323 1 0
41 3 268 1204 0 0 0 0 1.0011 0 0.7443 -0.3354 0.3354 0.3945 1.7067 0.9831 -1.0076 1.4337 2.2452 24.3346 0.6188 -0.1439 0.6659 0.8733 4.9956 -0.0279 0.0279 1.1729 1 0
41 4 322 265 0 0 0 0 1.0012 0 -0.2028 -0.0846 0.2383 0.2641 1.9573 0.965 0.2497 0.3707 0.5156 5.2945 0.6748 -0.0149 0.7467 0.8992 4.8299 0.1987 0.1987 0.5352 1 0
41 5 375 1653 0 0 0 0 1.0025 0 -0.4931 -0.399 0.4697 0.5359 2.8016 0.9777 0.5173 0.8844 1.2613 15.2865 0.754 -0.3471 0.6326 0.809 5.3423 0.0382 0.0382 0.9529 1 0
41 6 277 3 0 0 0 0 1.001 0 0.4566 0.2368 0.3912 0.552 2.355 0.9322 0.3653 0.4422 0.5222 3.517 0.7092 0.14 0.6236 0.8045 4.2973 0.0111 0.0111 0.5631 1 0
41 7 247 16 0 0 0 0 1.0008 0 0.8962 -0.0665 0.2037 0.2516 1.9673 0.9721 -0.846 0.846 1.352 16.3786 0.7269 -0.1291 0.6287 0.8069 4.3508 -0.0792 0.0792 0.7105 1 0
41 8 229 5 0 0 0 0 1.0009 0 0.9972 -0.002 0.134 0.1432 2.2342 0.9802 0.5885 0.5886 0.7152 9.4103 0.739 0.1958 0.6734 0.8081 4.452 -0.1814 0.1814 0.8685 1 0
41 9 711 1347 0 0 0 0 1.0026 0 0.997 -0.381 0.381 0.3858 1.9098 0.9823 -0.9564 1.4737 1.9162 18.7679 0.64 -0.681 0.9102 1.1145 5.2091 0.1056 0.1056 0.877 1 0
41 10 250 84 0 0 0 0 1.0008 0 0.8541 0.0906 0.1307 0.174 2.2668 0.9835 0.4709 0.4709 0.5185 3.0601 0.6243 0.2037 0.6995 0.8881 4.5253 -0.0824 0.0824 0.7459 1 0
41 11 241 26 0 0 0 0 1.0008 0 0.673 -0.0085 0.24 0.2577 2.3932 0.9564 -0.4968 0.5023 0.5959 2.6494 0.74 -0.465 0.7678 0.9521 4.7215 0.1466 0.1466 0.479 1 0
41 12 251 82 0 0 0 0 1.0005 0 0.7952 0.0652 0.1276 0.1751 2.2588 0.9936 0.3747 0.3747 0.4862 12.4273 0.5355 0.1251 0.6416 0.8371 4.4396 -0.0765 0.0765 0.8202 1 0
41 13 408 536 0 0 0 0 1.0023 0 -0.0149 -0.2441 0.2618 0.3112 1.8165 0.9834 -0.1544 0.8301 1.2073 13.1728 0.6736 0.2176 0.6332 0.8092 5.1603 0.0941 0.0941 0.7586 1 0
41 14 357 279 0 0 0 0 1.0003 0 0.6242 -0.1391 0.3091 0.3129 1.9492 0.9688 -0.326 0.7042 0.9061 12.4588 0.7445 -0.4484 0.7734 0.9435 4.9864 0.1859 0.1859 0.5412 1 0
41 15 349 677 0 0 0 0 1.0021 0 -0.3986 -0.0116 0.2524 0.2706 2.7968 0.9579 -0.1257 0.5166 0.7122 10.5227 0.6468 0.0017 0.7381 0.9369 5.5104 -0.0233 0.0233 1.3127 1 0
41 16 515 493 0 0 0 0 1.001 0 0.3141 -0.1227 0.2888 0.3386 1.9352 0.977 -0.5244 0.5371 0.679 6.9478 0.7256 -0.3484 0.6707 0.8511 4.9095 -0.069 0.069 0.978 1 0
41 17 706 2518 0 0 0 17 1.009 0 0.3725 -0.4813 0.4813 0.5604 1.4389 0.9697 -0.1757 0.9612 1.1469 8.8068 0.6487 0.0286 0.7577 0.8918 6.0368 0.1487 0.1487 0.9517 1 1
41 18 239 409 0 0 0 0 1.002 0 -0.3033 0.0195 0.2791 0.313 3.1952 0.9605 -0.3632 0.4806 0.5598 9.1278 0.5848 -0.2624 0.7048 0.8582 4.9365 -0.309 0.309 1.1401 1 0
41 19 275 29 0 0 0 0 1.0017 0 0.9973 0.152 0.152 0.158 2.2623 0.9513 -0.4144 0.4338 0.5234 4.111 0.6764 -0.2007 0.7645 0.9634 4.5859 -0.1625 0.1625 0.9111 1 0
41 20 320 137 0 0 0 0 1.0007 0 -0.1326 0.0189 0.3255 0.3529 2.1593 0.963 0.5436 0.5436 0.6989 8.3307 0.7134 0.3322 0.775 0.9631 4.5216 -0.0255 0.0255 0.7885 1 0
41 21 252 2 0 0 0 0 1.0006 0 0.6671 0.0977 0.3452 0.4195 2.9394 0.9515 0.0522 0.4395 0.5265 7.9821 0.7176 0.1201 0.6734 0.851 4.3278 -0.1103 0.1103 0.7151 1 0
41 22 300 142 0 0 0 0 1.0007 0 0.9135 0.1835 0.2613 0.3891 2.536 0.9041 -0.326 0.6016 0.639 5.5433 0.7254 -0.5026 0.7379 0.9143 4.6588 0.0951 0.0951 0.5994 1 0
41 23 252 39 0 0 0 0 1.0008 0 0.45 0.181 0.181 0.2139 2.5743 0.962 -0.0077 0.2803 0.3281 4.274 0.7467 0.0915 0.7241 0.889 4.7321 -0.0348 0.0348 0.7199 1 0
