cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
24 1 22642 0 0 0 0 0 1.0107 0 0.9875 0.1193 0.1959 0.2489 0.9583 1.0726 0.9616 0.1463 0.4057 0.5437 0.936 2.0011 0.9838 0.0966 0.2097 0.2831 0.924 1.2753 -0.0118 0.0118 -0.0237 0.9763 1 0.1908 -0.2045 0.2045 -0.1534 0.8466 1 0.5475 -0.1455 0.1455 -0.1455 0.8545 1 0.3847 0 0
24 2 18452 0 0 0 0 0 1.0088 0 0.9826 -0.1351 0.1752 0.225 0.9583 1.0507 0.9615 -0.1294 0.4095 0.5201 0.972 2.1494 0.9884 -0.2084 0.2434 0.3012 1 1.3579 -0.013 0.013 -0.026 0.974 1 0.204 0.1509 0.1509 0.1132 1.1132 1 0.7052 0.125 0.125 0.125 1.125 1 0.5075 0 0
24 3 16524 0 0 0 0 0 1.0034 0 0.9915 -0.3446 0.3446 0.3644 0.9583 1.0443 0.9656 -0.3755 0.5035 0.6129 0.934 2.1781 0.9952 -0.4181 0.4181 0.4413 0.896 1.401 0.0144 0.0144 0.0287 1.0287 1 0.1892 0.1809 0.1809 0.1357 1.1357 1 0.7317 0.1062 0.1062 0.1062 1.1062 1 0.4954 0 0
24 4 15113 0 0 0 0 0 1.0032 0 0.9909 -0.3049 0.3075 0.346 0.9167 1.0471 0.9661 -0.2963 0.4513 0.5579 0.936 2.0756 0.9942 -0.1608 0.1891 0.2261 1 1.4443 0.0678 0.0678 0.1357 1.1357 1 0.1856 0.1809 0.1809 0.1356 1.1356 1 0.7918 0.0175 0.0175 0.0175 1.0175 1 0.4578 0 0
24 5 16438 0 0 0 0 0 1.0035 0 0.9918 0.0556 0.1319 0.1752 1 1.0535 0.9597 0.0334 0.3774 0.4793 0.962 1.958 0.995 0.0073 0.196 0.2252 1 1.2621 0.0184 0.0184 0.0367 1.0367 1 0.1946 -0.2168 0.2168 -0.1626 0.8374 1 0.5368 -0.1888 0.1888 -0.1888 0.8112 1 0.3703 0 0
24 6 13861 0 0 0 0 0 1.0045 0 0.9783 0.3204 0.3209 0.3958 0.7917 1.0371 0.9603 0.2709 0.4494 0.5732 0.92 2.0425 0.9905 0.2788 0.2789 0.3456 0.882 1.313 0.0183 0.0183 0.0366 1.0366 1 0.1965 -0.1101 0.1101 -0.0826 0.9174 1 0.6032 -0.1117 0.1117 -0.1117 0.8883 1 0.4084 0 0
24 7 14315 0 0 0 0 0 1.004 0 0.9866 -0.1422 0.1652 0.2093 0.9583 1.0456 0.962 -0.1432 0.4047 0.5104 0.97 2.137 0.9934 -0.0242 0.1583 0.1915 1 1.3082 -0.0533 0.0533 -0.1066 0.8934 1 0.1983 0.1755 0.1755 0.1316 1.1316 1 0.6751 0.2012 0.2012 0.2012 1.2012 1 0.5133 0 0
24 8 18279 0 0 0 0 0 1.0067 0 0.9884 -0.0569 0.1092 0.1442 1 1.0099 0.9659 -0.0635 0.3869 0.491 0.972 2.0728 0.992 0.0071 0.1602 0.1923 1 1.2034 -0.0594 0.0594 -0.1188 0.8812 1 0.2078 -0.2203 0.2203 -0.1652 0.8348 1 0.5426 -0.1085 0.1085 -0.1085 0.8915 1 0.4147 0 0
24 9 17891 0 0 0 0 0 1.0061 0 0.9941 -0.1306 0.1704 0.2174 1 1.04 0.9595 -0.105 0.4113 0.5299 0.954 1.9872 0.9915 -0.1752 0.2542 0.2989 0.992 1.2328 -0.0134 0.0134 -0.0268 0.9732 1 0.1977 -0.1681 0.1681 -0.1261 0.8739 1 0.5494 -0.116 0.116 -0.116 0.884 1 0.3986 0 0
24 10 18147 0 0 0 0 0 1.0064 0 0.9861 -0.2494 0.2991 0.3912 0.9583 1.0964 0.964 -0.2224 0.4104 0.5127 0.954 1.9919 0.99 -0.1229 0.2532 0.2995 1 1.2614 -0.0097 0.0097 -0.0194 0.9806 1 0.1947 -0.1331 0.1331 -0.0998 0.9002 1 0.5735 -0.0939 0.0939 -0.0939 0.9061 1 0.4072 0 0
