cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
36 1 4090 0 0 0 0 0 1.004 0 0.945 -0.6401 0.6401 0.6841 0.4167 1.3384 0.843 -0.661 0.8052 0.9792 0.894 3.2565 0.9555 -0.6281 0.6281 0.6946 0.59 1.4115 -0.0255 0.0255 -0.102 0.898 1 0.3336 0.2726 0.2726 0.2556 1.2556 1 0.9087 0.2609 0.2609 0.2609 1.2609 1 0.8517 0 0
36 2 2857 0 0 0 0 0 1.005 0 0.986 0.6848 0.6848 0.8033 0.4167 1.4085 0.8494 0.5279 0.7611 0.951 0.838 2.7389 0.9862 0.5352 0.5352 0.5646 0.694 1.3449 -0.0259 0.0259 -0.1034 0.8966 1 0.3659 -0.3315 0.3315 -0.3108 0.6892 0 0.5915 -0.3088 0.3088 -0.3088 0.6912 1 0.5578 0 0
36 3 2930 0 0 0 0 0 1.0059 0 0.9835 0.2824 0.2958 0.3347 1 1.3448 0.8049 0.3047 0.6482 0.8489 0.944 3.0393 0.9815 0.2621 0.3041 0.3364 1 1.356 -0.0801 0.0801 -0.3204 0.6796 1 0.3223 0.0424 0.0424 0.0397 1.0397 1 0.737 0.069 0.069 0.069 1.069 1 0.7112 0 0
36 4 2655 0 0 0 0 0 1.006 0 0.9693 0.5533 0.5533 0.6107 0.75 1.3854 0.8301 0.5472 0.7707 0.9643 0.854 2.9857 0.985 0.5951 0.6006 0.6211 0.62 1.3818 -0.0399 0.0399 -0.1597 0.8403 1 0.3904 -0.0852 0.0852 -0.0799 0.9201 1 0.7264 -0.0723 0.0723 -0.0723 0.9277 1 0.6979 0 0
36 5 3697 0 0 0 0 0 1.006 0 0.983 0.2316 0.2784 0.3347 1 1.3367 0.8689 0.2345 0.5822 0.7513 0.958 2.9977 0.9914 0.2402 0.2454 0.2701 1 1.4517 0.1252 0.1252 0.5008 1.5008 1 0.346 0.0438 0.0438 0.0411 1.0411 1 0.7965 -0.0566 0.0566 -0.0566 0.9434 1 0.6997 0 0
36 6 3126 0 0 0 0 0 1.0079 0 0.9785 -1.035 1.035 1.0488 0 1.4052 0.8364 -1.0641 1.1131 1.2978 0.726 3.2596 0.9902 -1.0238 1.0238 1.0323 0.078 1.5193 0.0942 0.0942 0.3766 1.3766 1 0.3573 0.1745 0.1745 0.1636 1.1636 1 0.9324 0.083 0.083 0.083 1.083 1 0.8521 0 0
36 7 2818 0 0 0 0 0 1.0033 0 0.9901 0.1433 0.1748 0.2043 1 1.3457 0.8327 0.08 0.567 0.7415 0.97 2.9822 0.9714 0.1803 0.2507 0.3115 1 1.397 0.0354 0.0354 0.1417 1.1417 1 0.3185 -1e-04 1e-04 -1e-04 0.9999 1 0.7439 -0.0283 0.0283 -0.0283 0.9717 1 0.6943 0 0
36 8 2536 0 0 0 0 0 1.0052 0 0.9885 -0.2091 0.2129 0.2525 1 1.358 0.8447 -0.2836 0.6114 0.8096 0.958 3.1946 0.9842 -0.2684 0.2689 0.3169 1 1.4462 -0.0157 0.0157 -0.0628 0.9372 1 0.3747 0.1764 0.1764 0.1654 1.1654 1 0.8411 0.1628 0.1628 0.1628 1.1628 1 0.7971 0 0
36 9 3031 0 0 0 0 0 1.0024 0 0.994 0.4692 0.4692 0.4847 0.9167 1.3945 0.838 0.4781 0.7114 0.8926 0.904 2.9589 0.992 0.5467 0.5467 0.5641 0.912 1.4138 -0.0387 0.0387 -0.1548 0.8452 1 0.3707 -0.1238 0.1238 -0.116 0.884 1 0.6715 -0.1082 0.1082 -0.1082 0.8918 1 0.655 0 0
36 10 3023 0 0 0 0 0 1.0069 0 0.985 0.1067 0.2052 0.26 1 1.342 0.8331 0.0733 0.5989 0.7969 0.924 2.7115 0.9723 0.054 0.2001 0.275 0.962 1.3566 0.0351 0.0351 0.1403 1.1403 1 0.347 -0.2855 0.2855 -0.2676 0.7324 1 0.5801 -0.2886 0.2886 -0.2886 0.7114 1 0.5483 0 0
