cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
60 1 1102 0 0 0 0 0 1.0003 0 0.8614 -0.2225 0.2225 0.3007 1.0484 0.9976 0.2489 0.3653 0.4626 3.4045 0.5992 -0.048 0.6399 0.8258 4.3559 0.1429 0.1429 0.5804 0 0
60 2 1125 0 0 0 0 0 1.0018 0 0.5418 -0.1288 0.1399 0.1706 1.0765 0.996 -0.0548 0.2293 0.2591 2.1726 0.607 0.0015 0.6797 0.8471 4.3444 0.0903 0.0903 0.6311 0 0
60 3 1299 0 0 0 0 0 1.0044 0 0.9992 0.0689 0.2739 0.2866 1.9972 0.8683 -0.4742 0.7363 1.3143 13.2238 0.4776 -0.062 0.7315 0.924 4.1092 -0.1553 0.1553 0.5971 0 0
60 4 1074 0 0 0 0 0 1.0009 0 0.0645 -0.1713 0.292 0.3833 1.578 0.93 0.4131 0.5116 0.8377 6.1501 0.6317 -0.0322 0.6571 0.8234 4.1382 -0.0548 0.0548 0.5259 0 0
60 5 1150 0 0 0 0 0 1.002 0 0.7116 -0.0591 0.0856 0.1227 1.2829 0.9838 0.1576 0.3465 0.4983 4.4078 0.5744 0.1523 0.7062 0.8724 4.2255 0.0189 0.0189 0.573 0 0
60 6 1118 0 0 0 0 0 1.001 0 -0.1639 0.0644 0.1159 0.1509 1.0534 0.9869 -0.0165 0.1215 0.1357 1.2296 0.605 -0.0694 0.6335 0.8203 4.2549 0.1036 0.1036 0.3909 0 0
60 7 1071 0 0 0 0 0 1.0009 0 0.948 -0.0041 0.0212 0.0243 1.1482 0.9961 -0.0473 0.0836 0.099 1.7956 0.5941 -0.0415 0.6719 0.8558 4.1599 -0.0349 0.0349 0.5103 0 0
60 8 1121 0 0 0 0 0 1.0009 0 0.8957 -0.0586 0.1467 0.1472 1.4329 0.9897 -0.082 0.142 0.1603 2.3707 0.5748 4e-04 0.7242 0.9063 4.1611 -0.0314 0.0314 0.4897 0 0
60 9 1119 0 0 0 0 0 1.0006 0 0.9236 -0.0663 0.1533 0.1766 0.9788 0.9887 -0.0557 0.1438 0.1966 1.6053 0.5933 -0.102 0.6482 0.7966 4.3788 0.1726 0.1726 0.3959 0 0
60 10 1061 0 0 0 0 0 1.0014 0 0.9291 -0.0136 0.2616 0.2731 1.7054 0.992 0.2753 0.438 0.5656 4.8564 0.5557 0.0353 0.687 0.8636 4.2727 0.0923 0.0923 0.492 0 0
