cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rbias beta.rbias2 beta.rmse beta.cover theta.cor theta.bias theta.abbias theta.rbias theta.rbias2 theta.rmse theta.cover attra.cor attra.bias attra.abbias attra.rbias attra.rbias2 attra.rmse attra.cover lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover corrupt efficiency
1 1 2375 0 0 0 0 0 1.0013 0 0.966 -0.1492 0.2472 -0.2279 0.7721 0.3098 0.9583 0.947 -0.083 0.4009 -0.5266 0.4734 0.5192 0.95 0.9956 -0.0739 0.1087 -0.0222 0.9778 0.1329 1 -0.0266 0.0266 -0.1062 0.8938 1 -0.0945 0.0945 -0.0886 0.9114 1 -0.0865 0.0865 -0.0865 0.9135 1 0 0
1 2 2439 0 0 0 0 0 1.003 0 0.8797 -0.0542 0.3079 -0.5979 0.4021 0.4304 0.75 0.9205 -0.0669 0.3234 -0.643 0.357 0.417 0.965 0.881 -2e-04 0.199 0.1933 1.1933 0.2492 1 0.0229 0.0229 0.0917 1.0917 1 -0.1113 0.1113 -0.1043 0.8957 1 -0.1254 0.1254 -0.1254 0.8746 1 0 0
1 3 2352 0 0 0 0 0 1.0016 0 0.8874 0.5606 0.5606 -0.7668 0.2332 0.6537 0.625 0.9408 0.4565 0.6217 0.1652 1.1652 0.7371 0.855 0.9867 0.3922 0.4018 0.1716 1.1716 0.4431 0.965 -0.0197 0.0197 -0.0788 0.9212 1 -0.0095 0.0095 -0.0089 0.9911 1 -0.0129 0.0129 -0.0129 0.9871 1 0 0
1 4 2303 0 0 0 0 0 1.0016 0 0.9779 -0.1416 0.2512 -0.0805 0.9195 0.3484 1 0.9262 -0.112 0.3694 0.7461 1.7461 0.4575 0.96 0.8343 -0.1857 0.2367 1.5752 2.5752 0.2483 1 -0.1366 0.1366 -0.5464 0.4536 1 -0.0944 0.0944 -0.0885 0.9115 1 -0.0483 0.0483 -0.0483 0.9517 1 0 0
1 5 2594 0 0 0 0 0 1.0013 0 0.9138 -0.1257 0.337 0.471 1.471 0.4859 0.875 0.8822 0.0245 0.4456 -0.4324 0.5676 0.5824 0.95 0.7035 0.1637 0.3642 0.0553 1.0553 0.4371 0.965 0.0491 0.0491 0.1964 1.1964 1 0.1502 0.1502 0.1408 1.1408 1 0.0941 0.0941 0.0941 1.0941 1 0 0
1 6 2382 0 0 0 0 0 1.0024 0 0.9559 -0.3636 0.4006 -0.1571 0.8429 0.4795 0.9167 0.9251 -0.3309 0.4629 -13.7908 -12.7908 0.5937 0.935 0.9591 -0.339 0.3587 1.1937 2.1937 0.4182 0.995 -0.007 0.007 -0.0281 0.9719 1 0.1775 0.1775 0.1664 1.1664 1 0.1562 0.1562 0.1562 1.1562 1 0 0
1 7 2681 0 0 0 0 0 1.0014 0 0.9647 -0.2545 0.3179 0.1119 1.1119 0.3684 0.8333 0.9198 -0.316 0.4608 -0.1523 0.8477 0.5622 0.915 0.927 -0.2722 0.3235 -0.0088 0.9912 0.3978 0.88 -0.0865 0.0865 -0.3462 0.6538 1 -0.1926 0.1926 -0.1805 0.8195 1 -0.158 0.158 -0.158 0.842 1 0 0
1 8 2611 0 0 0 0 0 1.0009 0 0.949 -0.1599 0.291 -0.4454 0.5546 0.4472 0.9583 0.9403 -0.1351 0.3816 -0.1478 0.8522 0.4763 0.955 0.8887 -0.1516 0.3842 -5.1678 -4.1678 0.4344 0.8 -0.138 0.138 -0.5522 0.4478 1 -0.1588 0.1588 -0.1489 0.8511 1 -0.1131 0.1131 -0.1131 0.8869 1 0 0
1 9 2594 0 0 0 0 0 1.0011 0 0.9621 -0.3594 0.3964 0.0239 1.0239 0.4802 0.875 0.938 -0.3148 0.4034 0.0014 1.0014 0.4971 0.94 0.96 -0.4823 0.4823 -1.2931 -0.2931 0.5116 0.78 -0.0964 0.0964 -0.3855 0.6145 1 -0.1753 0.1753 -0.1644 0.8356 1 -0.1387 0.1387 -0.1387 0.8613 1 0 0
1 10 2639 0 0 0 0 0 1.0014 0 0.9695 -0.6345 0.6366 -0.8065 0.1935 0.7228 0.5417 0.9276 -0.5977 0.6252 -0.869 0.131 0.7443 0.78 0.8446 -0.5831 0.5831 -0.8965 0.1035 0.6501 0.63 -0.0549 0.0549 -0.2197 0.7803 1 -0.121 0.121 -0.1135 0.8865 1 -0.0995 0.0995 -0.0995 0.9005 1 0 0
1 11 2392 0 0 0 0 0 1.0019 0 0.9723 -0.2107 0.2595 -0.2738 0.7262 0.3397 0.875 0.9384 -0.1406 0.3787 -0.3345 0.6655 0.4569 0.965 0.9742 -0.0887 0.1499 -0.2741 0.7259 0.2063 1 -0.1177 0.1177 -0.4706 0.5294 1 0.0038 0.0038 0.0035 1.0035 1 0.0415 0.0415 0.0415 1.0415 1 0 0
