cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
38 1 3890 0 0 0 0 0 1.005 0 0.9012 -0.4534 0.4721 0.5586 0.7917 1.4161 0.8722 -0.4054 0.612 0.772 0.89 2.5215 0.9703 -0.364 0.3733 0.4459 0.855 1.6105 0.157 0.157 0.6282 1.6282 1 0.5056 0.0585 0.0585 0.0549 1.0549 1 1.0329 -0.0931 0.0931 -0.0931 0.9069 1 0.7145 0 0
38 2 2850 0 0 0 0 0 1.0132 0 0.8763 0.4604 0.5096 0.6452 0.7083 1.401 0.885 0.5275 0.665 0.8465 0.84 2.4201 0.9746 0.4902 0.4902 0.5491 0.87 1.4268 0.0839 0.0839 0.3355 1.3355 1 0.4378 -0.1039 0.1039 -0.0974 0.9026 1 0.8202 -0.1609 0.1609 -0.1609 0.8391 1 0.6772 0 0
38 3 1985 0 0 0 0 0 1.0063 0 0.9412 -0.1076 0.3214 0.4149 0.9583 1.4602 0.8797 -0.0509 0.5264 0.6987 0.94 2.5226 0.9684 -0.1326 0.2073 0.2776 0.905 1.2476 -0.2203 0.2203 -0.8812 0.1188 1 0.5796 -0.2397 0.2397 -0.2248 0.7752 1 0.6909 -0.1923 0.1923 -0.1923 0.8077 1 0.6781 0 0
38 4 2668 0 0 0 0 0 1.0026 0 0.9642 -0.3265 0.3486 0.4311 0.9167 1.3961 0.9044 -0.2939 0.5325 0.6754 0.92 2.4735 0.971 -0.3017 0.316 0.3832 0.96 1.4629 0.0757 0.0757 0.3028 1.3028 1 0.4293 0.0156 0.0156 0.0146 1.0146 1 0.9395 -0.05 0.05 -0.05 0.95 1 0.7803 0 0
38 5 2046 0 0 0 0 0 1.0056 0 0.9767 -0.1161 0.2022 0.2428 1 1.4154 0.8644 -0.2703 0.521 0.6972 0.925 2.5115 0.9845 -0.3949 0.3999 0.4845 0.81 1.3083 -0.1263 0.1263 -0.5051 0.4949 1 0.5743 -0.1546 0.1546 -0.1449 0.8551 1 0.7379 -0.1223 0.1223 -0.1223 0.8777 1 0.6901 0 0
38 6 2040 0 0 0 0 0 1.0035 0 0.9619 -0.1828 0.3337 0.4269 0.9583 1.4574 0.8628 -0.0647 0.4984 0.6527 0.925 2.1983 0.9723 -0.0674 0.1994 0.2758 1 1.1857 -0.1359 0.1359 -0.5438 0.4562 1 0.5719 -0.4448 0.4448 -0.417 0.583 0 0.5296 -0.3999 0.3999 -0.3999 0.6001 0 0.509 0 0
38 7 1937 0 0 0 0 0 1.0042 0 0.9743 0.561 0.5616 0.6307 0.6667 1.407 0.8994 0.5424 0.6379 0.8143 0.83 2.3205 0.9805 0.5075 0.5075 0.5578 0.7 1.2423 -0.1145 0.1145 -0.4579 0.5421 1 0.4686 -0.2512 0.2512 -0.2355 0.7645 1 0.6633 -0.2123 0.2123 -0.2123 0.7877 1 0.6268 0 0
38 8 1565 0 0 0 0 0 1.0074 0 0.9555 0.3006 0.4181 0.496 0.8333 1.4575 0.8664 0.3262 0.5563 0.7463 0.945 2.4642 0.9437 0.3077 0.3905 0.4797 0.7 1.2047 -0.2403 0.2403 -0.9613 0.0387 1 0.483 -0.2138 0.2138 -0.2004 0.7996 1 0.6832 -0.1609 0.1609 -0.1609 0.8391 1 0.6656 0 0
38 9 1966 0 0 0 0 0 1.0048 0 0.95 -0.4421 0.5705 0.6894 0.75 1.5753 0.8519 -0.4093 0.6606 0.8626 0.85 2.3856 0.9806 -0.4736 0.4746 0.5412 0.66 1.306 -0.0221 0.0221 -0.0885 0.9115 1 0.5566 -0.3336 0.3336 -0.3128 0.6872 1 0.6567 -0.3228 0.3228 -0.3228 0.6772 1 0.596 0 0
38 10 2187 0 0 0 0 0 1.0058 0 0.9511 -0.1017 0.3728 0.4918 0.875 1.486 0.8705 -0.0217 0.575 0.7919 0.955 2.6714 0.9641 -0.2053 0.2787 0.3297 1 1.3765 -0.1595 0.1595 -0.6381 0.3619 1 0.4724 0.0497 0.0497 0.0466 1.0466 1 0.8753 0.0894 0.0894 0.0894 1.0894 1 0.8412 0 0
38 11 2627 0 0 0 0 0 1.004 0 0.9614 0.0518 0.2246 0.292 0.9583 1.3785 0.8926 0.1514 0.4784 0.6568 0.975 2.5898 0.9766 0.2636 0.3002 0.3469 1 1.4752 0.035 0.035 0.1399 1.1399 1 0.4264 0.1046 0.1046 0.0981 1.0981 1 0.9587 0.0584 0.0584 0.0584 1.0584 1 0.837 0 0
