cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
66 1 424 2 0 0 0 0 1.001 0 -0.0541 -0.0773 0.1068 0.1192 1.4167 0.9901 -0.0999 0.2908 0.3073 4.6132 0.6941 0.0301 0.6099 0.7771 4.382 -0.1383 0.1383 0.6916 1 0
66 2 448 3 0 0 0 0 1.0005 0 0.916 -0.01 0.0538 0.0621 1.5744 0.9976 -0.0573 0.0841 0.1044 2.1375 0.7734 -0.0729 0.5995 0.7543 4.4571 0.0386 0.0386 0.4689 1 0
66 3 488 37 0 0 0 0 1.0004 0 0.9998 0.0746 0.0746 0.0792 1.2191 0.9858 0.2066 0.2829 0.3396 3.5658 0.6549 0.1165 0.7248 0.9367 5.1817 0.1424 0.1424 0.4617 1 0
66 4 424 0 0 0 0 0 1.0008 0 0.8271 0.1513 0.2331 0.2564 1.934 0.9838 0.1543 0.2361 0.2927 6.6478 0.5701 0.1482 0.7086 0.9005 4.3938 -0.088 0.088 0.5899 0 0
66 5 600 219 0 0 0 0 1.0004 0 -0.9918 -0.2728 0.2728 0.3334 1.5568 0.9519 -0.9913 1.0805 1.5425 14.1325 0.6303 0.0639 0.6491 0.8337 5.3146 -0.109 0.109 1.0053 1 0
66 6 404 1 0 0 0 0 1.0012 0 0.5481 0.0659 0.2705 0.2877 2.3597 0.9685 -0.2134 0.2552 0.3008 4.0964 0.5942 -0.171 0.7044 0.9072 4.3456 -0.282 0.282 0.7478 1 0
66 7 425 3 0 0 0 0 1.0008 0 0.1989 0.1453 0.3938 0.4069 2.2678 0.9641 -0.0905 0.2912 0.3473 4.5831 0.6421 -0.0688 0.7257 0.9218 4.3664 -0.0745 0.0745 0.576 1 0
66 8 434 6 0 0 0 0 1.0003 0 0.3166 -0.1992 0.3479 0.41 1.8595 0.9651 -0.4156 0.6694 0.9454 12.1025 0.6666 0.0143 0.6975 0.854 4.7051 0.0707 0.0707 0.5558 1 0
66 9 459 0 0 0 0 0 1.0024 0 -0.9181 0.2182 0.5539 0.6224 2.6878 0.9413 0.1588 0.3129 0.4037 3.078 0.6568 -0.1842 0.7256 0.9183 4.4762 0.0034 0.0034 0.4835 0 0
66 10 877 424 0 0 0 0 1.0009 0 0.7995 -0.3883 0.3883 0.5024 1.0281 0.979 0.2799 0.5662 0.6869 6.4303 0.7019 -0.3126 0.7559 0.9522 5.7083 0.2911 0.2911 0.3531 1 0
66 11 526 318 0 0 0 0 1.0009 0 0.9996 -0.2602 0.2602 0.2626 1.1135 0.9834 -0.2434 0.5895 0.7285 5.7613 0.6289 -0.2253 0.788 0.9849 5.4233 0.2272 0.2272 0.4376 1 0
66 12 430 0 0 0 0 0 1.0006 0 -0.3992 0.1084 0.1668 0.1925 1.6481 0.9791 0.0874 0.1877 0.2364 2.3455 0.6342 0.2797 0.7303 0.9384 4.4287 -0.0714 0.0714 0.6005 0 0
66 13 411 0 0 0 0 0 1.0005 0 0.9952 0.0432 0.0538 0.0842 1.5734 0.9869 0.0171 0.2049 0.2881 1.8962 0.7266 0.0833 0.6785 0.8287 4.4769 -0.0549 0.0549 0.5869 0 0
66 14 419 35 0 0 0 0 1.0011 0 -0.4581 -0.0512 0.1748 0.1855 1.711 0.9124 -0.3222 0.5407 0.7108 7.9195 0.5854 -0.0114 0.7426 0.9345 4.6772 -0.2124 0.2124 0.9659 1 0
66 15 527 6 0 0 0 0 1.0007 0 -0.2375 -0.1423 0.1423 0.2358 1.1774 0.9729 0.737 0.737 0.8389 3.1649 0.7589 0.6982 0.8791 1.0784 4.9569 0.1988 0.1988 0.3554 1 0
66 16 455 9 0 0 0 0 1.0008 0 0.9432 -0.0814 0.1005 0.1516 1.2785 0.9738 -0.0268 0.274 0.3205 3.5704 0.6653 -0.0944 0.6869 0.877 4.9514 0.1453 0.1453 0.4437 1 0
66 17 445 2 0 0 0 0 1.0006 0 0.1294 0.0754 0.2682 0.3001 1.4484 0.8975 0.1337 0.3905 0.4973 2.9196 0.6838 0.2026 0.7514 0.9457 4.5963 0.0979 0.0979 0.4311 1 0
66 18 458 0 0 0 0 0 1.0021 0 0.9952 0.0958 0.2503 0.2917 2.0993 0.897 0.5325 0.6275 0.8574 8.8589 0.6847 0.0371 0.6529 0.8302 4.2543 -0.0776 0.0776 0.6216 0 0
66 19 500 35 0 0 0 0 1.0007 0 -0.9446 -0.1262 0.2942 0.3102 1.4915 0.9825 0.1406 0.2419 0.2995 2.4279 0.7676 0.1801 0.5867 0.7584 4.9759 0.059 0.059 0.5345 1 0
66 20 441 3 0 0 0 0 1.0004 0 0.995 -0.0079 0.0268 0.0269 1.6292 0.9787 0.3106 0.3106 0.4183 4.0672 0.7165 0.1351 0.5781 0.7176 4.3344 -0.133 0.133 0.612 1 0
66 21 414 0 0 0 0 0 1.0004 0 -0.7966 0.1623 0.537 0.5679 1.9395 0.9616 0.2539 0.3018 0.4172 2.9791 0.6891 0.2616 0.69 0.8765 4.5481 -0.0635 0.0635 0.5378 0 0
66 22 419 87 0 0 0 0 1.0006 0 0.9001 -0.4268 0.4268 0.4346 1.0876 0.9878 0.2997 0.6866 0.8757 7.185 0.5907 0.0827 0.7726 0.9672 5.6937 0.2081 0.2081 0.477 1 0
