cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
49 1 212 82 0 0 0 0 1.001 0 -0.6145 -0.2893 0.2893 0.3498 2.379 0.9525 0.373 0.8823 1.161 13.7785 0.5185 0.0358 0.654 0.8298 4.399 0.0166 0.0166 1.2433 1 0
49 2 225 1 0 0 0 0 1.0002 0 0.4113 -0.0032 0.2379 0.286 2.2253 0.9542 -0.1511 0.289 0.3221 2.932 0.6847 -0.1103 0.5739 0.7157 4.4629 -0.1767 0.1767 0.8591 1 0
49 3 224 10 0 0 0 0 1.0009 0 -0.5169 0.2661 0.3763 0.4221 3.4513 0.9835 -0.0806 0.2428 0.3753 11.9243 0.5439 -0.0418 0.7091 0.9272 4.3108 0.05 0.05 0.9782 1 0
49 4 258 32 0 0 0 0 1.0005 0 0.9804 -0.0077 0.1581 0.1836 1.8594 0.964 -0.1831 0.3242 0.5332 6.9066 0.5957 -0.2976 0.7579 0.9357 4.5245 0.5462 0.5462 0.6392 1 0
49 5 212 972 0 0 0 0 1.0014 0 -0.1197 -0.2557 0.2557 0.3214 2.0081 0.958 0.4665 1.046 1.2952 14.9447 0.4462 -0.0778 0.7003 0.8562 5.2253 0.2438 0.2438 1.4012 1 0
49 6 239 234 0 0 0 0 1.0006 0 0.4851 -0.2482 0.2528 0.3132 1.9453 0.9389 0.019 1.2575 1.5974 16.4322 0.4956 -0.0405 0.7357 0.9495 4.5239 -0.0675 0.0675 1.317 1 0
49 7 223 6 0 0 0 0 1.0007 0 0.9555 0.3485 0.3485 0.3536 2.3787 0.9671 -0.4053 0.4246 0.4866 3.446 0.5774 -0.3089 0.6979 0.8887 4.2871 0.3929 0.3929 0.6818 1 0
49 8 196 0 0 0 0 0 1.0008 0 -0.9989 0.2383 0.6672 0.7647 3.682 0.8326 0.2694 0.6511 0.9208 9.3965 0.3989 -0.0018 0.7158 0.8686 4.0821 0.0489 0.0489 0.8075 0 0
49 9 236 45 0 0 0 0 1.001 0 0.9 0.1073 0.351 0.4243 2.7065 0.9688 -0.1669 0.4667 0.5563 4.8958 0.5852 -0.0041 0.6422 0.7836 4.6417 -0.2391 0.2391 0.999 1 0
49 10 206 22 0 0 0 0 1.0013 0 0.6638 0.0862 0.1311 0.1911 1.9588 0.9909 0.0961 0.1455 0.1891 4.8599 0.5528 0.025 0.6839 0.8523 4.6567 0.2535 0.2535 0.9233 1 0
49 11 226 575 0 0 0 0 1.0043 0 0.2451 -0.4591 0.4591 0.5016 1.8247 0.9823 0.217 0.6807 0.8746 13.9807 0.5915 -0.0657 0.5915 0.7621 5.4882 0.039 0.039 1.424 1 0
49 12 206 15 0 0 0 0 1.0009 0 -0.9862 -0.2712 0.2873 0.4838 2.2778 0.9799 0.0606 0.5934 0.7373 7.8008 0.6341 -0.2098 0.593 0.7588 4.3728 -0.1717 0.1717 1.0625 1 0
49 13 241 1123 0 0 0 0 1.0026 0 -0.9978 -0.1859 0.3872 0.3919 2.7928 0.9828 0.2959 0.5097 0.7226 9.4751 0.4986 -0.1475 0.7409 0.9444 5.1988 0.3288 0.3288 1.1601 1 0
49 14 278 94 0 0 0 0 1.0007 0 0.9535 -0.2088 0.2088 0.2282 2.2267 0.915 -0.1856 0.8081 1.0139 10.4263 0.6638 0.0424 0.6106 0.7937 4.6635 0.184 0.184 1.2015 1 0
49 15 191 14 0 0 0 0 1.0006 0 -0.6915 0.1884 0.471 0.5103 2.789 0.8901 0.0952 0.7211 1.0495 16.9793 0.6068 -0.1509 0.6836 0.8605 4.5943 -0.153 0.153 0.981 1 0
