cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rbias beta.rbias2 beta.rmse beta.cover theta.cor theta.bias theta.abbias theta.rbias theta.rbias2 theta.rmse theta.cover attra.cor attra.bias attra.abbias attra.rbias attra.rbias2 attra.rmse attra.cover lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover corrupt efficiency
1 1 1957 0 0 0 0 0 1.0095 0 0.9639 -0.9533 0.9591 -0.2149 0.7851 1.065 0.2917 0.9144 -0.7779 0.8241 -0.2015 0.7985 0.9423 0.58 0.9969 -0.7698 0.7698 -0.0844 0.9156 0.7791 0.185 0.1308 0.1308 0.5231 1.5231 1 -0.2376 0.2376 -0.2227 0.7773 1 -0.2998 0.2998 -0.2998 0.7002 0 0 0
1 2 1569 0 0 0 0 0 1.0061 0 0.9687 0.3913 0.4326 -1.4024 -0.4024 0.5307 0.8333 0.934 0.3464 0.453 -0.1597 0.8403 0.5607 0.915 0.9911 0.4201 0.4201 -0.3377 0.6623 0.4498 0.63 -0.1168 0.1168 -0.4673 0.5327 1 -0.1465 0.1465 -0.1374 0.8626 1 -0.1041 0.1041 -0.1041 0.8959 1 0 0
1 3 2201 0 0 0 0 0 1.0073 0 0.9468 0.5044 0.5044 -0.2557 0.7443 0.5576 0.625 0.9316 0.5163 0.6158 -0.9244 0.0756 0.7129 0.79 0.989 0.4977 0.4977 0.0325 1.0325 0.5109 0.93 0.0664 0.0664 0.2654 1.2654 1 0.0906 0.0906 0.085 1.085 1 0.0288 0.0288 0.0288 1.0288 1 0 0
1 4 2021 0 0 0 0 0 1.0063 0 0.9637 -0.3232 0.3529 -0.4902 0.5098 0.5264 0.9583 0.9415 -0.3205 0.4334 0.0676 1.0676 0.5434 0.925 0.9854 -0.383 0.3868 -0.1463 0.8537 0.4353 0.895 -0.0572 0.0572 -0.2287 0.7713 1 0.0246 0.0246 0.023 1.023 1 0.0416 0.0416 0.0416 1.0416 1 0 0
1 5 2179 0 0 1 0 0 1.0032 0 0.9777 0.6388 0.6388 -1.3158 -0.3158 0.6829 0.5417 0.947 0.5785 0.6524 -0.3261 0.6739 0.7482 0.85 0.9927 0.6541 0.6541 0.1817 1.1817 0.6613 0.3 -0.0327 0.0327 -0.1307 0.8693 1 0.17 0.17 0.1594 1.1594 1 0.1671 0.1671 0.1671 1.1671 1 0 1
1 6 2649 0 0 145 12 0 1.0238 0 0.964 0.2317 0.2814 -3.5519 -2.5519 0.3385 0.9167 0.9611 0.2692 0.3795 0.3128 1.3128 0.4728 0.965 0.9867 0.2158 0.216 0.0022 1.0022 0.2507 1 0.0263 0.0263 0.1052 1.1052 1 0.1358 0.1358 0.1273 1.1273 1 0.1005 0.1005 0.1005 1.1005 1 0 1
1 7 1944 0 0 1 29 0 1.0329 0 0.9777 -0.1796 0.2864 0.0902 1.0902 0.3558 0.9583 0.9275 -0.2009 0.4038 -0.9498 0.0502 0.5053 0.92 0.9912 -0.1167 0.1468 -0.1642 0.8358 0.1993 1 -0.1573 0.1573 -0.6293 0.3707 1 -0.3732 0.3732 -0.3499 0.6501 0 -0.3198 0.3198 -0.3198 0.6802 0 0 1
1 8 2184 0 0 0 0 0 1.0122 0 0.9654 0.1729 0.266 -0.3877 0.6123 0.3383 1 0.9496 0.2447 0.376 -5.1686 -4.1686 0.4764 0.97 0.921 0.2389 0.2967 -0.4363 0.5637 0.3853 0.815 -0.192 0.192 -0.768 0.232 0 -0.0563 0.0563 -0.0528 0.9472 1 -0.003 0.003 -0.003 0.997 1 0 0
1 9 1776 0 0 0 0 0 1.0141 0 0.9744 -0.0435 0.2223 -0.2216 0.7784 0.3069 0.9583 0.9348 -0.0507 0.3314 0.177 1.177 0.4323 0.975 0.9666 -0.1881 0.2683 -0.1351 0.8649 0.2893 1 0.0052 0.0052 0.0207 1.0207 1 -0.248 0.248 -0.2325 0.7675 1 -0.2429 0.2429 -0.2429 0.7571 1 0 0
1 10 2913 0 0 805 0 0 1.0196 0 0.9782 -0.0311 0.2146 -0.7332 0.2668 0.2904 1 0.9443 -0.0071 0.3882 -2.1808 -1.1808 0.4908 0.95 0.9821 -0.0073 0.138 0.0581 1.0581 0.1713 1 -0.0592 0.0592 -0.2368 0.7632 1 -0.3289 0.3289 -0.3084 0.6916 0 -0.2972 0.2972 -0.2972 0.7028 0 0 1
