cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
32 1 5735 0 0 0 0 0 1.0124 0 0.9825 0.4855 0.4855 0.5238 0.6667 1.1169 0.8285 0.4453 0.63 0.8255 0.876 2.5119 0.9826 0.4884 0.4884 0.5151 0.522 1.0027 -0.0774 0.0774 NA NA 1 0.3511 3e-04 3e-04 3e-04 1.0003 1 0.4923 -0.0139 0.0139 -0.0139 0.9861 1 0.484 0 0
32 2 6130 0 0 0 0 0 1.0037 0 0.9784 0.0824 0.1535 0.2055 1 1.0768 0.8331 0.1075 0.5317 0.7232 0.94 2.5441 0.9849 0.064 0.0886 0.1483 1 1.0079 0.0013 0.0013 NA NA 1 0.3133 -0.0903 0.0903 -0.0903 0.9097 1 0.4769 -0.0962 0.0962 -0.0962 0.9038 1 0.4704 0 0
32 3 6184 0 0 0 0 0 1.007 0 0.9836 -0.2462 0.2556 0.3003 0.9583 1.0716 0.8399 -0.2924 0.5416 0.7331 0.936 2.4972 0.9854 -0.3149 0.3149 0.3379 0.962 1.0181 0.0018 0.0018 NA NA 1 0.3037 -0.0299 0.0299 -0.0299 0.9701 1 0.4644 -0.0359 0.0359 -0.0359 0.9641 1 0.4614 0 0
32 4 5330 0 0 0 0 0 1.0103 0 0.9776 0.9491 0.9491 0.9681 0 1.1321 0.819 0.9392 1.0134 1.1731 0.61 2.58 0.988 0.897 0.897 0.9075 0 1.0285 0.0904 0.0904 NA NA 1 0.3447 -0.0816 0.0816 -0.0816 0.9184 1 0.4748 -0.0969 0.0969 -0.0969 0.9031 1 0.4604 0 0
32 5 5439 0 0 0 0 0 1.0065 0 0.9913 -0.7352 0.7352 0.749 0.2083 1.1406 0.842 -0.7088 0.8428 0.9814 0.734 2.6721 0.9896 -0.7049 0.7049 0.7137 0.084 1.0492 -0.0047 0.0047 NA NA 1 0.3271 0.0824 0.0824 0.0824 1.0824 1 0.5068 0.0748 0.0748 0.0748 1.0748 1 0.5037 0 0
32 6 5962 0 0 0 0 0 1.006 0 0.9828 -0.4651 0.4651 0.5211 0.6667 1.1241 0.8488 -0.4282 0.6077 0.8001 0.876 2.5399 0.9804 -0.388 0.388 0.4212 0.85 1.0244 0.0706 0.0706 NA NA 1 0.3138 0.0109 0.0109 0.0109 1.0109 1 0.4829 -8e-04 8e-04 -8e-04 0.9992 1 0.4737 0 0
32 7 6861 0 0 0 0 0 1.0053 0 0.9759 0.2945 0.3024 0.375 0.9167 1.0775 0.8208 0.2819 0.5462 0.7297 0.94 2.5972 0.9897 0.3023 0.3023 0.357 0.78 1.0123 0.0529 0.0529 NA NA 1 0.3133 0.1205 0.1205 0.1205 1.1205 1 0.5486 0.1103 0.1103 0.1103 1.1103 1 0.5439 0 0
32 8 5903 0 0 0 0 0 1.0108 0 0.9772 -0.0262 0.1455 0.1837 1 1.0305 0.8575 -0.0946 0.4689 0.6269 0.968 2.3716 0.9969 -0.0887 0.1008 0.1275 1 0.962 -0.0103 0.0103 NA NA 1 0.2764 -0.1045 0.1045 -0.1045 0.8955 1 0.422 -0.109 0.109 -0.109 0.891 1 0.4225 0 0
32 9 5840 0 0 0 0 0 1.004 0 0.9778 -0.5579 0.5579 0.5973 0.4583 1.084 0.8428 -0.5285 0.7056 0.8712 0.79 2.4198 0.9933 -0.4965 0.4965 0.5033 0.356 0.984 0.027 0.027 NA NA 1 0.3004 -0.1563 0.1563 -0.1563 0.8437 1 0.4163 -0.162 0.162 -0.162 0.838 1 0.4135 0 0
32 10 5936 0 0 0 0 0 1.0065 0 0.9743 0.382 0.382 0.4368 0.875 1.0842 0.8371 0.3853 0.6038 0.7719 0.888 2.4069 0.9935 0.4524 0.4524 0.4763 0.584 0.9652 -0.1039 0.1039 NA NA 1 0.3441 -0.1442 0.1442 -0.1442 0.8558 1 0.4267 -0.1604 0.1604 -0.1604 0.8396 1 0.4245 0 0
32 11 5605 0 0 0 0 0 1.0092 0 0.9702 -0.8542 0.8542 0.9592 0.125 1.2854 0.8083 -0.767 0.8645 1.047 0.72 2.4856 0.984 -0.8171 0.8171 0.8275 0 1.0065 -0.1289 0.1289 NA NA 1 0.3267 -0.1525 0.1525 -0.1525 0.8475 1 0.4565 -0.1724 0.1724 -0.1724 0.8276 1 0.4426 0 0
32 12 7394 0 0 0 0 0 1.0032 0 0.9647 -0.4947 0.5665 0.6969 0.5417 1.2759 0.8193 -0.4228 0.6218 0.8078 0.864 2.3528 0.9924 -0.4849 0.4849 0.5086 0.552 0.9857 0.0076 0.0076 NA NA 1 0.326 -0.2276 0.2276 -0.2276 0.7724 0 0.3951 -0.233 0.233 -0.233 0.767 0 0.3934 0 0
32 13 7567 0 0 0 0 0 1.0055 0 0.9891 0.0528 0.1349 0.1716 1 1.081 0.823 0.029 0.4983 0.6795 0.956 2.4851 0.9779 0.0528 0.1371 0.1575 1 1.0253 0.1171 0.1171 NA NA 1 0.2997 -0.0287 0.0287 -0.0287 0.9713 1 0.4765 -0.0481 0.0481 -0.0481 0.9519 1 0.4565 0 0
32 14 5627 0 0 0 0 0 1.0081 0 0.9839 0.6589 0.6589 0.7011 0.3333 1.1595 0.8119 0.6842 0.7915 0.9853 0.706 2.1949 0.9897 0.6955 0.6955 0.7073 0.098 0.9716 0.075 0.075 NA NA 1 0.3576 -0.3785 0.3785 -0.3785 0.6215 0 0.3341 -0.3871 0.3871 -0.3871 0.6129 0 0.3279 0 0
32 15 8469 0 0 0 0 0 1.0099 0 0.9614 0.5442 0.5442 0.5769 0.5833 1.0579 0.8458 0.4314 0.6405 0.7898 0.852 2.3546 0.9916 0.3834 0.3834 0.4 0.768 0.9877 0.0482 0.0482 NA NA 1 0.3207 -0.2163 0.2163 -0.2163 0.7837 0 0.3899 -0.2234 0.2234 -0.2234 0.7766 0 0.3889 0 0
32 16 5727 0 0 0 0 0 1.0069 0 0.983 -0.236 0.2598 0.3061 0.9583 1.0847 0.8509 -0.1868 0.4977 0.6622 0.94 2.48 0.975 -0.1869 0.22 0.2558 1 0.9883 -0.1034 0.1034 NA NA 1 0.3165 -0.0512 0.0512 -0.0512 0.9488 1 0.4772 -0.0678 0.0678 -0.0678 0.9322 1 0.4643 0 0
32 17 6357 0 0 0 0 0 1.0092 0 0.9881 -0.2917 0.2928 0.3378 0.9583 1.1302 0.8509 -0.268 0.5197 0.6981 0.934 2.3792 0.988 -0.2276 0.2276 0.256 0.974 0.9998 -0.0697 0.0697 NA NA 1 0.3335 -0.1559 0.1559 -0.1559 0.8441 1 0.4252 -0.166 0.166 -0.166 0.834 1 0.4176 0 0
32 18 7452 0 0 0 0 0 1.0097 0 0.9781 0.2258 0.2358 0.2985 0.9167 1.0899 0.8384 0.2503 0.5466 0.7389 0.916 2.429 0.9805 0.2061 0.2295 0.2659 0.956 1.0139 -0.0845 0.0845 NA NA 1 0.2962 -0.103 0.103 -0.103 0.897 1 0.438 -0.1145 0.1145 -0.1145 0.8855 1 0.4299 0 0
32 19 8615 0 0 0 0 0 1.0113 0 0.9753 -0.3406 0.3791 0.4995 0.8333 1.1695 0.8247 -0.328 0.5998 0.8215 0.89 2.3168 0.984 -0.2915 0.2915 0.3182 0.95 1.0103 0.0849 0.0849 NA NA 1 0.3145 -0.2459 0.2459 -0.2459 0.7541 0 0.384 -0.2564 0.2564 -0.2564 0.7436 0 0.38 0 0
32 20 7226 0 0 0 0 0 1.013 0 0.9925 0.0472 0.1065 0.1335 1 1.0716 0.8335 0.0042 0.476 0.6578 0.97 2.4626 0.9593 -0.0146 0.1502 0.2019 0.98 1.0304 0.0324 0.0324 NA NA 1 0.3193 0.05 0.05 0.05 1.05 1 0.4928 0.0419 0.0419 0.0419 1.0419 1 0.4895 0 0
32 21 8920 0 0 0 0 0 1.0109 0 0.9923 0.2368 0.2468 0.2892 1 1.1151 0.8346 0.2174 0.5229 0.7113 0.954 2.5343 0.991 0.1966 0.2027 0.2306 1 1.0277 0.0276 0.0276 NA NA 1 0.2913 0.0715 0.0715 0.0715 1.0715 1 0.5302 0.0649 0.0649 0.0649 1.0649 1 0.5186 0 0
32 22 5845 0 0 0 0 0 1.0039 0 0.9842 -0.3158 0.3349 0.3874 0.8333 1.152 0.8157 -0.2975 0.5976 0.7959 0.944 2.6403 0.9619 -0.3481 0.3481 0.3984 0.75 1.019 -0.0979 0.0979 NA NA 1 0.3127 0.0844 0.0844 0.0844 1.0844 1 0.5462 0.0671 0.0671 0.0671 1.0671 1 0.5414 0 0
32 23 6099 0 0 0 0 0 1.0091 0 0.9793 -0.263 0.2842 0.3445 0.9167 1.1114 0.8482 -0.2251 0.5122 0.6773 0.956 2.457 0.9793 -0.2277 0.2467 0.2762 1 1.0195 -0.0469 0.0469 NA NA 1 0.3132 -0.1036 0.1036 -0.1036 0.8964 1 0.4459 -0.1113 0.1113 -0.1113 0.8887 1 0.442 0 0
32 24 6042 0 0 0 0 0 1.0081 0 0.9836 -0.4883 0.4883 0.5405 0.5417 1.1815 0.8283 -0.5131 0.6682 0.8364 0.858 2.5791 0.9813 -0.5188 0.5188 0.5424 0.372 1.0445 0.0229 0.0229 NA NA 1 0.3323 -0.0081 0.0081 -0.0081 0.9919 1 0.5 -0.0159 0.0159 -0.0159 0.9841 1 0.4976 0 0
32 25 7520 0 0 0 0 0 1.0106 0 0.9845 0.4247 0.4321 0.5223 0.7917 1.2269 0.8416 0.3386 0.5759 0.739 0.904 2.5147 0.9834 0.3009 0.3009 0.3301 1 1.0459 0.1002 0.1002 NA NA 1 0.3083 -0.0427 0.0427 -0.0427 0.9573 1 0.4908 -0.0584 0.0584 -0.0584 0.9416 1 0.4778 0 0
32 26 5827 0 0 0 0 0 1.0045 0 0.9679 0.8125 0.8125 0.8358 0.0833 1.0898 0.8493 0.8021 0.8781 1.0381 0.67 2.6296 0.9931 0.8125 0.8125 0.8167 0.024 1.0539 0.0645 0.0645 NA NA 1 0.2868 0.1538 0.1538 0.1538 1.1538 1 0.5768 0.1427 0.1427 0.1427 1.1427 1 0.5645 0 0
32 27 5521 0 0 0 0 0 1.0055 0 0.98 0.516 0.516 0.5628 0.5 1.1436 0.8435 0.5611 0.6803 0.8651 0.854 2.6228 0.981 0.6145 0.6145 0.6299 0.156 1.0502 0.0277 0.0277 NA NA 1 0.3266 0.0418 0.0418 0.0418 1.0418 1 0.539 0.0336 0.0336 0.0336 1.0336 1 0.5255 0 0
32 28 7585 0 0 0 0 0 1.0064 0 0.9842 -0.2199 0.236 0.2736 1 1.0603 0.8211 -0.146 0.5363 0.7305 0.938 2.5204 0.998 -0.1237 0.124 0.132 1 1.0086 0.0667 0.0667 NA NA 1 0.2889 -0.0187 0.0187 -0.0187 0.9813 1 0.47 -0.0285 0.0285 -0.0285 0.9715 1 0.4664 0 0
32 29 7146 0 0 0 0 0 1.0084 0 0.9814 -0.4015 0.4015 0.4526 0.7917 1.1215 0.8753 -0.403 0.5596 0.6989 0.92 2.4921 0.9868 -0.3948 0.3948 0.4118 0.92 1.0266 0.0041 0.0041 NA NA 1 0.339 -0.0528 0.0528 -0.0528 0.9472 1 0.4806 -0.06 0.06 -0.06 0.94 1 0.4731 0 0
