cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
30 1 638 0 0 0 0 0 1.0003 0 0.9566 7e-04 0.2831 0.3653 2.1752 0.8093 -0.0677 0.4563 0.6087 4.0877 0.1444 0.1444 0.4213 0 0
30 2 590 0 0 0 0 0 1.001 0 0.9762 0 0.1844 0.2463 1.9379 0.8164 -0.032 0.3942 0.5138 3.9906 0.0244 0.0244 0.3794 0 0
30 3 659 0 0 0 0 0 1.001 0 0.9736 -0.0641 0.1978 0.2221 1.5997 0.7864 0.0186 0.4173 0.6004 4.035 -0.04 0.04 0.4232 0 0
30 4 654 0 0 0 0 0 1.0011 0 0.9305 -0.2986 0.3454 0.5048 2.5301 0.8173 -0.1113 0.4577 0.594 4.0831 0.1513 0.1513 0.4347 0 0
30 5 643 0 0 0 0 0 1.0003 0 0.9724 -0.0881 0.1877 0.2424 1.9039 0.8113 -0.0044 0.3969 0.5589 4.1318 0.0705 0.0705 0.4433 0 0
30 6 674 0 0 0 0 0 1.001 0 0.9586 -0.0303 0.1905 0.2393 1.4557 0.873 -0.0232 0.369 0.4854 4.0446 0.0471 0.0471 0.384 0 0
30 7 680 0 0 0 0 0 1.0001 0 0.9539 -0.0608 0.2701 0.3301 2.0307 0.8154 -0.0618 0.4562 0.5857 4.2045 -0.0943 0.0943 0.4373 0 0
30 8 665 0 0 0 0 0 1.0008 0 0.8876 -0.3275 0.4144 0.5533 2.4966 0.8223 -0.1699 0.4817 0.6131 4.093 0.0348 0.0348 0.4419 0 0
30 9 578 0 0 0 0 0 1.0005 0 0.9806 0.0783 0.1879 0.2244 2.06 0.8147 0.0344 0.4008 0.5476 4.0235 0.0016 0.0016 0.4062 0 0
30 10 484 0 0 0 0 0 1.0011 0 0.984 0.1183 0.2022 0.2476 1.8917 0.8353 0.1245 0.4286 0.573 4.167 0.1136 0.1136 0.3794 0 0
30 11 602 0 0 0 0 0 1.0006 0 0.9568 -0.0933 0.23 0.369 2.1752 0.8135 -0.0761 0.4315 0.5789 4.0075 -0.1774 0.1774 0.4136 0 0
30 12 673 0 0 0 0 0 1.0001 0 0.9562 -0.0368 0.2148 0.2558 1.1996 0.849 -0.0266 0.4149 0.54 4.0439 0.0198 0.0198 0.4181 0 0
30 13 680 0 0 0 0 0 1.0004 0 0.9712 0.0355 0.2078 0.2566 2.224 0.8251 2e-04 0.3891 0.5367 4.1994 0.0254 0.0254 0.4426 0 0
30 14 722 0 0 0 0 0 1.0011 0 0.9547 -0.0769 0.385 0.5691 2.4506 0.7756 -0.0071 0.4677 0.6605 4.1044 0.2997 0.2997 0.3793 0 0
30 15 617 0 0 0 0 0 1.0004 0 0.9741 0.1017 0.2585 0.3209 1.8104 0.8476 0.0949 0.4452 0.5755 4.0441 0.0049 0.0049 0.3781 0 0
30 16 708 0 0 0 0 0 1.0005 0 0.9288 0.2943 0.3933 0.576 2.6751 0.8439 0.13 0.4411 0.5616 4.1287 -0.0741 0.0741 0.4587 0 0
30 17 569 0 0 0 0 0 1.001 0 0.9733 -0.1943 0.2313 0.2881 1.8803 0.8019 -0.1387 0.439 0.6209 4.0006 -0.0249 0.0249 0.375 0 0
30 18 657 0 0 0 0 0 1.0001 0 0.9394 0.1237 0.2656 0.351 1.687 0.8193 0.1043 0.4643 0.6333 4.2339 -0.0325 0.0325 0.4221 0 0
