cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
37 1 503 5 0 0 0 0 1.001 0 0.8653 -0.1761 0.2156 0.2632 1.6054 0.9656 -0.2906 0.4534 0.6644 10.9936 0.8033 0.2003 0.4832 0.6095 4.3216 0.0927 0.0927 0.7176 1 0
37 2 496 1 0 0 0 0 1.0001 0 -0.5056 0.075 0.4007 0.4351 1.6397 0.9608 -0.1327 0.3942 0.5478 7.7175 0.7222 -0.1307 0.6083 0.8013 4.2215 0.2154 0.2154 0.5507 1 0
37 3 512 0 0 0 0 0 1.0003 0 0.8941 -0.1395 0.237 0.2731 2.2362 0.9678 0.1934 0.5715 0.8265 13.4299 0.7587 0.035 0.4988 0.6049 4.1597 0.1726 0.1726 0.5813 0 0
37 4 513 0 0 0 0 0 1.0007 0 0.1272 0.1048 0.3304 0.4762 2.4359 0.9506 -0.0079 0.3753 0.4391 5.1842 0.7811 0.0712 0.5309 0.6621 4.2066 0.0754 0.0754 0.5961 0 0
37 5 480 0 0 0 0 0 1.0004 0 0.2993 0.0403 0.2502 0.2972 1.726 0.9674 -0.3021 0.3757 0.4802 6.6817 0.7138 -0.1798 0.5817 0.7395 4.0642 -0.1431 0.1431 0.635 0 0
37 6 490 5 0 0 0 0 1.0003 0 0.71 -0.2134 0.29 0.3175 1.7911 0.9428 -0.77 1.12 2.0211 31.6203 0.77 0.0137 0.5373 0.6473 4.1973 0.0823 0.0823 0.7102 1 0
37 7 489 23 0 0 0 0 1.0004 0 0.6089 0.0091 0.1229 0.1477 1.4718 0.9724 -0.2887 0.3807 0.4416 4.0629 0.7481 -0.4481 0.6854 0.8681 4.1952 0.279 0.279 0.5427 1 0
37 8 483 3 0 0 0 0 1.0011 0 -0.8753 -0.1408 0.2894 0.3069 1.7367 0.9809 0.1914 0.5544 0.6938 11.8957 0.6299 0.2473 0.6091 0.7628 4.9123 -0.2535 0.2535 1.0485 1 0
37 9 460 0 0 0 0 0 1.0004 0 0.5747 -0.0469 0.2335 0.2732 1.7101 0.9657 -0.2079 0.3425 0.419 5.8751 0.7123 -0.0981 0.5542 0.754 4.1805 0.0911 0.0911 0.6197 0 0
37 10 514 0 0 0 0 0 1.0004 0 0.5702 -0.1796 0.2559 0.3549 1.5901 0.9868 0.0763 0.3351 0.4205 7.5151 0.7382 0.024 0.5359 0.7111 3.9953 -0.1978 0.1978 0.7758 0 0
