cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
34 1 1169 0 0 0 0 0 1.0068 0 0.9395 0.4676 0.4805 0.5383 1 1.6443 0.8601 0.4115 0.6806 0.8416 0.94 3.08 0.9473 0.5313 0.5317 0.6133 0.98 1.8325 0.1315 0.1315 0.526 1.526 1 0.4946 0.0408 0.0408 0.0383 1.0383 1 1.2903 -0.0787 0.0787 -0.0787 0.9213 1 1.0655 0 0
34 2 725 0 0 0 0 0 1.0019 0 0.9182 0.4176 0.4413 0.5268 0.8333 1.648 0.826 0.418 0.706 0.8758 0.89 2.7795 0.9887 0.4336 0.4398 0.5043 1 1.5355 -0.1236 0.1236 -0.4946 0.5054 1 0.7006 -0.4009 0.4009 -0.3759 0.6241 1 0.8373 -0.3672 0.3672 -0.3672 0.6328 1 0.8032 0 0
34 3 1070 0 0 0 0 0 1.0041 0 0.973 0.154 0.1702 0.2372 1 1.6407 0.8935 0.1939 0.5767 0.7247 0.995 3.6444 0.9533 0.1228 0.2845 0.3648 1 1.9046 -0.0146 0.0146 -0.0584 0.9416 1 0.5813 0.7923 0.7923 0.7428 1.7428 1 2.0449 0.7067 0.7067 0.7067 1.7067 1 1.8131 0 0
34 4 813 0 0 0 0 0 1.0062 0 0.9194 0.0549 0.3214 0.3852 1 1.6072 0.841 0.005 0.5966 0.75 0.95 2.7426 0.9563 0.0978 0.2639 0.3027 1 1.5645 -0.0213 0.0213 -0.0853 0.9147 1 0.538 -0.2886 0.2886 -0.2705 0.7295 1 0.9153 -0.2798 0.2798 -0.2798 0.7202 1 0.837 0 0
34 5 952 0 0 0 0 0 1.0019 0 0.8904 -0.1718 0.3767 0.4411 1 1.5726 0.8114 -0.1678 0.6011 0.8075 0.95 3.1039 0.9597 -0.191 0.3425 0.3999 1 1.7049 -0.0087 0.0087 -0.0346 0.9654 1 0.5414 0.1707 0.1707 0.16 1.16 1 1.3619 0.1387 0.1387 0.1387 1.1387 1 1.2357 0 0
34 6 1053 0 0 0 0 0 1.0045 0 0.9297 -0.8054 0.8054 0.8481 0.5 1.6421 0.8436 -1.0172 1.0613 1.2216 0.73 2.9508 0.9382 -0.8417 0.8454 0.9077 0.43 1.7212 0.0817 0.0817 0.3268 1.3268 1 0.5604 -0.1124 0.1124 -0.1053 0.8947 1 1.1354 -0.1772 0.1772 -0.1772 0.8228 1 0.9734 0 0
34 7 765 0 0 0 0 0 1.0074 0 0.9804 0.1041 0.1531 0.2075 1 1.6037 0.8125 -0.0118 0.5723 0.761 0.965 3.0909 0.9 0.1115 0.3998 0.4963 0.925 1.5852 -0.1233 0.1233 -0.4931 0.5069 1 0.5936 0.0801 0.0801 0.0751 1.0751 1 1.2631 0.1004 0.1004 0.1004 1.1004 1 1.1795 0 0
34 8 1133 0 0 0 0 0 1.0026 0 0.9486 -0.8041 0.8041 0.882 0.5 1.6052 0.8299 -0.7357 0.876 1.048 0.795 2.9285 0.9153 -0.6832 0.6832 0.7877 0.67 1.6634 0.0472 0.0472 0.1888 1.1888 1 0.521 -0.0449 0.0449 -0.0421 0.9579 1 1.1233 -0.089 0.089 -0.089 0.911 1 1.021 0 0
34 9 1306 0 0 0 0 0 1.0035 0 0.9809 -0.4063 0.4158 0.469 1 1.6413 0.8377 -0.4478 0.715 0.8932 0.85 2.5728 0.9612 -0.3922 0.3922 0.4921 0.84 1.7297 0.2203 0.2203 0.8813 1.8813 1 0.5875 -0.388 0.388 -0.3637 0.6363 1 0.8824 -0.4934 0.4934 -0.4934 0.5066 0 0.6726 0 0
34 10 901 0 0 0 0 0 1.0031 0 0.9455 -0.3347 0.4661 0.5414 0.9167 1.6846 0.7875 -0.3798 0.7153 0.9065 0.89 2.9783 0.9433 -0.4901 0.5533 0.6607 0.615 1.6022 -0.0429 0.0429 -0.1717 0.8283 1 0.5676 -0.0237 0.0237 -0.0222 0.9778 1 1.1847 -0.0254 0.0254 -0.0254 0.9746 1 1.116 0 0
34 11 1184 0 0 0 0 0 1.0038 0 0.9774 -0.3599 0.3849 0.4411 0.9167 1.6541 0.8098 -0.32 0.6495 0.8746 0.89 2.7303 0.981 -0.4108 0.4108 0.4553 1 1.6947 0.1043 0.1043 0.4171 1.4171 1 0.4715 -0.2904 0.2904 -0.2723 0.7277 1 0.9311 -0.3365 0.3365 -0.3365 0.6635 1 0.7801 0 0
