cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
64 1 1727 0 0 0 0 0 1.0001 0 0.9833 0.0455 0.1823 0.2327 1.3677 0.8127 0.0164 0.4525 0.6134 4.0963 0.0251 0.0251 0.2446 0 0
64 2 1699 0 0 0 0 0 1.0007 0 0.9888 -0.0338 0.1159 0.1485 1.6229 0.7864 -0.0819 0.4639 0.6248 4.1803 0.0226 0.0226 0.2791 0 0
64 3 1682 0 0 0 0 0 1.0015 0 0.98 -0.0277 0.1734 0.225 1.385 0.7608 0.0175 0.4756 0.6464 4.0952 -0.0395 0.0395 0.3169 0 0
64 4 1721 0 0 0 0 0 1.0007 0 0.9679 -0.0744 0.3092 0.505 2.1794 0.7664 -0.0728 0.517 0.6849 4.0645 -0.0449 0.0449 0.3152 0 0
64 5 1768 0 0 0 0 0 1.0005 0 0.9737 0.0177 0.1759 0.2212 1.1672 0.8083 -0.0252 0.4581 0.6225 4.1279 0.0395 0.0395 0.2641 0 0
64 6 1739 0 0 0 0 0 1.0004 0 0.9819 -0.0443 0.1238 0.1604 1.084 0.7938 -0.0152 0.4478 0.6203 4.1073 0.0041 0.0041 0.2619 0 0
64 7 1781 0 0 0 0 0 1.0002 0 0.9905 0.0191 0.11 0.132 1.0232 0.8152 -0.0051 0.4286 0.5774 4.005 -0.1289 0.1289 0.2603 0 0
64 8 1684 0 0 0 0 0 1.0007 0 0.9856 -0.0109 0.1249 0.1605 1.2099 0.7899 -0.0336 0.4579 0.6454 4.0319 -0.0481 0.0481 0.2796 0 0
64 9 1752 0 0 0 0 0 1.0008 0 0.9898 -0.0761 0.1719 0.2188 2.0537 0.7972 -0.0734 0.4812 0.6376 4.0486 -0.1651 0.1651 0.2854 0 0
64 10 1745 0 0 0 0 0 1.0001 0 0.9832 -0.084 0.1392 0.2036 1.3227 0.8108 -0.0536 0.4601 0.6191 4.0344 -0.0472 0.0472 0.2853 0 0
64 11 1749 0 0 0 0 0 1.0007 0 0.9754 0.0653 0.1767 0.2334 1.7541 0.8251 0.0108 0.4422 0.5925 4.0291 -0.0517 0.0517 0.2499 0 0
64 12 1750 0 0 0 0 0 1.0007 0 0.9806 0.0074 0.1383 0.1909 1.2222 0.7929 0.0107 0.4406 0.6164 4.0622 0.0142 0.0142 0.2589 0 0
64 13 1771 0 0 0 0 0 1.0013 0 0.9839 -0.105 0.1669 0.2082 1.4606 0.7903 -0.0567 0.4585 0.644 4.0781 0.0097 0.0097 0.2507 0 0
64 14 1689 0 0 0 0 0 1.0002 0 0.9642 -0.0506 0.2465 0.3417 2.3298 0.7594 -0.0238 0.4848 0.6554 4.042 -0.0735 0.0735 0.2827 0 0
64 15 1722 0 0 0 0 0 1.0004 0 0.9805 -0.1553 0.1909 0.3171 2.2779 0.7736 -0.0546 0.4595 0.6564 4.0912 -0.0272 0.0272 0.295 0 0
64 16 1792 0 0 0 0 0 1.0005 0 0.9602 0.1405 0.2736 0.4704 2.7072 0.7874 -2e-04 0.4587 0.6193 4.1148 0.0093 0.0093 0.2674 0 0
64 17 1758 0 0 0 0 0 1.0007 0 0.9786 0.047 0.1943 0.2635 1.7064 0.776 0.0696 0.4379 0.5929 4.0259 -0.0918 0.0918 0.2881 0 0
64 18 1720 0 0 0 0 0 1.0007 0 0.9457 0.0796 0.244 0.411 1.8001 0.8049 -0.089 0.4334 0.6012 4.0773 -0.0616 0.0616 0.2686 0 0
64 19 1738 0 0 0 0 0 1.0012 0 0.9769 -0.0549 0.1716 0.2124 1.0304 0.7708 -0.0213 0.4824 0.6551 4.1711 0.0612 0.0612 0.2696 0 0
64 20 1773 0 0 0 0 0 1.0008 0 0.9709 0.1316 0.1888 0.2563 1.205 0.8002 0.1011 0.4433 0.594 4.0366 -0.0281 0.0281 0.2613 0 0
64 21 1730 0 0 0 0 0 1.0001 0 0.9918 0.1635 0.1835 0.2285 1.5825 0.794 0.0626 0.4407 0.5882 4.0515 -0.109 0.109 0.2656 0 0
64 22 1747 0 0 0 0 0 1.0003 0 0.9901 -0.1463 0.1828 0.2266 1.5323 0.7807 -0.1393 0.4795 0.6747 4.0292 -0.0826 0.0826 0.2664 0 0
64 23 1750 0 0 0 0 0 1.0004 0 0.9825 0.0205 0.1807 0.2717 2.0312 0.7944 -0.0147 0.4639 0.632 4.1512 0.0428 0.0428 0.2764 0 0
64 24 1779 0 0 0 0 0 1.0009 0 0.9787 0.0695 0.1999 0.261 1.6137 0.8122 0.1022 0.4632 0.6305 4.0395 -0.0635 0.0635 0.2668 0 0
64 25 1845 0 0 0 0 0 1.0002 0 0.9877 -0.0784 0.2122 0.2716 2.0669 0.826 -0.0399 0.4384 0.5713 4.0732 3e-04 3e-04 0.255 0 0
64 26 1713 0 0 0 0 0 1.0007 0 0.9867 -0.099 0.1411 0.1704 1.2211 0.792 -0.0475 0.4681 0.6563 4.0319 -0.1527 0.1527 0.277 0 0
64 27 1764 0 0 0 0 0 1.0002 0 0.9783 0.0666 0.1429 0.1855 1.0126 0.7859 0.058 0.4641 0.6685 4.1843 0.079 0.079 0.2305 0 0
64 28 1706 0 0 0 0 0 1.0005 0 0.9768 -0.1213 0.252 0.3294 2.5464 0.7444 -0.1148 0.4596 0.6408 4.0126 -0.1553 0.1553 0.2843 0 0
64 29 1789 0 0 0 0 0 1.0008 0 0.9874 -0.1655 0.176 0.2785 1.6903 0.8088 -0.0707 0.4659 0.614 4.127 0.031 0.031 0.2536 0 0
64 30 1731 0 0 0 0 0 1.0005 0 0.9557 0.1462 0.2497 0.3499 1.5368 0.7808 0.0592 0.4915 0.6812 4.2472 0.1305 0.1305 0.2408 0 0
64 31 1743 0 0 0 0 0 1.0005 0 0.9844 0.0502 0.1407 0.1902 1.2142 0.821 0.0262 0.4443 0.6026 4.062 -0.0647 0.0647 0.2507 0 0
64 32 1744 0 0 0 0 0 1.0007 0 0.9634 -0.222 0.2874 0.4791 2.6155 0.7909 -0.1062 0.4646 0.6388 4.0975 0.023 0.023 0.2598 0 0
64 33 1742 0 0 0 0 0 1.0004 0 0.984 0.0545 0.1577 0.1979 1.473 0.7755 -0.0235 0.4695 0.6696 4.0651 -0.1372 0.1372 0.3091 0 0
64 34 1721 0 0 0 0 0 1.0004 0 0.989 -0.0529 0.1129 0.1429 0.9555 0.7967 0.0181 0.4522 0.623 4.0633 -0.054 0.054 0.2722 0 0
64 35 1746 0 0 0 0 0 1.0003 0 0.9734 0.0045 0.1396 0.2101 1.0475 0.8003 -0.0199 0.4612 0.6191 4.1313 0.0387 0.0387 0.2676 0 0
64 36 1730 0 0 0 0 0 1.0003 0 0.9875 0.0542 0.1443 0.2244 1.8034 0.7894 0.0374 0.464 0.6333 4.0438 -0.0514 0.0514 0.2809 0 0
64 37 1759 0 0 0 0 0 1.0008 0 0.9833 0.0421 0.1386 0.1745 1.4268 0.7737 0.062 0.4592 0.6312 4.0542 -0.0616 0.0616 0.274 0 0
64 38 1738 0 0 0 0 0 1.0005 0 0.9864 0.1114 0.1906 0.2391 2.2904 0.8149 0.0598 0.4317 0.5767 4.122 0.0072 0.0072 0.2641 0 0
64 39 1719 0 0 0 0 0 1.0007 0 0.9911 -0.1157 0.1933 0.2194 1.144 0.786 -0.1184 0.4802 0.6569 4.0054 -0.0905 0.0905 0.2696 0 0
64 40 1796 0 0 0 0 0 1.0004 0 0.9858 0.0919 0.1642 0.1995 1.764 0.8298 0.0675 0.4355 0.5902 4.1236 0.0412 0.0412 0.2438 0 0
64 41 1708 0 0 0 0 0 1.0009 0 0.9903 0.2035 0.2069 0.2656 2.2911 0.8151 0.081 0.4493 0.6062 4.2398 0.0856 0.0856 0.2568 0 0
64 42 1676 0 0 0 0 0 1.0009 0 0.9859 -0.0835 0.1284 0.1743 1.0925 0.8079 -0.011 0.4333 0.5788 4.1443 0.0064 0.0064 0.2787 0 0
64 43 1711 0 0 0 0 0 1.0007 0 0.9864 0.0243 0.2024 0.292 1.6625 0.762 0.013 0.4894 0.6702 4.1635 0.0657 0.0657 0.2545 0 0
64 44 1726 0 0 0 0 0 1.0012 0 0.9829 0.017 0.1781 0.2504 2.0839 0.7942 0.07 0.4768 0.6524 4.1006 0.0354 0.0354 0.2663 0 0
64 45 1766 0 0 0 0 0 1.0003 0 0.937 -0.1772 0.242 0.3629 1.5698 0.7712 -0.0658 0.5103 0.6945 4.1872 0.0623 0.0623 0.2546 0 0
64 46 1679 0 0 0 0 0 1.0011 0 0.9759 0.0432 0.1905 0.2286 1.3646 0.749 0.054 0.506 0.7007 4.0252 -0.1135 0.1135 0.3138 0 0
64 47 1719 0 0 0 0 0 1.0005 0 0.9859 0.1608 0.1914 0.2923 2.1605 0.7856 0.0617 0.4481 0.6142 4.0598 0.0077 0.0077 0.2763 0 0
