cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rbias beta.rbias2 beta.rmse beta.cover theta.cor theta.bias theta.abbias theta.rbias theta.rbias2 theta.rmse theta.cover attra.cor attra.bias attra.abbias attra.rbias attra.rbias2 attra.rmse attra.cover lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover corrupt efficiency
3 1 3217 4 0 40 0 0 1.0175 0 0.9636 -0.4807 0.5034 1.914 2.914 0.5669 0.7917 0.9291 -0.4696 0.5715 -0.3303 0.6697 0.6823 0.905 0.827 -0.7294 0.7294 -0.4592 0.5408 0.7921 0.725 -0.0393 0.0393 -0.0786 0.9214 1 0.2682 0.2682 0.2012 1.2012 1 0.2332 0.2332 0.2332 1.2332 1 1 1
3 2 2749 2 0 0 0 0 1.0045 0 0.9119 -0.0518 0.4707 -0.1575 0.8425 0.5666 0.9167 0.9165 -0.2574 0.4607 0.3002 1.3002 0.5779 0.965 0.8443 -0.2148 0.36 -0.0574 0.9426 0.4097 1 -0.0541 0.0541 -0.1082 0.8918 1 -0.371 0.371 -0.2782 0.7218 1 -0.2431 0.2431 -0.2431 0.7569 1 1 0
3 3 4586 0 0 2843 0 0 1.0026 0 0.9175 0.3213 0.3975 -0.1092 0.8908 0.4825 0.7917 0.9433 0.3369 0.4746 0.9771 1.9771 0.586 0.905 0.9769 0.4833 0.4878 1.4483 2.4483 0.5343 0.92 -0.0783 0.0783 -0.1566 0.8434 1 -0.2327 0.2327 -0.1745 0.8255 1 -0.1089 0.1089 -0.1089 0.8911 1 0 1
3 4 4135 0 0 1893 0 0 1.0099 0 0.9639 -0.0763 0.2057 -0.3453 0.6547 0.2544 0.9583 0.9594 -0.0644 0.4231 -0.2463 0.7537 0.54 0.95 0.9842 -0.3677 0.4083 -0.2233 0.7767 0.4914 0.84 -0.0077 0.0077 -0.0153 0.9847 1 -0.2953 0.2953 -0.2215 0.7785 1 -0.228 0.228 -0.228 0.772 1 0 1
3 5 2835 0 0 2 0 0 1.0046 0 0.9729 0.5982 0.5982 5.0118 6.0118 0.6557 0.5417 0.9623 0.5 0.6171 -0.0145 0.9855 0.7237 0.865 0.9857 0.5494 0.5829 0.8033 1.8033 0.6765 0.635 -0.1169 0.1169 -0.2338 0.7662 1 -0.163 0.163 -0.1223 0.8777 1 -0.0163 0.0163 -0.0163 0.9837 1 0 1
3 6 2069 13 0 0 0 0 1.0068 0 0.8978 -0.4887 0.5019 -2.3773 -1.3773 0.5854 0.6667 0.884 -0.5017 0.5797 -0.1404 0.8596 0.7149 0.85 0.9283 -0.4519 0.4526 -0.2485 0.7515 0.5094 0.785 -0.191 0.191 -0.3819 0.6181 0 -0.2547 0.2547 -0.191 0.809 1 -0.0351 0.0351 -0.0351 0.9649 1 1 0
3 7 3431 4 0 546 0 0 1.0186 0 0.9552 -0.5471 0.5471 -0.1982 0.8018 0.6798 0.9167 0.9036 -0.2176 0.5554 -0.691 0.309 0.6999 0.89 0.9428 -0.2613 0.2679 0.0349 1.0349 0.3807 1 0.1199 0.1199 0.2398 1.2398 1 -0.3944 0.3944 -0.2958 0.7042 1 -0.4415 0.4415 -0.4415 0.5585 0 1 1
3 8 2640 0 0 0 0 0 1.0039 0 0.9505 -0.3895 0.452 -0.6667 0.3333 0.5135 0.8333 0.9684 -0.3474 0.5242 -0.9568 0.0432 0.6545 0.9 0.985 -0.1807 0.231 -0.0915 0.9085 0.3255 1 0.0018 0.0018 0.0037 1.0037 1 -0.3456 0.3456 -0.2592 0.7408 1 -0.2788 0.2788 -0.2788 0.7212 1 0 0
3 9 2720 5 0 0 0 0 1.0036 0 0.9513 -0.8404 0.8404 0.3382 1.3382 0.9452 0.3333 0.9254 -0.7294 0.8199 0.3913 1.3913 0.9205 0.635 0.9469 -0.8372 0.8372 3.5782 4.5782 0.8837 0.38 0.01 0.01 0.02 1.02 1 -0.1796 0.1796 -0.1347 0.8653 1 -0.1605 0.1605 -0.1605 0.8395 1 1 0
3 10 2802 1 0 0 0 0 1.0039 0 0.9657 -0.4398 0.4908 -0.4418 0.5582 0.5715 0.7083 0.932 -0.3884 0.5331 -0.0868 0.9132 0.6491 0.85 0.9826 -0.4019 0.4019 0.158 1.158 0.4447 0.91 -0.0724 0.0724 -0.1449 0.8551 1 -0.3038 0.3038 -0.2279 0.7721 1 -0.1729 0.1729 -0.1729 0.8271 1 1 0
3 11 3496 0 0 555 0 0 1.0066 0 0.9595 -0.397 0.4735 -16.1069 -15.1069 0.5508 0.75 0.9607 -0.3562 0.5461 -0.2736 0.7264 0.6785 0.885 0.9642 -0.311 0.4694 0.7299 1.7299 0.5468 0.775 -0.2033 0.2033 -0.4067 0.5933 0 -0.3823 0.3823 -0.2867 0.7133 1 -0.1451 0.1451 -0.1451 0.8549 1 0 1
3 12 2924 1 0 0 0 0 1.0042 0 0.9821 -0.2279 0.2512 -12.5638 -11.5638 0.2864 1 0.9549 -0.2089 0.3731 1.3065 2.3065 0.4735 0.965 0.94 -0.0724 0.2265 0.4207 1.4207 0.3275 1 -6e-04 6e-04 -0.0012 0.9988 1 0.0247 0.0247 0.0185 1.0185 1 0.002 0.002 0.002 1.002 1 1 0
3 13 4158 0 0 1870 0 0 1.0056 0 0.9817 0.1126 0.2067 -0.2119 0.7881 0.2609 1 0.9402 0.1134 0.3409 -0.2647 0.7353 0.4498 0.96 0.8655 -0.2429 0.3409 -0.8663 0.1337 0.396 1 1e-04 1e-04 2e-04 1.0002 1 0.0539 0.0539 0.0404 1.0404 1 0.0217 0.0217 0.0217 1.0217 1 0 1
3 14 3100 4 0 78 0 0 1.009 0 0.8512 0.842 0.8686 -0.5384 0.4616 1.2495 0.6667 0.8988 0.4224 0.6434 -0.8598 0.1402 0.7701 0.88 0.8637 0.5242 0.5242 0.281 1.281 0.6482 0.845 -0.0335 0.0335 -0.067 0.933 1 0.1342 0.1342 0.1006 1.1006 1 0.1237 0.1237 0.1237 1.1237 1 1 1
3 15 3278 1 0 104 0 0 1.0137 0 0.95 -0.1246 0.3214 1.2261 2.2261 0.3731 0.9583 0.9569 -0.0905 0.3582 0.0496 1.0496 0.4482 0.97 0.845 -0.0976 0.391 -0.1674 0.8326 0.4854 0.86 -0.0165 0.0165 -0.033 0.967 1 -0.0077 0.0077 -0.0058 0.9942 1 -0.0044 0.0044 -0.0044 0.9956 1 1 1
3 16 2873 0 0 1 0 0 1.0053 0 0.9655 1.2127 1.265 -0.7894 0.2106 1.3284 0.1667 0.9385 1.3265 1.3292 0.0974 1.0974 1.4194 0.225 0.9521 1.3026 1.3032 -0.8182 0.1818 1.3423 0.07 -0.0915 0.0915 -0.183 0.817 1 -0.4537 0.4537 -0.3403 0.6597 0 -0.2782 0.2782 -0.2782 0.7218 1 0 1
