cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rbias beta.rbias2 beta.rmse beta.cover theta.cor theta.bias theta.abbias theta.rbias theta.rbias2 theta.rmse theta.cover attra.cor attra.bias attra.abbias attra.rbias attra.rbias2 attra.rmse attra.cover lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover corrupt efficiency
3 1 1500 0 0 0 0 0 1.0073 0 0.9736 0.3988 0.4555 -0.1537 0.8463 0.5325 0.8333 0.9737 0.4411 0.6122 -0.4689 0.5311 0.7741 0.855 0.9765 0.2624 0.4452 -0.1754 0.8246 0.5665 1 0.0494 0.0494 0.0989 1.0989 1 0.0323 0.0323 0.0242 1.0242 1 -0.0766 0.0766 -0.0766 0.9234 1 0 0
3 2 1310 0 0 0 0 0 1.0082 0 0.9613 -0.702 0.7038 -0.3138 0.6862 0.7602 0.5417 0.9646 -0.5969 0.7633 0.523 1.523 0.8976 0.775 0.9771 -0.5302 0.5902 -0.2872 0.7128 0.7255 0.725 -0.1038 0.1038 -0.2076 0.7924 1 -0.066 0.066 -0.0495 0.9505 1 0.049 0.049 0.049 1.049 1 0 0
3 3 1231 0 0 0 0 0 1.0053 0 0.9472 0.0581 0.3483 -0.2563 0.7437 0.4129 0.9167 0.9774 0.041 0.4585 0.8407 1.8407 0.5802 0.965 0.9778 0.1797 0.3929 -0.0632 0.9368 0.5389 0.905 -0.0793 0.0793 -0.1586 0.8414 1 -0.3587 0.3587 -0.269 0.731 1 -0.2114 0.2114 -0.2114 0.7886 1 0 0
3 4 1061 0 0 0 0 0 1.0082 0 0.9524 0.1225 0.366 -0.3898 0.6102 0.4579 0.875 0.9723 0.2948 0.547 -0.0898 0.9102 0.7175 0.925 0.987 -0.0247 0.3047 -0.0618 0.9382 0.4064 0.905 -0.2934 0.2934 -0.5869 0.4131 0 -0.4815 0.4815 -0.3612 0.6388 0 -0.198 0.198 -0.198 0.802 1 0 0
3 5 1336 0 0 0 0 0 1.0112 0 0.9249 -0.0268 0.3017 0.0458 1.0458 0.3486 1 0.9677 0.0143 0.5483 -0.034 0.966 0.7568 0.965 0.9844 0.0689 0.4136 0.0126 1.0126 0.6529 0.975 -0.1631 0.1631 -0.3262 0.6738 1 0.106 0.106 0.0795 1.0795 1 0.2534 0.2534 0.2534 1.2534 1 0 0
3 6 1167 0 0 0 0 0 1.0112 0 0.9362 0.4001 0.404 -16.6994 -15.6994 0.5145 0.7917 0.9689 0.3563 0.5536 -0.1696 0.8304 0.6935 0.9 0.9914 0.4838 0.6103 -0.0441 0.9559 0.6548 0.85 -0.0572 0.0572 -0.1144 0.8856 1 -0.3337 0.3337 -0.2503 0.7497 1 -0.2141 0.2141 -0.2141 0.7859 1 0 0
3 7 1622 0 0 0 0 0 1.0059 0 0.9713 0.1121 0.2496 1.029 2.029 0.2965 1 0.9733 0.2064 0.4945 -0.1257 0.8743 0.6545 0.96 0.9751 0.1458 0.402 -0.0881 0.9119 0.5355 0.935 0.0835 0.0835 0.167 1.167 1 -0.0119 0.0119 -0.009 0.991 1 -0.1518 0.1518 -0.1518 0.8482 1 0 0
3 8 1324 0 0 0 0 0 1.0048 0 0.9367 0.4135 0.4875 -10.2836 -9.2836 0.5553 0.75 0.9669 0.3358 0.5768 -0.778 0.222 0.7191 0.905 0.9861 0.5543 0.6156 -0.0391 0.9609 0.6806 0.715 -0.042 0.042 -0.0839 0.9161 1 -0.239 0.239 -0.1793 0.8207 1 -0.1509 0.1509 -0.1509 0.8491 1 0 0
3 9 1420 0 0 0 0 0 1.0054 0 0.9644 0.1369 0.3305 -0.2928 0.7072 0.4195 0.9167 0.9756 0.2318 0.5335 0.0461 1.0461 0.7258 0.91 0.99 0.1342 0.2975 -0.0163 0.9837 0.4412 0.945 -0.0039 0.0039 -0.0078 0.9922 1 -0.2215 0.2215 -0.1662 0.8338 1 -0.1812 0.1812 -0.1812 0.8188 1 0 0
3 10 1477 0 0 0 0 0 1.0108 0 0.9473 0.3 0.3452 -0.7676 0.2324 0.3925 0.9583 0.9725 0.375 0.5715 0.5493 1.5493 0.7362 0.93 0.9886 0.3822 0.4553 -0.0246 0.9754 0.5679 1 0.0143 0.0143 0.0285 1.0285 1 0.0768 0.0768 0.0576 1.0576 1 0.006 0.006 0.006 1.006 1 0 0
3 11 1347 0 0 0 0 0 1.0082 0 0.9714 -0.3231 0.33 -0.1953 0.8047 0.4123 0.9167 0.9601 -0.3375 0.5866 0.1089 1.1089 0.771 0.86 0.9879 -0.315 0.4598 -0.1125 0.8875 0.586 0.87 -0.0439 0.0439 -0.0878 0.9122 1 -0.2892 0.2892 -0.2169 0.7831 1 -0.1902 0.1902 -0.1902 0.8098 1 0 0
3 12 1700 5 0 0 0 0 1.0073 0 0.9487 0.4263 0.4354 -0.3447 0.6553 0.5479 0.7917 0.9718 0.4067 0.5656 0.0298 1.0298 0.7419 0.895 0.9881 0.5719 0.5724 0.0428 1.0428 0.6762 0.99 0.109 0.109 0.2179 1.2179 1 -0.0107 0.0107 -0.008 0.992 1 -0.2053 0.2053 -0.2053 0.7947 1 1 0
3 13 1758 0 0 0 0 0 1.0063 0 0.9523 0.0464 0.3249 -0.6565 0.3435 0.3952 0.9167 0.9663 0.0311 0.4761 -0.0558 0.9442 0.6647 0.945 0.9745 -0.3202 0.4537 -0.1878 0.8122 0.6608 0.825 0.0333 0.0333 0.0666 1.0666 1 -0.2565 0.2565 -0.1924 0.8076 1 -0.2459 0.2459 -0.2459 0.7541 1 0 0
3 14 1404 0 0 0 0 0 1.0041 0 0.9614 0.5441 0.5822 -1.1507 -0.1507 0.6915 0.6667 0.9708 0.554 0.6677 0.1911 1.1911 0.8266 0.83 0.9827 0.7135 0.7513 -0.206 0.794 0.9186 0.76 6e-04 6e-04 0.0012 1.0012 1 -0.0088 0.0088 -0.0066 0.9934 1 -0.0289 0.0289 -0.0289 0.9711 1 0 0
3 15 1790 0 0 0 0 0 1.0033 0 0.9726 -0.2138 0.3423 0.0291 1.0291 0.3887 0.9583 0.9746 -0.1746 0.4532 -0.1703 0.8297 0.5717 0.93 0.967 -0.1975 0.5144 -0.3435 0.6565 0.6492 0.8 0.0356 0.0356 0.0712 1.0712 1 -0.2381 0.2381 -0.1785 0.8215 1 -0.2424 0.2424 -0.2424 0.7576 1 0 0
3 16 1417 0 0 0 0 0 1.009 0 0.9822 -0.1979 0.2618 -0.0539 0.9461 0.3282 0.9583 0.9746 -0.1455 0.4618 -0.0705 0.9295 0.5958 0.94 0.9852 -0.1609 0.3777 -0.0286 0.9714 0.4501 0.94 -0.0539 0.0539 -0.1079 0.8921 1 -0.4287 0.4287 -0.3215 0.6785 1 -0.2913 0.2913 -0.2913 0.7087 1 0 0
3 17 1412 0 0 0 0 0 1.0085 0 0.9628 0.284 0.3329 6.8237 7.8237 0.3827 1 0.9744 0.3678 0.556 -0.0359 0.9641 0.71 0.96 0.9969 0.3592 0.3714 -0.0243 0.9757 0.4164 1 -0.0149 0.0149 -0.0299 0.9701 1 -0.0273 0.0273 -0.0205 0.9795 1 -0.0224 0.0224 -0.0224 0.9776 1 0 0
3 18 1535 0 0 0 0 0 1.008 0 0.9435 -0.0759 0.2494 -0.157 0.843 0.3259 0.9583 0.9754 -0.1946 0.4715 -0.2679 0.7321 0.614 0.975 0.9736 -0.3039 0.4598 -0.0876 0.9124 0.6404 0.915 -0.0998 0.0998 -0.1997 0.8003 1 -0.0068 0.0068 -0.0051 0.9949 1 0.0948 0.0948 0.0948 1.0948 1 0 0
3 19 1053 0 0 0 0 0 1.0044 0 0.949 1.0142 1.0142 -0.3913 0.6087 1.0655 0.2083 0.973 0.979 1.0119 0.4624 1.4624 1.1423 0.59 0.9969 1.1856 1.1856 -0.1864 0.8136 1.2188 0.22 -0.1594 0.1594 -0.3187 0.6813 1 -0.3304 0.3304 -0.2478 0.7522 1 -0.1299 0.1299 -0.1299 0.8701 1 0 0
3 20 1773 1 0 0 0 0 1.0076 0 0.9674 -0.0049 0.253 -0.4329 0.5671 0.312 1 0.9714 0.0474 0.4734 -0.2983 0.7017 0.638 0.93 0.9937 0.0274 0.4199 -0.2518 0.7482 0.4838 1 0.1078 0.1078 0.2157 1.2157 1 0.1412 0.1412 0.1059 1.1059 1 -0.1035 0.1035 -0.1035 0.8965 1 1 0
3 21 1122 0 0 0 0 0 1.0083 0 0.9715 0.025 0.2718 -0.1161 0.8839 0.368 0.9167 0.9696 0.1428 0.5206 -0.3828 0.6172 0.6867 0.92 0.9892 0.1964 0.4357 -0.2618 0.7382 0.572 0.775 -0.1876 0.1876 -0.3751 0.6249 1 -0.518 0.518 -0.3885 0.6115 0 -0.2759 0.2759 -0.2759 0.7241 1 0 0
3 22 1422 1 0 0 0 0 1.0083 0 0.9807 0.6252 0.6252 1.3855 2.3855 0.674 0.5833 0.973 0.6833 0.7595 -0.0051 0.9949 0.9217 0.785 0.9857 0.6468 0.6468 -0.0099 0.9901 0.7625 0.88 0.0145 0.0145 0.029 1.029 1 -0.0028 0.0028 -0.0021 0.9979 1 -0.0477 0.0477 -0.0477 0.9523 1 1 0
3 23 1147 0 0 0 0 0 1.0098 0 0.9314 0.4218 0.4722 -0.1067 0.8933 0.5605 0.75 0.9672 0.3682 0.6241 -0.073 0.927 0.7996 0.84 0.995 0.3464 0.4558 -0.1246 0.8754 0.533 0.895 -0.1027 0.1027 -0.2053 0.7947 1 -0.4405 0.4405 -0.3304 0.6696 1 -0.2625 0.2625 -0.2625 0.7375 1 0 0
3 24 1662 0 0 0 0 0 1.009 0 0.9705 -0.0067 0.3518 -0.4483 0.5517 0.4265 0.9583 0.9701 0.0057 0.5069 -0.3529 0.6471 0.696 0.88 0.993 -0.0284 0.4856 -0.2479 0.7521 0.567 0.915 0.0533 0.0533 0.1067 1.1067 1 -0.4556 0.4556 -0.3417 0.6583 1 -0.4061 0.4061 -0.4061 0.5939 0 0 0
