cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.cover beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.cover theta.CI attra.cor attra.bias attra.abbias attra.rmse attra.cover attra.CI lambda.bias lambda.abbias lambda.rbias lambda.rbias2 lambda.cover lambda.CI pvar.bias pvar.abbias pvar.rbias pvar.rbias2 pvar.cover pvar.CI sigma2.bias sigma2.abbias sigma2.rbias sigma2.rbias2 sigma2.cover sigma2.CI corrupt efficiency
3 1 1509 0 0 0 0 0 1.005 0 0.9968 0.3897 0.3897 0.4098 1 1.4522 0.8821 0.3424 0.5557 0.6801 0.9533 2.6 0.9571 0.212 0.2718 0.2948 1 1.3599 -0.0882 0.0882 NA NA 1 0.3346 0.1518 0.1518 0.1518 1.1518 1 0.8872 0.1342 0.1342 0.1342 1.1342 1 0.875 0 0
3 2 1858 0 0 0 0 0 1.0088 0 0.9908 0.0024 0.1391 0.1736 1 1.3851 0.9006 -0.0019 0.4566 0.5737 0.9667 2.5006 0.9877 0.0526 0.1153 0.1318 1 1.3103 -0.0171 0.0171 NA NA 1 0.3295 -0.0275 0.0275 -0.0275 0.9725 1 0.7536 -0.0347 0.0347 -0.0347 0.9653 1 0.7479 0 0
3 3 2154 0 0 0 0 0 1.0096 0 0.9867 0.2875 0.3141 0.3878 1 1.4987 0.8868 0.2263 0.5069 0.635 0.95 2.4348 0.994 0.3006 0.3006 0.3193 1 1.3985 0.2027 0.2027 NA NA 0 0.3685 -0.1894 0.1894 -0.1894 0.8106 1 0.6962 -0.2302 0.2302 -0.2302 0.7698 1 0.6756 0 0
3 4 1861 0 0 0 0 0 1.0042 0 0.9785 0.0482 0.1351 0.172 1 1.3426 0.8778 0.0204 0.4467 0.5747 0.9467 2.267 0.9753 -0.064 0.1429 0.1697 1 1.3009 0.0656 0.0656 NA NA 1 0.3672 -0.3234 0.3234 -0.3234 0.6766 0 0.5531 -0.3321 0.3321 -0.3321 0.6679 0 0.544 0 0
3 5 1882 0 0 0 0 0 1.0038 0 0.9501 -0.0371 0.2276 0.2423 1 1.3511 0.887 -0.0482 0.4571 0.5699 0.98 2.4261 0.9802 -0.0764 0.1343 0.1595 1 1.3467 0.0242 0.0242 NA NA 1 0.3231 -0.0547 0.0547 -0.0547 0.9453 1 0.6906 -0.0618 0.0618 -0.0618 0.9382 1 0.6837 0 0
3 6 1756 0 0 0 0 0 1.0045 0 0.9883 -0.1335 0.184 0.221 1 1.3662 0.8907 -0.0902 0.4405 0.5572 0.9767 2.3608 0.9951 -0.073 0.1003 0.1426 1 1.2615 -0.1058 0.1058 NA NA 1 0.336 -0.1752 0.1752 -0.1752 0.8248 1 0.6447 -0.1905 0.1905 -0.1905 0.8095 1 0.6399 0 0
3 7 1731 0 0 0 0 0 1.0051 0 0.9169 0.1527 0.368 0.5131 0.75 1.4373 0.8622 0.1466 0.4803 0.6279 0.9467 2.4357 0.985 0.1681 0.1718 0.2167 1 1.3645 0.1349 0.1349 NA NA 1 0.3318 -0.0963 0.0963 -0.0963 0.9037 1 0.7324 -0.1194 0.1194 -0.1194 0.8806 1 0.7097 0 0
3 8 1934 0 0 0 0 0 1.0019 0 0.978 0.0261 0.285 0.3633 0.9167 1.477 0.8745 -0.0995 0.4647 0.5973 0.9433 2.3573 0.9858 -0.0402 0.1331 0.1541 1 1.2878 0.0352 0.0352 NA NA 1 0.369 -0.3233 0.3233 -0.3233 0.6767 0 0.5736 -0.3302 0.3302 -0.3302 0.6698 0 0.5682 0 0
3 9 1633 0 0 0 0 0 1.0038 0 0.9795 -0.2792 0.2792 0.3568 0.9167 1.3909 0.8908 -0.3482 0.5693 0.7087 0.93 2.5224 0.9757 -0.3832 0.3832 0.4133 0.9167 1.319 -0.0854 0.0854 NA NA 1 0.3331 0.0538 0.0538 0.0538 1.0538 1 0.8053 0.0386 0.0386 0.0386 1.0386 1 0.8002 0 0
3 10 1914 0 0 0 0 0 1.0027 0 0.9741 0.704 0.704 0.7422 0.4167 1.4276 0.8758 0.7498 0.822 0.9533 0.75 2.4272 0.971 0.7728 0.773 0.7912 0.1533 1.3005 -0.057 0.057 NA NA 1 0.37 -0.2154 0.2154 -0.2154 0.7846 1 0.6465 -0.2249 0.2249 -0.2249 0.7751 1 0.6448 0 0
3 11 1778 0 0 0 0 0 1.0025 0 0.9674 -0.5517 0.5517 0.6119 0.5833 1.4098 0.8955 -0.5862 0.6867 0.8154 0.8567 2.4299 0.9353 -0.4724 0.4724 0.5346 0.79 1.3045 -0.0523 0.0523 NA NA 1 0.3322 -0.1358 0.1358 -0.1358 0.8642 1 0.6705 -0.1444 0.1444 -0.1444 0.8556 1 0.6643 0 0
3 12 1914 0 0 0 0 0 1.0034 0 0.9628 -0.229 0.2862 0.3431 1 1.337 0.8865 -0.2382 0.493 0.6301 0.9167 2.2319 0.9896 -0.2043 0.2117 0.2681 1 1.2464 0.0442 0.0442 NA NA 1 0.3637 -0.3424 0.3424 -0.3424 0.6576 0 0.5335 -0.3495 0.3495 -0.3495 0.6505 0 0.5275 0 0
