cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
69 1 427 11 0 0 0 0 1.0005 0 -0.1716 -0.1156 0.4241 0.4838 2.2606 0.9186 0.2124 0.6067 0.7956 9.3982 0.7412 0.2261 0.5567 0.7085 4.3718 -0.0375 0.0375 0.6744 1 0
69 2 463 0 0 0 0 0 1.0002 0 0.8259 0.2334 0.304 0.3459 1.7501 0.9069 -0.0342 0.4536 0.5451 6.1622 0.756 0.1192 0.597 0.7701 4.3733 -0.1378 0.1378 0.6324 0 0
69 3 391 0 0 0 0 0 1.0002 0 0.7482 -0.0878 0.2607 0.2978 1.8085 0.8616 0.572 0.8058 1.5063 23.8764 0.75 0.2314 0.639 0.8009 4.1838 -0.2325 0.2325 0.6602 0 0
69 4 531 60 0 0 0 0 1.0005 0 -0.0963 -0.0088 0.2593 0.2961 1.7295 0.8947 0.3804 0.527 0.6593 5.8442 0.7486 0.2604 0.6262 0.8076 4.8358 0.0714 0.0714 0.6412 1 0
69 5 458 0 0 0 0 0 1.0004 0 0.4469 -0.1116 0.3028 0.375 1.5318 0.8755 0.0035 0.4349 0.8178 10.8722 0.7317 -0.1568 0.5575 0.693 4.5519 -0.1662 0.1662 0.663 0 0
69 6 433 3 0 0 0 0 1.0003 0 0.543 -0.0035 0.1469 0.1769 1.6416 0.9398 -0.1449 0.4382 0.5997 8.979 0.7522 0.1374 0.613 0.7584 4.4141 -0.1608 0.1608 0.7703 1 0
69 7 416 3 0 0 0 0 1.0002 0 0.5362 -0.257 0.3622 0.4203 2.1567 0.947 -0.4688 0.9164 1.3817 21.3383 0.7266 -0.2525 0.5011 0.6858 4.5191 -0.2607 0.2607 0.7909 1 0
69 8 431 135 0 0 0 0 1.0005 0 0.7485 0.1807 0.2876 0.3796 2.5117 0.925 0.0915 0.4404 0.5851 10.4055 0.6929 0.0534 0.5635 0.7573 4.5694 -0.0853 0.0853 0.7608 1 0
69 9 420 0 0 0 0 0 1.0005 0 0.3953 -0.1073 0.3325 0.3789 1.8291 0.9146 -0.018 0.5761 0.7648 8.6676 0.7577 -0.0296 0.5765 0.7595 4.2781 -0.1066 0.1066 0.641 0 0
69 10 403 0 0 0 0 0 1.0004 0 0.4885 0.1973 0.2843 0.4595 2.6035 0.9185 -0.1274 0.4668 0.5725 7.1366 0.7722 -0.1699 0.7253 0.9453 4.4506 -0.1238 0.1238 0.7046 0 0
