cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
18 1 611 15 0 0 0 0 1.0003 0 0.7467 -0.4079 0.4079 0.4646 0.81 0.9883 -0.2067 0.6068 0.7445 4.7136 0.7058 -0.1475 0.6636 0.8272 4.6547 0.1798 0.1798 0.4363 1 0
18 2 584 131 0 0 0 0 1.0009 0 0.2715 0.0389 0.1847 0.1881 1.9203 0.9728 -0.3487 0.4292 0.4898 3.9175 0.785 -0.269 0.5884 0.7512 3.6878 0.019 0.019 0.5089 1 0
18 3 596 0 0 0 0 0 1.0002 0 0.9596 -0.161 0.161 0.1752 1.2685 0.9974 0.1508 0.1635 0.2114 2.4423 0.85 0.0413 0.5267 0.6766 3.6747 0.0197 0.0197 0.4163 0 0
18 4 606 5 0 0 0 0 1.0003 0 0.6799 -0.2509 0.2509 0.2815 1.0391 0.99 -0.3129 0.5768 0.6698 4.7776 0.7686 -0.1371 0.6312 0.7939 4.2184 0.1737 0.1737 0.3869 1 0
18 5 605 0 0 0 0 0 1.0007 0 0.2057 -0.0651 0.3339 0.3454 1.4488 0.98 -0.0168 0.239 0.3038 3.6466 0.7328 0.0932 0.5561 0.7069 3.3071 -0.0809 0.0809 0.4469 0 0
18 6 610 7 0 0 0 0 1.0008 0 0.0087 -0.3144 0.3553 0.4818 1.0009 0.9807 0.8185 0.8185 1.0731 7.0371 0.6703 0.1196 0.7143 0.8858 4.1362 0.1566 0.1566 0.4531 1 0
18 7 586 0 0 0 0 0 1.0002 0 -0.3593 0.0794 0.1782 0.1817 1.1535 0.9691 0.0969 0.2338 0.2739 2.4101 0.6975 0.0951 0.6867 0.8538 3.7109 -0.0703 0.0703 0.5051 0 0
18 8 601 1 0 0 0 0 1.0008 0 0.9955 -0.1927 0.1927 0.2072 1.2852 0.9894 -0.1141 0.5309 0.6333 7.4167 0.7252 -0.0739 0.5876 0.74 4.0757 0.0383 0.0383 0.5267 1 0
18 9 621 89 0 0 0 0 1.0011 0 0.9485 -0.1676 0.1676 0.186 1.2222 0.958 0.1273 0.3913 0.5465 4.1954 0.7388 0.2095 0.6857 0.8509 4.3111 0.1206 0.1206 0.5408 1 0
18 10 681 408 0 0 0 0 1.0015 0 0.8171 -0.103 0.104 0.1268 1.2725 0.9865 -0.0913 0.2105 0.2825 6.0439 0.7255 0.0103 0.6217 0.7603 4.2978 -0.0529 0.0529 0.7193 1 0
18 11 607 6 0 0 0 0 1.0003 0 -0.7246 0.0634 0.2341 0.242 1.3405 0.9344 0.1122 0.3595 0.4102 3.3448 0.7609 0.0592 0.5732 0.7179 3.5982 -0.054 0.054 0.5524 1 0
18 12 667 0 0 0 0 0 1.0004 0 0.9987 0.0342 0.3255 0.3621 1.8022 0.9879 -0.1196 0.3513 0.4204 4.306 0.8007 -0.4181 0.697 0.8431 3.5739 0.115 0.115 0.308 0 0
18 13 581 0 0 0 0 0 1.0005 0 0.5274 -0.0289 0.2436 0.2653 1.4368 0.9639 -0.4133 0.43 0.5178 2.4905 0.7829 -0.2117 0.6229 0.8088 3.5738 -0.0481 0.0481 0.51 0 0
18 14 585 0 0 0 0 0 1.0002 0 -0.1665 0.0063 0.2185 0.2452 1.5517 0.9934 0.1762 0.2192 0.2834 3.9156 0.7931 -0.0162 0.5388 0.7005 3.5556 -0.0884 0.0884 0.4954 0 0
18 15 579 0 0 0 0 0 1.001 0 0.9998 -0.039 0.0704 0.0981 1.8811 0.9545 -0.1998 0.2513 0.423 5.0353 0.8182 -0.1013 0.6224 0.7764 3.652 -0.0564 0.0564 0.4988 0 0
18 16 578 2 0 0 0 0 1.0003 0 0.9942 -0.1895 0.2263 0.3216 1.2848 0.9985 -0.3011 0.3011 0.3179 3.5424 0.8257 -0.2605 0.6281 0.7796 3.7867 0.0018 0.0018 0.4974 1 0
18 17 581 0 0 0 0 0 1.0004 0 0.261 0.1567 0.4102 0.5249 2.1598 0.949 0.1425 0.2599 0.3446 3.0216 0.7811 0.1075 0.5543 0.6856 3.3327 -0.0542 0.0542 0.4555 0 0
