cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
4 1 1525 0 0 0 0 0 1.0022 0 0.7065 -0.0922 0.2885 0.2931 1.686 0.9848 -0.0436 0.171 0.2249 2.5519 0.6774 0.0216 0.5585 0.7192 3.3517 -0.0633 0.0633 0.355 0 0
4 2 1583 0 0 0 0 0 1.0021 0 0.8737 -0.0858 0.1997 0.255 1.1852 0.9953 0.0451 0.1031 0.1161 1.7456 0.7654 0.013 0.5018 0.6315 3.2789 0.0308 0.0308 0.3056 0 0
4 3 1519 0 0 0 0 0 1.0008 0 0.5427 -0.2414 0.2414 0.2927 0.994 0.9929 -0.0639 0.2642 0.3223 3.5468 0.6705 -0.1044 0.5524 0.7037 3.5337 0.2175 0.2175 0.4021 0 0
4 4 1523 0 0 0 0 0 1.0006 0 0.941 -0.105 0.1128 0.1562 1.0761 0.998 -0.1018 0.1485 0.2339 2.6858 0.7077 -0.0589 0.5521 0.6968 3.4832 0.0037 0.0037 0.3707 0 0
4 5 1481 0 0 0 0 0 1.0004 0 0.7913 0.0979 0.2499 0.3236 1.4905 0.9692 -0.0443 0.2052 0.2764 2.2887 0.6811 0.0608 0.6094 0.7734 3.3584 0.1317 0.1317 0.3559 0 0
4 6 1484 0 0 0 0 0 1.0002 0 0.6235 -0.2306 0.2306 0.3071 1.1805 0.957 0.629 0.6432 1.0811 7.5872 0.6567 -0.0083 0.5942 0.7462 3.5441 -0.0012 0.0012 0.4353 0 0
4 7 1512 0 0 0 0 0 1.0006 0 -0.422 0.0317 0.2297 0.2647 1.2385 0.9949 -0.0531 0.1184 0.1473 2.1694 0.668 0.0236 0.5932 0.7474 3.3137 0.0132 0.0132 0.3353 0 0
4 8 1475 0 0 0 0 0 1.0044 0 -0.8056 -0.0705 0.4392 0.4619 2.1748 0.9709 -0.5244 0.8229 1.3193 9.5102 0.6083 -0.0499 0.6003 0.7604 3.4537 -0.0807 0.0807 0.388 0 0
4 9 1508 0 0 0 0 0 1.0013 0 -0.1576 0.0651 0.202 0.2094 1.2619 0.9775 0.0844 0.1864 0.2758 3.8298 0.5748 -0.0298 0.6141 0.775 3.6017 -0.0837 0.0837 0.457 0 0
4 10 1558 0 0 0 0 0 1.0005 0 0.9822 -0.0572 0.0583 0.0718 1.0674 0.9944 -0.0097 0.1516 0.1892 1.5314 0.6522 0.0311 0.5881 0.7327 3.401 -0.033 0.033 0.3674 0 0
4 11 1598 0 0 0 0 0 1.0017 0 0.9671 0.0227 0.0926 0.1036 1.3354 0.9725 0.0929 0.21 0.2529 1.7287 0.7103 -0.0782 0.5436 0.6891 3.4223 0.0029 0.0029 0.3735 0 0
4 12 1503 0 0 0 0 0 1.0039 0 0.9997 -0.0959 0.0959 0.0974 1.8816 0.988 0.1186 0.2706 0.3365 3.3499 0.6713 0.0538 0.5834 0.7253 3.6316 0.09 0.09 0.4475 0 0
