cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
31 1 1561 0 0 0 0 0 1.0007 0 0.4192 -0.0135 0.195 0.2575 1.1791 0.9642 0.0847 0.2488 0.3848 4.8852 0.7107 -0.099 0.5607 0.7137 4.1254 -0.0269 0.0269 0.4241 0 0
31 2 1735 0 0 0 0 0 1.0002 0 0.5797 -0.0218 0.1468 0.1953 0.8318 0.9863 -0.0018 0.148 0.1795 1.7019 0.7515 -0.0206 0.5065 0.6751 4.0074 -0.0393 0.0393 0.3577 0 0
31 3 1646 0 0 0 0 0 1.0004 0 0.9102 0.0332 0.1313 0.1383 0.9823 0.9858 -0.0653 0.2234 0.2858 3.1783 0.6923 0.0141 0.5667 0.7416 4.054 0.0484 0.0484 0.417 0 0
31 4 1647 0 0 0 0 0 1.0004 0 0.7138 -0.0429 0.1395 0.1639 0.932 0.9785 -0.0947 0.2381 0.3261 4.2777 0.686 -0.0515 0.5375 0.7002 4.1159 0.1041 0.1041 0.4427 0 0
31 5 1627 0 0 0 0 0 1.0003 0 0.9507 -0.0805 0.1931 0.2241 1.4697 0.9832 -0.324 0.3699 0.5858 5.7904 0.706 -0.0862 0.5161 0.6671 4.0126 -0.0496 0.0496 0.3688 0 0
31 6 1686 0 0 0 0 0 1.0008 0 0.9765 0.0222 0.1017 0.1122 0.9741 0.9872 -0.0146 0.1098 0.1453 2.0636 0.8019 0.0082 0.4955 0.6453 4.1338 0.1856 0.1856 0.3781 0 0
31 7 1596 0 0 0 0 0 1.0005 0 -0.6693 -0.1113 0.255 0.2606 1.2126 0.9732 -0.331 0.5395 0.7285 7.1537 0.5976 0.0044 0.6008 0.7828 4.0679 0.0531 0.0531 0.5233 0 0
31 8 1651 0 0 0 0 0 1.0003 0 0.9563 -0.0577 0.0857 0.1162 0.9715 0.9895 -0.0312 0.1599 0.1884 2.5452 0.7299 0.037 0.5361 0.6896 4.2284 0.0151 0.0151 0.4668 0 0
31 9 1648 0 0 0 0 0 1.0001 0 0.7298 -0.1268 0.197 0.2521 1.1979 0.988 -0.0089 0.3128 0.4887 5.4995 0.6939 0.057 0.5656 0.7282 4.0337 0.1571 0.1571 0.4127 0 0
31 10 1646 0 0 0 0 0 1.0002 0 0.9243 0.123 0.1578 0.2108 1.08 0.9922 0.0843 0.17 0.2186 1.6269 0.7506 0.0871 0.5219 0.672 4.0829 -0.1012 0.1012 0.3465 0 0
31 11 1672 0 0 0 0 0 1.0007 0 0.1613 0.1021 0.2227 0.3455 1.3239 0.9694 0.0782 0.2546 0.3482 3.4412 0.7072 0.0115 0.6031 0.7639 4.0323 -0.0354 0.0354 0.4038 0 0
31 12 1594 0 0 0 0 0 1.0017 0 0.6168 0.044 0.2444 0.2598 1.1841 0.9819 0.2177 0.2564 0.3282 2.3165 0.7598 0.0678 0.5041 0.6635 4.1668 0.0408 0.0408 0.4505 0 0
31 13 1592 0 0 0 0 0 1.0005 0 0.7217 0.068 0.1723 0.2276 1.0928 0.9856 0.0832 0.1605 0.2224 1.823 0.7176 0.0873 0.5626 0.7201 4.0482 0.0478 0.0478 0.404 0 0
31 14 1667 0 0 0 0 0 1.0004 0 0.8886 0.0296 0.2243 0.2532 1.3562 0.9337 -0.0462 0.2711 0.4432 4.5417 0.7254 0.0413 0.5698 0.708 4.097 -0.0259 0.0259 0.3742 0 0
31 15 1668 0 0 0 0 0 1.0003 0 0.9712 -0.0968 0.1422 0.1582 1.3614 0.9789 -0.0264 0.2477 0.3583 5.6491 0.752 0.0489 0.5175 0.656 4.0675 -0.1532 0.1532 0.3921 0 0
31 16 1720 0 0 0 0 0 1.0003 0 0.911 -0.0697 0.1607 0.2038 1.2958 0.9413 0.1423 0.3068 0.4984 3.8949 0.7732 -0.0025 0.486 0.6311 4.0842 0.0607 0.0607 0.3861 0 0
