cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
17 1 164 0 0 0 0 0 1.0002 0 0.9696 -0.0373 0.2062 0.2491 1.7696 0.8693 0.0397 0.4326 0.5391 2.6049 -0.1706 0.1706 0.5389 0 0
17 2 241 15 0 0 0 0 1.0008 0 0.9277 -0.1773 0.2582 0.3378 2.0844 0.882 -0.1778 0.4188 0.5355 3.0326 0.0327 0.0327 0.4783 1 0
17 3 211 1 0 0 0 0 1.0003 0 0.9649 0.1245 0.4189 0.5881 2.5208 0.8198 0.148 0.5663 0.7039 2.6471 -0.0727 0.0727 0.5053 1 0
17 4 275 8 0 0 0 0 1.0001 0 0.9481 0.2625 0.3885 0.5171 2.7972 0.8545 0.1685 0.4788 0.6104 3.0191 0.0248 0.0248 0.4732 1 0
17 5 205 5 0 0 0 0 1.0002 0 0.9662 0.2027 0.3552 0.4401 2.3352 0.8599 0.1677 0.533 0.6601 2.8901 -0.0501 0.0501 0.539 1 0
17 6 220 2 0 0 0 0 1.0004 0 0.948 -0.0214 0.2512 0.3115 1.9615 0.9196 0.014 0.4012 0.5085 2.8516 0.0103 0.0103 0.4312 1 0
17 7 226 4 0 0 0 0 1.0002 0 0.9697 -0.0323 0.2816 0.3216 2.3512 0.866 -0.13 0.497 0.6301 2.8905 0.0229 0.0229 0.4784 1 0
17 8 218 0 0 0 0 0 1.0003 0 0.9337 -0.0504 0.3304 0.4484 1.841 0.8785 -0.0994 0.4335 0.5607 2.7071 -0.0214 0.0214 0.4726 0 0
17 9 223 5 0 0 0 0 1.0007 0 0.9081 0.5452 0.7038 0.8247 2.1322 0.9064 0.4731 0.5971 0.7218 3.2125 0.0532 0.0532 0.4288 1 0
17 10 217 8 0 0 0 0 1.0002 0 0.9758 0.1136 0.2527 0.2898 2.4295 0.8435 0.1312 0.4532 0.5659 2.7938 0.0296 0.0296 0.4644 1 0
17 11 199 1 0 0 0 0 1.0002 0 0.9113 -0.2488 0.3964 0.4862 2.38 0.8506 -0.1603 0.4459 0.5383 2.7766 -0.2246 0.2246 0.5747 1 0
17 12 218 28 0 0 0 0 1.0004 0 0.9379 0.4635 0.6315 0.9482 2.974 0.9069 0.1946 0.55 0.6907 3.1451 0.0607 0.0607 0.4654 1 0
17 13 223 0 0 0 0 0 1.0003 0 0.9597 0.1584 0.2916 0.4171 2.0705 0.9052 0.2234 0.4741 0.5676 2.7947 0.0497 0.0497 0.3933 0 0
17 14 213 1518 0 0 91 73 1.0723 5 0.9459 0.6455 0.6455 0.7192 2.6119 0.8569 0.3816 0.5728 0.6972 3.7915 0.0011 0.0011 0.7103 1 1
17 15 226 29 0 0 0 0 1.001 0 0.9553 0.3918 0.4507 0.512 2.1616 0.8844 0.3155 0.501 0.6228 2.9472 0.0381 0.0381 0.483 1 0
17 16 220 1 0 0 0 0 1.0004 0 0.9373 0.5374 0.5542 0.6306 1.9349 0.9136 0.3752 0.5406 0.67 2.6583 -0.0478 0.0478 0.4459 1 0
17 17 210 0 0 0 0 0 1.0002 0 0.926 0.0686 0.3127 0.3995 2.0472 0.8781 -0.0714 0.4148 0.5381 2.7918 -0.0558 0.0558 0.4599 0 0
17 18 159 0 0 0 0 0 1.0005 0 0.9602 -0.3643 0.3643 0.4442 1.7584 0.8762 -0.2095 0.5136 0.6252 2.7384 -0.1923 0.1923 0.5062 0 0
17 19 220 7 0 0 0 0 1.0006 0 0.9531 -0.258 0.3156 0.3973 1.9944 0.9138 -0.2395 0.4194 0.525 2.9636 -0.0036 0.0036 0.4851 1 0
17 20 213 0 0 0 0 0 1.0001 0 0.9736 -0.1241 0.1656 0.2419 1.7119 0.8105 -0.1039 0.4198 0.5479 2.9549 -0.1116 0.1116 0.5356 0 0
17 21 217 0 0 0 0 0 1.0002 0 0.9569 -0.1355 0.3087 0.3838 2.1331 0.9128 -0.0432 0.4059 0.5254 2.713 0.0574 0.0574 0.4101 0 0
