cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
23 1 1472 0 0 0 0 0 1.0001 0 0.9883 0.0722 0.1735 0.2249 1.2576 0.9351 0.0285 0.3359 0.4262 2.4607 -0.0574 0.0574 0.2248 0 0
23 2 1535 0 0 0 0 0 1.0004 0 0.9775 -0.2735 0.2989 0.3882 1.6067 0.93 -0.194 0.3866 0.4763 2.731 0.0247 0.0247 0.2108 0 0
23 3 1913 0 0 0 0 0 1.0004 0 0.9812 0.1215 0.2033 0.2536 1.6042 0.9427 0.0549 0.3347 0.4307 2.7072 0.0616 0.0616 0.1975 0 0
23 4 1495 0 0 0 0 0 1.0005 0 0.9899 0.1276 0.2008 0.2973 1.3933 0.9282 0.1066 0.3792 0.474 2.5151 -0.0091 0.0091 0.2041 0 0
23 5 1477 0 0 0 0 0 1.0003 0 0.9798 -0.1565 0.2178 0.2627 1.3302 0.9163 -0.1391 0.3689 0.4598 2.49 -0.0298 0.0298 0.225 0 0
23 6 1494 0 0 0 0 0 1.0002 0 0.9818 0.2265 0.2543 0.3226 1.7672 0.9342 0.2063 0.3667 0.4619 2.6442 -0.0259 0.0259 0.2151 0 0
23 7 1477 0 0 0 0 0 1.0005 0 0.9733 -0.0416 0.1756 0.2626 1.76 0.9084 -0.0622 0.3608 0.4505 2.7345 -0.0182 0.0182 0.2231 0 0
23 8 1500 0 0 0 0 0 1.0004 0 0.9827 0.3169 0.3284 0.3719 1.5094 0.9102 0.3038 0.4338 0.5343 2.6996 -0.0164 0.0164 0.2243 0 0
23 9 1502 0 0 0 0 0 1.0004 0 0.9829 -0.1406 0.2062 0.2773 1.2994 0.9182 -0.1176 0.3883 0.49 2.6789 0.0308 0.0308 0.2091 0 0
23 10 1452 0 0 0 0 0 1.0006 0 0.9737 -0.1153 0.1896 0.2466 1.3896 0.9292 -0.0599 0.3212 0.4055 2.6311 -0.1174 0.1174 0.2348 0 0
23 11 1464 0 0 0 0 0 1.0007 0 0.9615 0.1061 0.1858 0.3383 1.6724 0.9191 0.0509 0.3399 0.4357 2.5214 -0.0666 0.0666 0.2245 0 0
23 12 1468 0 0 0 0 0 1.0001 0 0.9752 -0.1232 0.2167 0.2661 1.7023 0.9003 -0.1087 0.3634 0.4533 2.6795 -0.0874 0.0874 0.2511 0 0
23 13 1473 0 0 0 0 0 1.0003 0 0.9823 0.0701 0.1927 0.2236 1.5692 0.9288 0.1186 0.3591 0.4566 2.8575 -0.0182 0.0182 0.2257 0 0
23 14 2024 0 0 0 0 0 1.0009 0 0.9844 -0.0229 0.1595 0.2064 2.2414 0.9205 -0.0466 0.3693 0.4758 2.8049 0.07 0.07 0.214 0 0
23 15 1477 0 0 0 0 0 1.0006 0 0.9753 0.0434 0.1632 0.1974 1.0173 0.926 0.0277 0.3331 0.4179 2.5947 -0.0494 0.0494 0.2276 0 0
23 16 1507 0 0 0 0 0 1.0003 0 0.9852 -0.0268 0.172 0.2131 1.4626 0.9351 -0.0593 0.3342 0.4145 2.4596 0.0038 0.0038 0.2078 0 0
23 17 1880 0 0 0 0 0 1.0003 0 0.9884 -0.1195 0.1673 0.2311 1.7838 0.9308 -0.0877 0.3293 0.4213 2.5963 0.0432 0.0432 0.2119 0 0
23 18 1496 0 0 0 0 0 1.0003 0 0.9755 0.1647 0.222 0.2677 1.1113 0.9339 0.1414 0.3401 0.4264 2.62 -0.0123 0.0123 0.2147 0 0
23 19 1718 0 0 0 0 0 1.0006 0 0.9706 0.2647 0.2817 0.336 1.2616 0.9243 0.2135 0.3954 0.4981 2.7736 0.0011 0.0011 0.219 0 0
23 20 1492 0 0 0 0 0 1.0019 0 0.9636 -0.2579 0.3095 0.41 2.0365 0.8938 -0.1366 0.4094 0.5159 2.9966 0.0131 0.0131 0.2648 0 0
23 21 1580 0 0 0 0 0 1.0003 0 0.975 0.298 0.3395 0.4074 1.625 0.9306 0.3016 0.4418 0.5294 2.5362 0.0249 0.0249 0.2212 0 0
23 22 1469 0 0 0 0 0 1.0003 0 0.9865 0.1193 0.1785 0.215 1.5866 0.9182 0.1093 0.359 0.463 2.5898 -0.0049 0.0049 0.2164 0 0
23 23 1446 0 0 0 0 0 1.0002 0 0.9881 -0.0084 0.2564 0.3254 1.9324 0.9165 0.0194 0.3588 0.4543 2.448 -0.1482 0.1482 0.2481 0 0
23 24 2786 0 0 0 0 0 1.0005 0 0.9819 0.2628 0.2648 0.3245 1.7464 0.9194 0.2388 0.4127 0.5154 3.0788 0.1246 0.1246 0.216 0 0
23 25 1649 0 0 0 0 0 1.0009 0 0.983 -0.0174 0.1528 0.1969 1.5399 0.9222 0.0058 0.3498 0.439 2.8193 0.0484 0.0484 0.22 0 0
23 26 1489 0 0 0 0 0 1.0002 0 0.9938 -0.1794 0.2241 0.2842 1.8635 0.9142 -0.1309 0.393 0.4879 2.4901 -0.0286 0.0286 0.2265 0 0
23 27 1462 0 0 0 0 0 1.0003 0 0.9689 -0.0781 0.2051 0.2734 1.1023 0.9374 -0.0764 0.3235 0.4143 2.4883 -0.0284 0.0284 0.2236 0 0
23 28 1485 0 0 0 0 0 1.0006 0 0.9753 -0.1869 0.2116 0.2657 1.0512 0.9255 -0.1577 0.3714 0.4771 2.7522 -0.0218 0.0218 0.2168 0 0
23 29 1476 0 0 0 0 0 1.0003 0 0.99 -0.1374 0.1854 0.2116 1.7193 0.9362 -0.1268 0.3564 0.4449 2.5789 -0.0236 0.0236 0.2173 0 0
23 30 1554 0 0 0 0 0 1.001 0 0.9907 0.0299 0.1455 0.1783 1.3469 0.9218 -0.0163 0.3572 0.4642 2.6347 0.0483 0.0483 0.2093 0 0
23 31 1464 0 0 0 0 0 1.0002 0 0.9806 -0.1916 0.2642 0.3212 1.6975 0.9111 -0.1483 0.3612 0.458 2.3945 -0.0171 0.0171 0.2263 0 0
23 32 1512 0 0 0 0 0 1.0002 0 0.986 -0.0356 0.1232 0.1449 1.1978 0.9315 -0.0349 0.322 0.4087 2.7575 0.0404 0.0404 0.2119 0 0
23 33 1780 0 0 0 0 0 1.0004 0 0.9876 0.0174 0.1381 0.1794 1.4817 0.9337 0.0474 0.3442 0.4388 2.6078 0.0336 0.0336 0.2056 0 0
23 34 1867 0 0 0 0 0 1.0004 0 0.9642 0.2479 0.2875 0.3472 1.3916 0.9265 0.1999 0.3901 0.4846 2.78 0.0708 0.0708 0.2138 0 0
23 35 1504 0 0 0 0 0 1.0014 0 0.9879 -0.2245 0.2256 0.2906 1.832 0.9151 -0.1805 0.384 0.4848 2.9458 -0.0189 0.0189 0.2273 0 0
23 36 1479 0 0 0 0 0 1.0004 0 0.9857 0.0463 0.1998 0.2706 2.2322 0.9262 0.0845 0.3377 0.4308 2.3589 -0.0438 0.0438 0.241 0 0
23 37 1711 0 0 0 0 0 1.0009 0 0.9612 -0.1253 0.2221 0.2915 1.0858 0.9345 -0.0654 0.323 0.4151 2.6319 0.0221 0.0221 0.2076 0 0
