cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
21 1 410 0 0 0 0 0 1.0002 0 0.9497 0.0908 0.3019 0.3785 2.1586 0.9332 0.0472 0.338 0.434 2.3177 -0.1109 0.1109 0.4285 0 0
21 2 450 2 0 0 0 0 1.0003 0 0.9291 0.4031 0.4293 0.5257 2.015 0.9274 0.3177 0.4396 0.538 2.488 0.0679 0.0679 0.3892 1 0
21 3 507 7 0 0 0 0 1.0008 0 0.9427 0.0523 0.2403 0.3078 2.1296 0.9354 9e-04 0.3245 0.408 2.7908 0.1057 0.1057 0.3761 1 0
21 4 415 0 0 0 0 0 1.0001 0 0.9541 -0.073 0.3794 0.4661 2.5016 0.9199 -0.0923 0.3742 0.4585 2.3725 -0.0339 0.0339 0.4295 0 0
21 5 416 0 0 0 0 0 1.0004 0 0.9436 -0.2428 0.3284 0.3862 1.5779 0.9333 -0.2794 0.4155 0.4976 2.3188 -0.0206 0.0206 0.3861 0 0
21 6 406 0 0 0 0 0 1.0006 0 0.9207 -0.3631 0.6102 0.809 2.9048 0.9427 -0.3591 0.4589 0.5616 2.1136 -0.0559 0.0559 0.4513 0 0
21 7 421 2 0 0 0 0 1.0002 0 0.9339 0.401 0.462 0.5768 1.9524 0.9358 0.3312 0.4667 0.571 2.4379 9e-04 9e-04 0.4174 1 0
21 8 412 1 0 0 0 0 1.0008 0 0.9741 -0.2437 0.2858 0.3771 2.3539 0.8803 -0.2085 0.436 0.5349 2.2282 -0.0466 0.0466 0.4684 1 0
21 9 748 6 0 0 0 0 1.0002 0 0.9381 -0.0297 0.3124 0.4339 2.6286 0.944 -0.0232 0.3628 0.4471 2.9425 0.1999 0.1999 0.326 1 0
21 10 443 29 0 0 0 0 1.0004 0 0.9416 0.5636 0.5707 0.6493 2.5025 0.9214 0.5011 0.5493 0.6634 3.0358 0.0804 0.0804 0.4294 1 0
21 11 421 0 0 0 0 0 1.0002 0 0.9308 -0.0788 0.3686 0.4569 2.0997 0.9313 -0.1084 0.3656 0.4567 2.3486 0.0376 0.0376 0.3819 0 0
21 12 412 4 0 0 0 0 1.0005 0 0.9383 -0.5677 0.5677 0.6488 2.1098 0.9295 -0.5678 0.6038 0.6968 2.4902 -0.1 0.1 0.4944 1 0
21 13 413 0 0 0 0 0 1.0009 0 0.976 0.2982 0.3472 0.442 2.1929 0.9251 0.2964 0.4155 0.5214 2.2058 -0.056 0.056 0.4261 0 0
21 14 415 1 0 0 0 0 1.0002 0 0.8228 0.4721 0.5491 0.7003 2.2606 0.9257 0.4197 0.4855 0.5891 2.4684 -0.0834 0.0834 0.4525 1 0
21 15 421 0 0 0 0 0 1.0006 0 0.925 0.0202 0.2824 0.3614 1.7275 0.9285 0.0074 0.3491 0.4274 2.5979 -0.0097 0.0097 0.3946 0 0
21 16 408 0 0 0 0 0 1.0003 0 0.9448 -0.1561 0.3492 0.4379 2.7048 0.881 -0.0959 0.3477 0.4514 2.0414 -0.1059 0.1059 0.5082 0 0
21 17 556 2 0 0 0 0 1.0009 0 0.9692 -0.4085 0.4176 0.5157 2.2859 0.9406 -0.4357 0.5155 0.6618 2.5439 0.1484 0.1484 0.3646 1 0
21 18 441 1 0 0 0 0 1.0001 0 0.9499 0.0572 0.2571 0.3367 1.8487 0.9068 0.0629 0.3654 0.4532 2.4468 0.0779 0.0779 0.4033 1 0
21 19 419 6 0 0 0 0 1.0003 0 0.9586 -0.2814 0.3183 0.4124 2.3616 0.9135 -0.2295 0.412 0.4956 2.5098 0.0305 0.0305 0.4254 1 0
21 20 396 0 0 0 0 0 1.0002 0 0.9565 0.1494 0.332 0.3988 2.3306 0.9274 0.0449 0.3032 0.378 2.28 -0.1496 0.1496 0.446 0 0
21 21 539 53 0 0 0 0 1.0009 0 0.9475 0.2693 0.3855 0.4781 2.8524 0.9205 0.1724 0.3617 0.4449 2.488 0.0073 0.0073 0.4939 1 0
21 22 417 0 0 0 0 0 1.0005 0 0.9252 0.2321 0.4022 0.5026 2.1684 0.9277 0.2074 0.3726 0.4788 2.2079 -0.1087 0.1087 0.4567 0 0
21 23 308 0 0 0 0 0 1.0008 0 0.9231 -0.031 0.4266 0.5807 2.9387 0.9157 -0.0644 0.3447 0.4521 2.4104 -0.2507 0.2507 0.4807 0 0
21 24 444 20 0 0 0 0 1.0008 0 0.9646 -0.1165 0.3591 0.4633 2.8674 0.9228 -0.0888 0.3576 0.4454 2.3144 0.1201 0.1201 0.4155 1 0
21 25 417 3 0 0 0 0 1.0006 0 0.9294 0.1265 0.3229 0.3978 2.0544 0.9319 0.1467 0.3847 0.4828 2.9376 0.0278 0.0278 0.4012 1 0
21 26 456 21 0 0 0 0 1.001 0 0.8821 -0.6698 0.6698 0.8694 2.7551 0.9179 -0.3776 0.5382 0.6416 2.7827 0.0445 0.0445 0.4495 1 0
21 27 458 1 0 0 0 0 1.0003 0 0.9386 -0.1452 0.3132 0.4192 1.83 0.9388 -0.2145 0.3822 0.5005 2.8335 0.074 0.074 0.3736 1 0
