cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
16 1 2093 0 0 0 0 0 1.0003 0 0.9928 0.0276 0.1203 0.139 1.2887 0.9177 0.0204 0.3234 0.4041 2.4056 0.0225 0.0225 0.199 0 0
16 2 2073 0 0 0 0 0 1.0002 0 0.9867 -0.0069 0.1428 0.1721 1.1638 0.9042 -0.0289 0.3348 0.4276 2.4344 0.045 0.045 0.2122 0 0
16 3 2082 0 0 0 0 0 1.0007 0 0.977 -0.0769 0.1648 0.2154 0.9311 0.9264 -0.0322 0.3264 0.4162 2.4811 0.0016 0.0016 0.2061 0 0
16 4 1933 0 0 0 0 0 1.0007 0 0.9866 0.2023 0.2403 0.3172 1.6899 0.9113 0.0945 0.3516 0.4504 2.3674 0.0123 0.0123 0.2066 0 0
16 5 2103 0 0 0 0 0 1.0002 0 0.9915 -0.0409 0.1343 0.1574 1.2735 0.92 -0.0058 0.3158 0.4037 2.2995 0.0178 0.0178 0.2062 0 0
16 6 2073 0 0 0 0 0 1.0006 0 0.9847 -0.0168 0.1495 0.2121 1.4046 0.9057 -0.0079 0.336 0.4142 2.263 0.0075 0.0075 0.2085 0 0
16 7 2079 0 0 0 0 0 1.0004 0 0.9891 0.0593 0.1637 0.2219 1.3901 0.9047 0.0182 0.3342 0.4155 2.355 -0.0167 0.0167 0.2165 0 0
16 8 2057 0 0 0 0 0 1.0004 0 0.9851 -0.0183 0.1324 0.1766 0.9625 0.9121 -0.0246 0.3333 0.4194 2.4112 -0.0593 0.0593 0.2059 0 0
16 9 2084 0 0 0 0 0 1.0003 0 0.9866 0.1937 0.204 0.2512 1.2128 0.9168 0.1323 0.3594 0.4489 2.6749 0.0726 0.0726 0.204 0 0
16 10 2066 0 0 0 0 0 1.0004 0 0.9907 0.0389 0.1263 0.1718 1.6601 0.9005 0.0297 0.3381 0.4249 2.4819 0.0139 0.0139 0.2186 0 0
16 11 2084 0 0 0 0 0 1.0003 0 0.9888 0.0161 0.1109 0.1478 1.299 0.9024 0.0178 0.3214 0.4208 2.4793 0.0153 0.0153 0.2076 0 0
16 12 2092 0 0 0 0 0 1.0003 0 0.9931 0.055 0.1217 0.1595 1.3222 0.9108 0.0435 0.3361 0.4255 2.4093 0.0576 0.0576 0.1976 0 0
16 13 2073 0 0 0 0 0 1.0003 0 0.9938 0.0876 0.1264 0.1592 1.0902 0.9223 0.0881 0.3277 0.4114 2.4079 0.0271 0.0271 0.2041 0 0
16 14 2078 0 0 0 0 0 1.0001 0 0.9918 -0.0049 0.1317 0.1615 1.4602 0.9071 -0.0165 0.3436 0.4391 2.2871 -0.075 0.075 0.2187 0 0
16 15 2058 0 0 0 0 0 1.0007 0 0.9858 0.0439 0.1517 0.203 1.7284 0.9016 0.0251 0.3518 0.4378 2.4076 -0.0257 0.0257 0.2095 0 0
16 16 2068 0 0 0 0 0 1.0002 0 0.9859 0.0131 0.1283 0.1577 0.9037 0.9176 0.0401 0.3337 0.4201 2.3208 -0.016 0.016 0.2012 0 0
16 17 2042 0 0 0 0 0 1.0002 0 0.9856 -0.0826 0.1785 0.223 1.4133 0.9093 -0.0558 0.3214 0.41 2.4005 -0.0437 0.0437 0.2119 0 0
16 18 2083 0 0 0 0 0 1.0004 0 0.9856 -0.105 0.2213 0.3147 2.0467 0.8903 -0.0793 0.374 0.4588 2.2945 0.0121 0.0121 0.2241 0 0
16 19 2076 0 0 0 0 0 1.0003 0 0.9746 -0.0733 0.207 0.2559 1.1267 0.9106 -0.0565 0.3542 0.4387 2.3339 -0.0113 0.0113 0.2056 0 0
16 20 2063 0 0 0 0 0 1.0012 0 0.974 -0.0758 0.1746 0.2495 1.6382 0.9164 -0.0351 0.3372 0.4248 2.8079 0.0503 0.0503 0.2166 0 0
16 21 2082 0 0 0 0 0 1.0002 0 0.9916 -0.1475 0.1884 0.2584 2.0599 0.8855 -0.0826 0.3916 0.5052 2.5091 0.0977 0.0977 0.2082 0 0
16 22 2074 0 0 0 0 0 1.0003 0 0.9918 -0.0236 0.1334 0.1655 1.499 0.9204 -0.0453 0.3274 0.4142 2.4182 -0.0154 0.0154 0.2105 0 0
16 23 2052 0 0 0 0 0 1.0003 0 0.9885 0.0033 0.1218 0.1646 1.1466 0.9076 -0.0127 0.3457 0.441 2.4514 -0.0435 0.0435 0.2137 0 0
16 24 2045 0 0 0 0 0 1.0001 0 0.9926 0.0424 0.1534 0.1676 1.8758 0.902 0.0257 0.3624 0.4571 2.4878 0.0434 0.0434 0.1971 0 0
16 25 2068 0 0 0 0 0 1.0001 0 0.9886 -0.2498 0.2674 0.3122 1.5796 0.9144 -0.2498 0.3936 0.493 2.3024 -0.0071 0.0071 0.203 0 0
16 26 2087 0 0 0 0 0 1.0006 0 0.9815 -0.1313 0.2013 0.2491 2.3042 0.9129 -0.1044 0.3498 0.436 2.5087 0.0326 0.0326 0.2099 0 0
16 27 2117 0 0 0 0 0 1.0002 0 0.9889 -0.0762 0.1761 0.2638 2.3989 0.9118 -0.0519 0.3438 0.4381 2.2543 0.0055 0.0055 0.2016 0 0
16 28 2075 0 0 0 0 0 1.0002 0 0.9768 0.0449 0.2122 0.4026 2.3642 0.8923 -0.0108 0.357 0.4487 2.2249 0.0105 0.0105 0.2193 0 0
16 29 2100 0 0 0 0 0 1.0005 0 0.9814 -0.0149 0.1388 0.2 1.073 0.9123 0.0058 0.3311 0.4179 2.3372 0.038 0.038 0.2029 0 0
16 30 2078 0 0 0 0 0 1.0004 0 0.9827 0.0414 0.1265 0.171 0.9733 0.9138 0.0341 0.3327 0.4138 2.4874 -0.0619 0.0619 0.2076 0 0
16 31 2122 0 0 0 0 0 1.0002 0 0.9888 -0.1829 0.1946 0.246 1.2587 0.9185 -0.1139 0.3425 0.4252 2.4689 0.0285 0.0285 0.2003 0 0
16 32 2100 0 0 0 0 0 1.0007 0 0.989 -0.0055 0.1742 0.228 1.7139 0.9074 0.0545 0.3711 0.4695 2.3306 0.0695 0.0695 0.1991 0 0
16 33 2096 0 0 0 0 0 1.0002 0 0.9935 0.0614 0.0936 0.1231 1.0696 0.9293 0.0648 0.3015 0.3857 2.5627 0.0098 0.0098 0.2021 0 0
16 34 2105 0 0 0 0 0 1.0004 0 0.9877 0.0082 0.1241 0.1723 1.2718 0.9013 0.0433 0.3493 0.4423 2.2894 -0.0106 0.0106 0.1989 0 0
16 35 2082 0 0 0 0 0 1.0006 0 0.9822 -0.0024 0.1433 0.1982 1.2916 0.9181 0.0033 0.3162 0.3947 2.4782 -0.0124 0.0124 0.2115 0 0
16 36 2098 0 0 0 0 0 1.0005 0 0.9855 0.057 0.1889 0.26 1.9223 0.8947 0.0814 0.3743 0.472 2.285 -0.0568 0.0568 0.2142 0 0
16 37 2088 0 0 0 0 0 1.0008 0 0.9885 0.0244 0.1223 0.1916 2.1175 0.9041 0.0172 0.3314 0.4203 2.3243 -0.0422 0.0422 0.2153 0 0
16 38 2097 0 0 0 0 0 1.0003 0 0.9904 0.0346 0.1407 0.2073 1.8979 0.9039 0.076 0.3325 0.4236 2.3795 0.0433 0.0433 0.2092 0 0
16 39 2085 0 0 0 0 0 1.0001 0 0.9823 -0.0296 0.1618 0.203 1.1352 0.8979 -0.0102 0.3626 0.4584 2.4841 -0.0481 0.0481 0.213 0 0
16 40 2109 0 0 0 0 0 1.0004 0 0.9771 -0.0628 0.1639 0.1916 0.9951 0.9187 -0.0185 0.3267 0.4118 2.4894 0.0273 0.0273 0.198 0 0
16 41 2112 0 0 0 0 0 1.0001 0 0.987 -0.0604 0.16 0.212 1.6039 0.8984 -0.0602 0.3612 0.4478 2.4009 -0.0759 0.0759 0.2115 0 0
16 42 2081 0 0 0 0 0 1.0001 0 0.979 -0.1286 0.1849 0.2434 1.8913 0.8908 -0.0808 0.3747 0.4662 2.6721 0.0281 0.0281 0.2168 0 0
16 43 2077 0 0 0 0 0 1.0005 0 0.9902 -0.0099 0.1409 0.1956 1.6478 0.8967 7e-04 0.349 0.4343 2.3883 -0.0106 0.0106 0.2083 0 0
16 44 2089 0 0 0 0 0 1.0011 0 0.9814 0.0217 0.1798 0.2124 1.0344 0.9072 0.0159 0.3438 0.431 2.2977 -0.0691 0.0691 0.2049 0 0
16 45 2090 0 0 0 0 0 1.0008 0 0.9906 -0.0895 0.1315 0.1599 1.1269 0.9122 -0.0704 0.3297 0.4115 2.4101 -0.0576 0.0576 0.2167 0 0
16 46 2092 0 0 0 0 0 1.0002 0 0.9852 -0.0419 0.1459 0.1879 1.1559 0.9153 0.0122 0.3419 0.4302 2.39 0.0207 0.0207 0.2026 0 0
16 47 2089 0 0 0 0 0 1.0004 0 0.985 0.0232 0.1763 0.2396 1.3049 0.9169 0.0276 0.3364 0.424 2.3768 -0.0144 0.0144 0.2174 0 0
16 48 2116 0 0 0 0 0 1.0006 0 0.9886 -0.0045 0.0975 0.1244 0.8755 0.9163 0.0037 0.3443 0.4316 2.5055 0.0722 0.0722 0.1944 0 0
16 49 2117 0 0 0 0 0 1.0003 0 0.9828 0.0672 0.1981 0.2591 1.4779 0.8999 -0.0012 0.3481 0.4319 2.3382 -0.0191 0.0191 0.2093 0 0
16 50 2085 0 0 0 0 0 1.0002 0 0.9893 0.0116 0.1259 0.1503 0.8952 0.9198 -0.014 0.3075 0.3836 2.4264 -0.0819 0.0819 0.2097 0 0
16 51 2072 0 0 0 0 0 1.0002 0 0.9899 -0.1324 0.1633 0.2013 1.2794 0.9246 -0.1431 0.3324 0.4189 2.385 -0.0753 0.0753 0.2117 0 0
16 52 2060 0 0 0 0 0 1.0006 0 0.992 0.0478 0.1521 0.2031 1.8677 0.9129 0.0111 0.3435 0.4314 2.366 -0.0575 0.0575 0.2107 0 0
16 53 2090 0 0 0 0 0 1.0004 0 0.9911 0.036 0.1124 0.1384 0.9242 0.9256 0.038 0.3356 0.4243 2.4395 0.054 0.054 0.1901 0 0
16 54 2106 0 0 0 0 0 1.0012 0 0.9896 -0.0251 0.1475 0.1736 1.0506 0.9149 -0.0234 0.3338 0.4178 2.454 0.0271 0.0271 0.203 0 0
16 55 2166 0 0 0 0 0 1.0002 0 0.9763 -0.1067 0.1865 0.256 1.6922 0.921 -0.0678 0.3382 0.4156 2.4472 0.0608 0.0608 0.1991 0 0
16 56 2088 0 0 0 0 0 1.0003 0 0.9926 0.0389 0.1045 0.1461 1.3874 0.9007 0.0215 0.3357 0.4204 2.2773 0.0419 0.0419 0.2109 0 0
16 57 2078 0 0 0 0 0 1.0001 0 0.9902 -0.036 0.1204 0.159 1.0689 0.9159 -0.0645 0.3352 0.4186 2.4481 -0.0087 0.0087 0.2071 0 0
16 58 2094 0 0 0 0 0 1.0005 0 0.9861 -0.0093 0.1155 0.1437 1.5654 0.8922 0.0357 0.3469 0.4475 2.5877 -0.1212 0.1212 0.2284 0 0
16 59 2067 0 0 0 0 0 1.0001 0 0.9739 0.0511 0.2297 0.3477 2.1314 0.8975 0.067 0.363 0.4549 2.3135 -0.0375 0.0375 0.2156 0 0
16 60 2099 0 0 0 0 0 1.0002 0 0.9901 0.0014 0.1015 0.1343 1.1503 0.9238 -0.009 0.3309 0.419 2.4174 0.0202 0.0202 0.1946 0 0
