cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
39 1 1712 0 0 0 0 0 1.0004 0 0.6343 -0.0527 0.1808 0.2005 0.9381 0.9621 -0.0287 0.327 0.3935 4.0393 0.7134 -0.1442 0.5998 0.766 4.1306 0.0325 0.0325 0.4135 0 0
39 2 1606 0 0 0 0 0 1.0004 0 0.6432 0.0768 0.3191 0.3629 1.1676 0.8953 -0.2927 0.5755 0.809 9.6921 0.6723 -0.0871 0.6055 0.7671 4.401 -0.1023 0.1023 0.5027 0 0
39 3 1700 0 0 0 0 0 1.0005 0 0.5402 -0.1322 0.1361 0.1825 0.834 0.9877 0.0963 0.232 0.2786 2.7285 0.7487 0.1857 0.5306 0.6749 4.0176 -0.0774 0.0774 0.3619 0 0
39 4 1696 0 0 0 0 0 1.0004 0 0.9308 -0.0648 0.1009 0.1246 0.945 0.9726 0.1142 0.2091 0.3417 4.0498 0.7418 0.0694 0.5264 0.668 4.0383 -0.0609 0.0609 0.3601 0 0
39 5 1737 0 0 0 0 0 1.0003 0 0.7012 0.0487 0.1107 0.1683 0.8597 0.981 -0.0743 0.1394 0.2058 1.8666 0.7229 -0.0252 0.5425 0.695 4.0524 -0.1692 0.1692 0.3669 0 0
39 6 1781 0 0 0 0 0 1.0004 0 0.7604 -0.0223 0.1443 0.1779 0.87 0.9755 0.1721 0.2467 0.4643 5.8909 0.7334 0.0403 0.5606 0.719 4.0714 0.0027 0.0027 0.3501 0 0
39 7 1677 0 0 0 0 0 1.0006 0 0.4771 -0.1183 0.121 0.1805 0.9507 0.9919 0.0236 0.1868 0.224 2.7225 0.7319 0.0792 0.5674 0.7216 4.1033 -0.0031 0.0031 0.42 0 0
39 8 1732 0 0 0 0 0 1.0005 0 0.863 -0.1356 0.1598 0.1856 0.9543 0.9836 0.1937 0.3154 0.4557 4.6956 0.7585 -0.0795 0.5061 0.6464 4.1397 0.0406 0.0406 0.3914 0 0
39 9 1687 0 0 0 0 0 1.0008 0 0.8946 0.0777 0.1472 0.1546 0.8951 0.9573 -0.0849 0.2294 0.3686 3.8885 0.7436 -0.0217 0.5356 0.7034 4.0137 -0.0678 0.0678 0.3524 0 0
39 10 1697 0 0 0 0 0 1.0003 0 0.6972 0.032 0.1653 0.1979 0.8342 0.987 0.1071 0.1912 0.2115 1.9235 0.774 0.083 0.5609 0.7219 4.0764 0.0121 0.0121 0.3687 0 0
39 11 1670 0 0 0 0 0 1.0004 0 0.9418 -0.0852 0.1352 0.1454 0.9265 0.9797 -0.1454 0.2253 0.296 2.9725 0.6902 -0.1394 0.5865 0.7491 4.2084 0.0744 0.0744 0.438 0 0
39 12 1781 0 0 0 0 0 1.0003 0 0.9321 -0.0472 0.0884 0.1168 0.8085 0.9908 0.0662 0.1468 0.1901 2.5244 0.7695 0.0197 0.5439 0.7057 4.1304 0.0709 0.0709 0.3483 0 0
