cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
12 1 1059 0 0 0 0 0 1.0001 0 0.9715 0.0991 0.2051 0.3649 1.9573 0.8362 0.002 0.4418 0.5606 2.661 -0.0277 0.0277 0.2398 0 0
12 2 1073 0 0 0 0 0 1.0003 0 0.9956 -0.0241 0.0924 0.1019 0.8697 0.8511 -0.0198 0.4275 0.5412 2.7237 -0.1185 0.1185 0.2445 0 0
12 3 1072 0 0 0 0 0 1.0004 0 0.9942 0.0351 0.0937 0.1242 0.8534 0.8668 0.0232 0.4299 0.5372 2.8115 0.0593 0.0593 0.2221 0 0
12 4 1057 0 0 0 0 0 1.0005 0 0.9839 -0.0055 0.1628 0.244 1.4606 0.8363 -0.0526 0.4575 0.5766 2.6926 -0.028 0.028 0.2493 0 0
12 5 1061 0 0 0 0 0 1.0001 0 0.9813 0.0818 0.1418 0.2035 1.0185 0.8377 0.048 0.4496 0.5717 2.8993 0.0032 0.0032 0.2388 0 0
12 6 1062 0 0 0 0 0 1.0001 0 0.9975 -0.0632 0.1238 0.1531 1.8084 0.818 -0.0152 0.4909 0.612 2.7739 0.0102 0.0102 0.2558 0 0
12 7 1067 0 0 0 0 0 1.0001 0 0.9909 -0.0847 0.1335 0.1568 1.0918 0.8353 -0.0696 0.4675 0.5885 2.9787 0.0735 0.0735 0.2343 0 0
12 8 1064 0 0 0 0 0 1.0001 0 0.9881 -0.0117 0.1194 0.173 1.3753 0.8474 -0.045 0.4307 0.5463 2.8388 -0.0464 0.0464 0.2448 0 0
12 9 1061 0 0 0 0 0 1.0002 0 0.975 -0.0376 0.1575 0.1801 0.7105 0.8631 -0.0173 0.4214 0.5252 2.619 -0.1078 0.1078 0.2425 0 0
12 10 1067 0 0 0 0 0 1.0002 0 0.992 -0.133 0.1655 0.2058 1.5106 0.8289 -0.1277 0.4407 0.5646 2.706 -0.0228 0.0228 0.2334 0 0
12 11 1067 0 0 0 0 0 1.0001 0 0.9837 -0.0073 0.1491 0.1822 1.3454 0.8394 0.0201 0.4594 0.5741 2.7684 0.014 0.014 0.229 0 0
12 12 1069 0 0 0 0 0 1.0008 0 0.9883 0.0737 0.1256 0.1758 1.0514 0.8474 0.0496 0.4385 0.551 2.7899 0.0637 0.0637 0.2309 0 0
12 13 1057 0 0 0 0 0 1.0001 0 0.9904 0.0056 0.1268 0.144 0.9453 0.8414 0.027 0.4396 0.5613 2.7604 0.0116 0.0116 0.2348 0 0
12 14 1074 0 0 0 0 0 1.0001 0 0.9883 0.0632 0.1188 0.1478 0.8995 0.8707 0.0525 0.3934 0.4975 2.7023 -0.0406 0.0406 0.2368 0 0
12 15 1064 0 0 0 0 0 1.0002 0 0.9338 0.1427 0.1719 0.3296 1.1111 0.8503 0.0594 0.445 0.5564 2.897 0.0323 0.0323 0.2334 0 0
12 16 1052 0 0 0 0 0 1.0001 0 0.9737 -0.1803 0.206 0.3504 2.1505 0.8101 -0.0429 0.4665 0.5851 2.7913 -0.0742 0.0742 0.2584 0 0
12 17 1040 0 0 0 0 0 1.0008 0 0.9814 0.0369 0.1653 0.2174 0.9851 0.8523 0.033 0.4828 0.6043 2.6982 0.0478 0.0478 0.2211 0 0
12 18 1076 0 0 0 0 0 1.0003 0 0.9871 -0.0304 0.155 0.1705 0.8617 0.8689 -0.0343 0.422 0.5298 2.8215 0.1559 0.1559 0.2118 0 0
12 19 1073 0 0 0 0 0 1.0002 0 0.926 -0.1971 0.2538 0.4559 1.9994 0.8043 -0.0819 0.4945 0.6331 3.0632 0.0384 0.0384 0.2574 0 0
12 20 1070 0 0 0 0 0 1.0004 0 0.9756 -0.0236 0.1324 0.1792 1.1031 0.8434 0.059 0.4268 0.5343 3.0198 0.0298 0.0298 0.2511 0 0
12 21 1044 0 0 0 0 0 1.0005 0 0.9898 -0.0371 0.1563 0.2162 1.548 0.8205 -0.0604 0.474 0.5977 2.6494 -0.0753 0.0753 0.2468 0 0
