cond r run.time ndiv nbfmi ntree nbulk ntail maxRhat nRhat alpha.cor alpha.bias alpha.abbias alpha.rmse alpha.CI beta.cor beta.bias beta.abbias beta.rmse beta.CI theta.cor theta.bias theta.abbias theta.rmse theta.CI lambda.bias lambda.abbias lambda.CI corrupt efficiency
46 1 941 0 0 0 0 0 1.0004 0 0.2384 0.1552 0.3007 0.3975 1.6884 0.9935 -0.4473 0.4514 0.5103 4.0081 0.8028 -0.2851 0.6218 0.7872 4.2317 -0.1045 0.1045 0.4267 0 0
46 2 974 0 0 0 0 0 1.0002 0 0.8062 -0.055 0.2004 0.2166 1.0094 0.9825 -0.2318 0.2651 0.3092 1.7712 0.8162 -0.1488 0.5317 0.6985 4.1838 -0.0182 0.0182 0.3812 0 0
46 3 1028 13 0 0 0 0 1.0006 0 0.5904 0.1308 0.2858 0.3102 1.3328 0.9743 0.2067 0.2938 0.3603 3.8259 0.8007 0.144 0.5767 0.7235 4.3833 -0.0999 0.0999 0.5123 1 0
46 4 1176 0 0 0 0 0 1.0005 0 0.1272 -0.094 0.1793 0.202 1.0042 0.9806 0.4397 0.4689 0.5109 2.5212 0.7953 0.4529 0.664 0.8638 4.3761 0.1501 0.1501 0.3198 0 0
46 5 991 0 0 0 0 0 1.0007 0 0.7019 0.1432 0.2315 0.2973 1.2817 0.9717 -0.1027 0.2298 0.2758 2.9976 0.8263 -0.1481 0.4845 0.6251 4.0785 -0.0404 0.0404 0.3615 0 0
46 6 906 0 0 0 0 0 1.0007 0 0.6807 0.0575 0.076 0.1222 1.0679 0.984 0.1374 0.1995 0.2671 3.1405 0.736 0.1282 0.5678 0.7551 4.4033 0.0022 0.0022 0.3789 0 0
46 7 1005 7 0 0 0 0 1.0007 0 0.9039 -0.0271 0.1339 0.1667 1.2676 0.9786 -0.3681 0.3688 0.4237 4.1339 0.8392 -0.3516 0.5914 0.7574 4.0725 0.1266 0.1266 0.3315 1 0
46 8 920 0 0 0 0 0 1.0003 0 0.6886 -0.0427 0.16 0.1949 1.4843 0.9731 0.1934 0.2542 0.3388 4.0483 0.8225 0.0849 0.4835 0.6135 4.2001 -0.1312 0.1312 0.4403 0 0
46 9 1431 12 0 0 0 0 1.0008 0 0.0384 -0.0106 0.1373 0.1706 0.9851 0.9722 0.299 0.343 0.4026 2.7247 0.8516 0.2947 0.5508 0.6956 4.3959 0.1501 0.1501 0.3661 1 0
46 10 920 0 0 0 0 0 1.0007 0 0.2879 -0.0943 0.1573 0.1853 1.1828 0.989 -0.0968 0.2031 0.2584 4.8695 0.7299 -0.0935 0.6046 0.7933 4.2456 -0.1454 0.1454 0.4988 0 0
46 11 1025 0 0 0 0 0 1.0003 0 0.9714 -0.0784 0.0784 0.0976 1.0716 0.9931 -0.1994 0.207 0.242 2.5153 0.8045 -0.1506 0.5231 0.7171 4.1334 0.0331 0.0331 0.376 0 0
46 12 981 0 0 0 0 0 1.0006 0 0.9774 -0.0532 0.1514 0.1551 1.3464 0.9613 0.1482 0.4968 0.7439 10.7627 0.7608 0.0991 0.5449 0.6929 4.0785 -0.207 0.207 0.499 0 0
46 13 949 0 0 0 0 0 1.0004 0 0.915 -0.195 0.195 0.2729 1.601 0.9752 -0.4811 0.5016 0.6773 7.0447 0.8166 -0.2474 0.5443 0.6877 4.4874 0.005 0.005 0.3735 0 0
46 14 1004 0 0 0 0 0 1.0004 0 0.5993 -0.1466 0.2193 0.2564 1.0621 0.9832 0.0292 0.2153 0.3119 4.3781 0.7476 -0.0255 0.6265 0.7941 4.6439 0.1032 0.1032 0.3665 0 0
46 15 1047 0 0 0 0 0 1.0011 0 0.9047 0.1074 0.1532 0.1959 1.2164 0.9878 -0.3966 0.3999 0.4439 2.6013 0.8319 -0.4332 0.662 0.805 4.1956 0.0523 0.0523 0.3478 0 0
46 16 982 0 0 0 0 0 1.0008 0 0.8577 -0.119 0.19 0.2182 1.1861 0.9788 -0.0679 0.2543 0.3196 4.6295 0.8055 0.0892 0.5273 0.6714 4.2049 0.0527 0.0527 0.3607 0 0
46 17 1042 0 0 0 0 0 1.0006 0 0.8792 0.007 0.1428 0.1727 0.9482 0.9866 -0.1273 0.1646 0.2255 2.0534 0.8657 -0.0586 0.4925 0.6455 4.1735 0.1086 0.1086 0.3085 0 0
46 18 1057 0 0 0 0 0 1.0004 0 0.4495 -0.0113 0.2019 0.2629 1.0369 0.9834 -0.2183 0.2628 0.3047 1.9541 0.8358 -0.2368 0.5913 0.7181 4.0897 0 0 0.3329 0 0
46 19 1013 0 0 0 0 0 1.0002 0 0.9018 -0.0017 0.1061 0.1298 1.3006 0.9806 0.0357 0.2155 0.2494 3.9888 0.7797 0.1106 0.5815 0.7463 4.1627 -0.1312 0.1312 0.4379 0 0
