cond r run.time maxRhat nRhat beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI corrupt
14 1 2994 1.0045 0 0.9774 0.1041 1.6731 0.9837 0.0998 1.408 0
14 2 3050 1.0149 0 0.9853 0.4143 1.7896 0.9896 0.3633 1.3733 0
14 3 3020 1.0032 0 0.9503 0.4145 3.0016 0.9801 0.3459 1.218 0
14 4 3115 1.0093 0 0.9518 0.662 2.745 0.9689 0.5646 1.1825 0
14 5 2951 1.0059 0 0.9798 -0.0921 2.2769 0.9876 -0.07 1.2713 0
14 6 3125 1.023 0 0.967 0.2725 2.269 0.9924 0.2139 1.5445 0
14 7 2701 1.0152 0 0.9349 0.1216 2.9111 0.9763 0.0981 1.2733 0
14 8 3085 1.0087 0 0.9812 -0.0455 1.5522 0.9883 -0.0297 1.6121 0
14 9 2879 1.0033 0 0.9623 -0.3318 2.816 0.9873 -0.2425 1.3209 0
14 10 3080 1.0068 0 0.986 -0.0513 2.214 0.99 -0.0234 1.3338 0
14 11 2943 1.0118 0 0.9513 0.3612 3.1322 0.9873 0.2266 1.6398 0
14 12 3003 1.0068 0 0.9816 0.0914 2.3565 0.9847 0.1711 1.2685 0
14 13 3298 1.0068 0 0.9688 -0.2324 1.9062 0.9725 -0.2141 1.4546 0
14 14 3184 1.0078 0 0.9478 0.2506 2.8528 0.985 0.1851 1.3615 0
14 15 2742 1.0046 0 0.9465 0.0492 3.0537 0.9895 0.0664 1.4589 0
14 16 2912 1.0027 0 0.9817 0.0027 2.0283 0.984 0.0316 1.3112 0
14 17 2913 1.0219 0 0.9773 0.4905 2.338 0.9813 0.4636 1.4309 0
14 18 3213 1.0043 0 0.9769 -0.0362 2.5675 0.9792 0.014 1.1567 0
14 19 3099 1.009 0 0.9699 0.0821 1.4686 0.9864 0.0797 1.2263 0
14 20 2895 1.0155 0 0.9399 0.3067 3.0492 0.9803 0.2056 1.6051 0
14 21 3069 1.0209 0 0.9514 -0.4876 2.1305 0.9802 -0.4378 1.398 0
14 22 3430 1.0133 0 0.9706 -0.3027 1.9894 0.9901 -0.303 1.6449 0
14 23 2960 1.0052 0 0.9571 -0.1635 2.5685 0.9921 -0.1645 1.2348 0
14 24 2982 1.0083 0 0.9644 -0.1724 2.7482 0.9769 -0.0786 1.353 0
