cond r run.time maxRhat nRhat alpha.cor alpha.bias alpha.CI beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI corrupt
17 1 720 1.0046 0 0.1538 0.0207 3.9517 0.9085 0.0682 16.1786 0.9399 -0.0655 2.4121 1
17 2 703 1.0028 0 0.1655 0.1091 2.7634 0.8891 -0.2235 14.1052 0.9026 -0.463 2.0764 1
17 3 749 1.002 0 0.6682 0.1345 3.6615 0.908 1.4144 35.6259 0.9599 0.657 2.1436 1
17 4 694 1.0048 0 0.7711 0.0368 2.6187 0.9603 0.1193 12.0054 0.9868 0.0378 1.5832 1
17 5 683 1.0057 0 0.2766 -0.0057 3.0184 0.9078 0.6266 14.4489 0.9504 0.3624 2.1464 1
17 6 710 1.0031 0 0.7897 0.1108 2.1531 0.9499 -0.2639 9.957 0.9899 -0.1271 2.2189 1
17 7 736 1.0028 0 0.5441 0.0159 3.0819 0.8885 0.2012 13.0667 0.9156 0.2689 2.5795 1
17 8 776 1.0058 0 0.6267 0.3142 7.333 0.9081 -0.3785 17.1148 0.743 -0.5324 1.3878 1
17 9 702 1.0049 0 0.5373 0.0432 2.6045 0.9541 0.7469 16.1166 0.9826 0.4712 1.8337 1
17 10 726 1.0033 0 0.2196 0.021 2.1825 0.9533 0.4153 10.8391 0.9824 0.4866 2.3725 1
17 11 720 1.004 0 0.8005 -0.0441 1.9568 0.9294 -0.0484 6.8232 0.9741 -0.0179 1.8496 1
17 12 708 1.0071 0 0.3928 -0.1357 1.9053 0.9638 -0.0629 9.7365 0.9736 0.0192 2.3761 1
17 13 727 1.0061 0 0.7727 0.1148 1.8862 0.9695 0.1043 4.6018 0.9869 0.1254 2.3498 1
17 14 704 1.0028 0 0.6745 0.081 2.2954 0.9627 -0.2255 9.0266 0.9763 -0.1016 2.3882 1
17 15 686 1.0032 0 0.8306 0.0485 2.1945 0.9109 0.2256 13.1585 0.9728 0.0877 1.995 1
17 16 704 1.006 0 0.697 0.2158 5.6273 0.9081 -0.3199 12.1192 0.9744 -0.2357 3.4875 1
17 17 734 1.0054 0 0.8151 0.1189 3.6449 0.9499 -0.1681 13.7333 0.9516 -0.3668 1.6035 1
17 18 730 1.0022 0 0.4619 -0.1043 2.7359 0.9698 -0.4995 13.919 0.8343 -0.3562 2.5027 1
17 19 700 1.005 0 0.0484 0.0468 1.8675 0.9252 -0.389 8.8183 0.9659 -0.3435 1.8589 1
17 20 738 1.0059 0 0.2946 0.1589 4.1722 0.8905 -0.3162 20.6567 0.9442 -0.4354 1.2651 1
17 21 709 1.0085 0 0.514 0.1903 3.6771 0.9147 0.1226 14.4591 0.9527 0.2011 1.6214 1
17 22 716 1.0035 0 -0.102 0.1839 3.1822 0.8056 -1.3039 36.662 0.9213 -0.4328 1.99 1
17 23 675 1.0056 0 0.4471 0.052 2.5862 0.9386 -0.0998 11.317 0.9807 -0.2185 2.4537 1
17 24 673 1.0035 0 0.1168 0.098 3.4128 0.8774 0.0989 14.7043 0.8872 0.1023 1.7274 1
