cond r run.time maxRhat nRhat beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI corrupt
15 1 7301 1.006 0 0.9647 0.0785 2.8448 0.9735 0.0324 1.2387 0
15 2 6975 1.0201 0 0.9843 -0.0374 1.8902 0.9905 -0.0217 1.189 0
15 3 6866 1.0151 0 0.99 -0.309 2.0487 0.988 -0.2952 1.1853 0
15 4 6514 1.0197 0 0.9836 -0.3641 2.2214 0.9818 -0.328 1.3872 0
15 5 6355 1.0146 0 0.978 0.6977 2.8034 0.9855 0.6237 1.383 0
15 6 6575 1.0125 0 0.9839 -0.1177 2.4576 0.9775 -0.0783 1.2933 0
15 7 7634 1.0105 0 0.9778 0.0816 1.2629 0.984 0.1038 1.1619 0
15 8 6587 1.0137 0 0.9879 0.1375 1.7381 0.9898 0.1224 1.1864 0
15 9 6570 1.0032 0 0.9704 0.0722 2.7319 0.9807 0.0913 1.2417 0
15 10 6868 1.0115 0 0.9764 -0.3036 2.523 0.9903 -0.2825 1.1872 0
15 11 6837 1.0021 0 0.9842 0.0895 2.2517 0.9904 0.0429 1.2678 0
15 12 6646 1.0099 0 0.9565 -0.1049 2.701 0.9883 -0.0986 1.237 0
15 13 6556 1.0094 0 0.9772 0.0399 2.4726 0.9749 0.026 1.2458 0
15 14 6844 1.0102 0 0.9699 0.2479 2.6047 0.9853 0.1948 1.703 0
15 15 6732 1.0235 0 0.9879 -0.0875 1.8438 0.988 -0.0936 1.7919 0
15 16 6748 1.014 0 0.9688 -0.0115 2.1386 0.9878 0.0193 1.3043 0
15 17 6702 1.0077 0 0.9898 0.0049 2.1295 0.9847 0.0036 1.4104 0
15 18 6764 1.0142 0 0.972 -0.2043 2.2507 0.9797 -0.2147 1.5427 0
15 19 6860 1.0148 0 0.9893 -0.1662 2.4533 0.9839 -0.1318 1.1727 0
15 20 7080 1.0235 0 0.9866 0.1296 2.0391 0.987 0.1096 1.4118 0
15 21 7317 1.0081 0 0.9877 0.2598 1.3995 0.986 0.2821 1.2542 0
15 22 7233 1.0119 0 0.9854 -0.0393 1.1467 0.9892 -0.0317 1.5305 0
15 23 6467 1.008 0 0.9608 -0.3553 3.0263 0.9721 -0.3853 1.3772 0
15 24 6905 1.0225 0 0.9747 -0.0265 2.4378 0.9816 0.0164 1.3225 0
