cond r run.time maxRhat nRhat beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI corrupt
18 1 1446 1.0043 0 0.9601 0.1583 2.4679 0.9842 0.1499 1.0572 0
18 2 1467 1.005 0 0.9456 -0.209 2.9929 0.9947 -0.1665 1.0393 0
18 3 1482 1.003 0 0.9734 -0.0044 2.5423 0.9934 -0.0495 1.2321 0
18 4 1401 1.0102 0 0.9344 0.1373 3.2253 0.9772 -0.0298 1.0912 0
18 5 1477 1.0104 0 0.8982 -0.0698 3.0976 0.9879 0.0086 1.1235 0
18 6 1361 1.0058 0 0.9399 0.6475 3.0142 0.9912 0.5664 1.1653 0
18 7 1462 1.0172 0 0.9591 0.1578 2.2228 0.9923 0.1547 1.5082 0
18 8 1319 1.0107 0 0.9457 -0.0239 3.0652 0.9898 0.0767 1.0667 0
18 9 1420 1.0115 0 0.9465 0.3499 2.279 0.9843 0.2508 1.0067 0
18 10 1482 1.0055 0 0.9463 -0.0644 2.9735 0.9895 -0.0031 1.1065 0
18 11 1508 1.0062 0 0.929 0.0732 2.7737 0.9743 0.1097 1.1666 0
18 12 1392 1.0035 0 0.9594 0.0948 2.8277 0.9931 0.0518 1.1027 0
18 13 1493 1.0084 0 0.9508 0.0962 2.5675 0.9932 0.0933 1.085 0
18 14 1478 1.0016 0 0.9498 0.2168 2.8718 0.9914 0.2552 1.113 0
18 15 1366 1.013 0 0.9647 -0.4321 2.1984 0.9872 -0.4611 1.0945 0
18 16 1444 1.0024 0 0.9726 -0.5525 2.0765 0.9908 -0.5415 1.0847 0
18 17 1489 1.0067 0 0.9146 -0.2694 3.1686 0.9882 -0.1308 1.306 0
18 18 1478 1.0019 0 0.9589 -0.0582 2.4147 0.989 -0.112 1.1278 0
18 19 1471 1.009 0 0.973 0.0072 2.339 0.9857 -0.02 1.0559 0
18 20 1513 1.0052 0 0.9527 -0.1628 2.1139 0.9812 -0.1622 1.0625 0
18 21 1434 1.0067 0 0.9582 0.1921 2.8974 0.9877 0.107 1.25 0
18 22 1535 1.0151 0 0.9505 0.1797 1.6574 0.9932 0.1213 1.0626 0
18 23 1566 1.0087 0 0.9743 -0.1398 2.362 0.988 -0.1472 1.0707 0
18 24 1442 1.0143 0 0.9721 -0.2562 2.1694 0.9952 -0.2401 1.0196 0
