cond r run.time maxRhat nRhat alpha.cor alpha.bias alpha.CI beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI lambda.bias lambda.CI corrupt
3 1 109 1.0084 0 0.3802 -0.1637 1.0824 0.9422 -0.2385 10.6218 0.7167 0.4484 4.6473 0.1838 0.4203 1
3 2 92 1.0047 0 -0.1149 0.1661 1.4171 0.9873 0.1451 2.1563 0.7695 -0.0646 3.2259 -0.1982 0.4562 1
3 3 105 1.0037 0 0.9997 -0.021 1.8709 0.9674 -0.2424 3.2535 0.7833 -0.0537 3.5954 0.0662 0.3932 0
3 4 94 1.0127 0 -0.9799 0.0109 1.4843 0.9404 0.277 5.4316 0.6442 0.2558 3.8621 -0.0755 0.5819 1
3 5 91 1.0054 0 -0.9706 0.4048 1.4283 0.9894 -0.2127 1.3339 0.7166 -0.0329 3.0834 -0.2576 0.4369 1
3 6 93 1.0104 0 0.9784 -0.1769 1.5741 0.9852 0.0506 3.9786 0.7327 -0.1313 3.6829 -0.0379 0.4668 0
3 7 107 1.0028 0 -0.1758 -0.1804 1.0372 0.9611 0.0968 2.7268 0.77 0.2831 3.7344 0.1256 0.36 1
3 8 93 1.0046 0 0.5317 0.077 1.5595 0.9434 0.0214 3.2 0.6468 -0.1176 3.6242 -0.0879 0.5285 0
3 9 102 1.0083 0 0.9685 -0.0724 1.3298 0.9876 0.2633 2.0214 0.6999 0.1926 3.7796 0.0394 0.4852 0
3 10 92 1.0112 0 -0.7784 0.03 1.6017 0.963 0.0093 3.018 0.7249 -0.0019 3.5056 -0.1505 0.6341 1
3 11 102 1.0053 0 -0.1093 0.1802 1.3967 0.9705 0.2128 2.3838 0.7203 0.0094 3.3769 -0.0094 0.4113 1
3 12 101 1.0039 0 0.937 -0.0105 1.5153 0.9707 -0.5303 3.9136 0.7776 -0.2351 3.4246 0.0273 0.4029 0
3 13 100 1.0057 0 0.9965 -0.2928 1.0696 0.998 0.4091 4.1193 0.801 0.4483 3.8446 0.0895 0.4162 1
3 14 91 1.0027 0 0.3045 0.2003 1.8812 0.9942 -0.037 2.5187 0.7732 -0.0658 3.2799 -0.0929 0.4418 0
3 15 232 1.0061 0 0.9957 -0.1984 1.3087 0.9899 0.8659 1.8891 0.8371 0.9545 4.3614 0.2843 0.3075 1
3 16 98 1.0122 0 0.2196 0.0041 1.8251 0.9693 -0.4175 6.2838 0.717 0.1018 3.7786 -0.1102 0.6728 1
3 17 110 1.0041 0 0.2226 -0.3854 1.0829 0.9791 0.8865 14.2493 0.7061 0.0633 4.0384 0.12 0.4509 1
3 18 103 1.0045 0 0.9982 -0.0887 1.1369 0.997 -0.0649 2.755 0.7191 -0.1655 3.6909 0.0663 0.3899 0
3 19 90 1.0197 0 -0.826 -0.1295 3.0211 0.9588 0.1522 16.3069 0.5968 -0.2153 3.8536 -0.2148 0.6546 1
3 20 107 1.0034 0 0.9983 0.1187 1.6395 0.9879 -0.2169 2.7195 0.8301 -0.1284 3.305 0.0449 0.3889 0
3 21 113 1.0037 0 -0.2697 -0.0778 1.3225 0.8849 0.0966 4.9925 0.7137 0.1584 4.0849 -0.0866 0.7388 1
3 22 94 1.0018 0 0.9158 -0.0447 1.3137 0.9968 0.047 2.8057 0.8031 0.1618 3.4757 -0.024 0.4702 0
3 23 107 1.0049 0 0.9995 -0.0461 1.1172 0.9807 0.2677 2.6128 0.7092 0.3372 4.0602 0.0989 0.4737 1
3 24 105 1.0036 0 0.8719 -0.1882 1.3507 0.9853 -0.1153 4.8245 0.7763 -0.0475 3.5639 0.0697 0.4023 1
