cond r run.time maxRhat nRhat beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI lambda.bias lambda.CI corrupt
7 1 91 1.003 0 0.9376 -0.5425 2.9961 0.911 -0.3786 2.4529 0.0265 0.3874 0
7 2 94 1.0031 0 0.9326 0.1453 2.6249 0.9244 0.0799 2.74 0.0316 0.4055 0
7 3 81 1.0049 0 0.9687 0.1274 2.1208 0.9205 0.0472 2.454 -0.1333 0.4444 0
7 4 87 1.0025 0 0.954 -0.1945 2.6142 0.9331 -0.2365 2.5212 -0.0098 0.395 0
7 5 77 1.0059 0 0.9451 -0.3256 2.4783 0.9252 -0.2037 2.5117 -0.1161 0.4613 0
7 6 114 1.0059 0 0.9574 0.2311 1.8224 0.9308 0.1595 2.5258 0.0766 0.356 0
7 7 111 1.0175 0 0.9641 0.4334 2.5254 0.9307 0.4663 3.0513 0.1622 0.3296 0
7 8 90 1.0034 0 0.9548 -0.2353 1.6487 0.9485 -0.295 2.9607 0.0247 0.3676 0
7 9 93 1.0026 0 0.9589 -0.1913 2.2746 0.9433 -0.1284 2.5933 0.0697 0.3335 0
7 10 88 1.0065 0 0.9458 0.0818 2.2074 0.9189 0.0209 2.667 -0.0222 0.3922 0
7 11 167 1.0054 0 0.9426 -0.4132 2.1052 0.9393 -0.331 3.1337 0.2041 0.3301 0
7 12 119 1.0103 0 0.945 -0.5786 2.7201 0.9039 -0.437 2.9541 0.1074 0.4683 0
7 13 89 1.0097 0 0.9522 0.3857 2.0204 0.9387 0.3026 2.4456 0.0466 0.3459 0
7 14 90 1.0073 0 0.9136 -0.2074 2.6541 0.8986 -0.1287 2.4465 0.0424 0.4058 0
7 15 72 1.0015 0 0.9734 0.1518 2.1106 0.8892 0.1287 2.473 -0.2526 0.465 0
7 16 82 1.0015 0 0.9185 0.013 1.7794 0.9206 0.0292 2.5679 -0.0689 0.4085 0
7 17 75 1.0017 0 0.9524 -0.3141 2.2112 0.9369 -0.2116 2.3572 -0.16 0.4103 0
7 18 79 1.0036 0 0.9324 0.5224 2.2945 0.9225 0.4498 2.381 -0.1212 0.4162 0
7 19 144 1.0027 0 0.9418 -0.3049 2.5629 0.9206 -0.1746 2.7137 0.1215 0.355 0
7 20 83 1.003 0 0.947 -0.1404 2.7246 0.9275 -0.041 2.565 -0.1014 0.3877 0
7 21 89 1.001 0 0.8936 0.0548 2.6565 0.9315 0.139 2.3691 -0.0326 0.4142 0
7 22 96 1.0055 0 0.9627 0.1494 2.1511 0.9563 0.1713 2.3157 0.0967 0.3393 0
7 23 78 1.0037 0 0.96 -0.0227 2.2371 0.9383 0.022 1.961 -0.1034 0.4252 0
7 24 133 1.0024 0 0.9517 -0.0855 2.018 0.9504 -0.0911 3.0087 0.1873 0.3129 0
