cond r run.time maxRhat nRhat alpha.cor alpha.bias alpha.CI beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI lambda.bias lambda.CI corrupt
19 1 662 1.0014 0 0.8715 -0.0886 0.6432 0.9865 -0.1251 1.8439 0.8954 -0.0917 2.4178 -0.1103 0.2606 0
19 2 668 1.0033 0 0.3575 -0.0771 0.5716 0.9919 0.0114 3.7213 0.8755 -0.06 2.6133 -0.0362 0.2458 0
19 3 971 1.0056 0 0.8765 -0.0207 0.6846 0.9912 0.1147 1.6327 0.9178 -0.002 2.6032 0.0492 0.2152 0
19 4 691 1.0058 0 0.8238 0.0854 0.6995 0.9927 -0.0193 1.6071 0.9223 -0.0652 2.3293 -0.0688 0.2261 0
19 5 673 1.0023 0 0.9493 0.0738 0.7284 0.9938 0.2208 1.8621 0.8851 0.1462 2.5987 -0.0497 0.2273 0
19 6 924 1.0082 0 0.7507 0.0016 0.6868 0.9965 0.1548 3.163 0.924 0.1685 2.5553 0.043 0.2365 0
19 7 677 1.0036 0 0.8089 -0.0061 0.7374 0.9807 0.0187 1.524 0.8887 -0.0331 2.6255 -0.0485 0.2358 0
19 8 859 1.0086 0 0.7841 -0.0139 0.7547 0.9848 -0.0272 2.5224 0.9226 -0.0299 2.5512 0.0352 0.2163 0
19 9 1154 1.0043 0 0.97 -0.1166 0.6278 0.9948 -0.1174 2.4433 0.9144 -0.197 2.6231 0.1417 0.1999 0
19 10 795 1.0088 0 0.9177 0.0065 0.786 0.992 0.2635 1.6838 0.9158 0.2365 2.6084 -0.0067 0.2333 0
19 11 702 1.01 0 0.9606 0.0711 0.7768 0.9964 -0.042 2.0707 0.894 0.0015 2.3679 -0.0121 0.2206 0
19 12 742 1.0055 0 0.891 0.1228 0.735 0.9796 0.135 1.4652 0.9227 0.0379 2.4944 -0.0155 0.2147 0
19 13 991 1.0038 0 0.876 -0.0769 0.6847 0.9892 -0.4005 2.0614 0.896 -0.3541 2.7283 0.0776 0.2399 0
19 14 726 1.0096 0 0.8047 -0.0984 0.6453 0.9889 0.0519 2.5777 0.884 0.0423 2.6707 0.0273 0.2327 0
19 15 690 1.0034 0 0.8782 0.07 0.6558 0.9906 -0.0713 2.461 0.9139 -0.1122 2.4361 -0.0496 0.227 0
19 16 787 1.004 0 0.6968 -0.0162 0.6191 0.994 -0.1685 2.6262 0.891 -0.1943 2.6585 0.0492 0.2261 0
19 17 672 1.0088 0 0.8697 -0.0091 0.6693 0.9924 -0.2151 2.2401 0.9069 -0.1358 2.3953 -0.0725 0.2318 0
19 18 832 1.0083 0 0.9255 -1e-04 1.04 0.9879 -0.3295 3.5275 0.9176 -0.2493 2.6506 0.0359 0.2312 0
19 19 937 1.0057 0 0.7458 -0.0652 0.6195 0.9917 0.018 2.0049 0.912 0.0595 2.7061 0.082 0.21 0
19 20 710 1.0038 0 0.7442 -0.1341 0.6929 0.9938 -0.0777 5.337 0.9073 0.0113 2.9241 0.0045 0.2397 1
19 21 731 1.0046 0 0.9523 -0.1182 0.6465 0.9884 -0.1268 2.4614 0.9113 -0.0215 2.5822 -0.0196 0.2343 0
19 22 722 1.0028 0 0.8894 -0.0631 0.654 0.9734 -0.1355 6.0225 0.9178 -0.0964 2.3819 -5e-04 0.2229 1
19 23 701 1.0054 0 0.7991 0.0604 0.6182 0.9953 -0.035 2.3426 0.8965 -0.079 2.6668 0.0204 0.248 0
19 24 737 1.0031 0 0.8981 -0.0569 0.6623 0.9956 0.086 2.3663 0.9001 0.1254 2.5642 0.0432 0.2197 0
