cond r run.time maxRhat nRhat alpha.cor alpha.bias alpha.CI beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI corrupt
11 1 214 1.0073 0 0.0367 0.488 8.0786 0.805 0.0981 12.8178 0.8869 0.0482 1.9669 1
11 2 228 1.0014 0 0.6466 0.0687 3.1033 0.8827 -0.1703 15.3278 0.9523 -0.3697 2.3624 1
11 3 215 1.0019 0 0.0657 -0.1372 2.9758 0.924 0.7896 20.4218 0.9682 0.5864 2.7563 1
11 4 235 1.0034 0 0.2312 0.272 3.1568 0.9168 0.0237 12.1584 0.9603 -5e-04 3.235 1
11 5 243 1.006 0 0.1501 0.2222 6.3243 0.9059 0.2268 19.989 0.7384 0.1679 1.7402 1
11 6 223 1.0035 0 0.2667 0.1401 4.0406 0.7981 0.0659 13.7622 0.9687 0.1848 2.2313 1
11 7 237 1.0012 0 0.3764 -0.0421 4.4655 0.9278 -0.1906 19.3136 0.9171 -0.1707 2.4144 1
11 8 245 1.002 0 0.289 0.3199 5.3409 0.9053 0.6723 25.8676 0.9466 0.3673 1.8779 1
11 9 224 1.003 0 0.7928 0.1235 4.2372 0.9124 -0.5747 16.1367 0.9767 -0.3319 1.9629 1
11 10 221 1.0008 0 0.9183 0.1782 3.6729 0.9568 -0.0394 9.0962 0.9788 0.1284 1.9444 1
11 11 206 1.0041 0 0.5615 0.2597 7.8291 0.7497 -0.9914 36.7028 0.8513 -0.3071 2.8977 1
11 12 312 1.0018 0 0.7994 0.9428 20.8013 0.7927 -1.2307 22.6712 0.8939 -0.8467 2.391 1
11 13 231 1.0045 0 0.5638 0.2756 6.2185 0.8613 0.6213 20.6958 0.8463 0.2515 2.0102 1
11 14 214 1.0034 0 0.4842 0.0105 3.138 0.9599 0.2799 17.5209 0.9529 0.3304 2.0761 1
11 15 206 1.0027 0 0.5857 0.2194 4.4911 0.8821 0.0274 12.0002 0.9161 -0.061 1.9901 1
11 16 233 1.0067 0 0.7 0.116 2.9794 0.9231 -0.1323 16.3319 0.956 -0.0987 3.4669 1
11 17 240 1.0015 0 0.826 0.1749 6.9456 0.8178 0.8514 9.6938 0.9899 1.0731 3.107 1
11 18 271 1.0039 0 -0.453 0.1258 4.6176 0.9372 0.1623 21.2459 0.9394 0.0633 3.6178 1
11 19 222 1.0034 0 0.7451 0.1704 3.1018 0.8521 -0.1918 11.3752 0.9406 -0.1383 2.0177 1
11 20 237 1.0018 0 0.4194 0.1989 3.1567 0.8848 -0.5208 18.8197 0.8883 -0.3347 2.54 1
11 21 259 1.0016 0 0.8138 0.2445 5.9253 0.827 0.9168 15.9338 0.958 0.6792 2.0238 1
11 22 234 1.0032 0 0.3481 0.1671 6.2043 0.9032 -0.8243 28.1358 0.9244 0.0451 2.0017 1
11 23 236 1.003 0 0.4592 0.0649 4.1017 0.8364 0.3236 14.0371 0.9527 0.5016 2.5561 1
11 24 222 1.0024 0 -0.1466 0.3359 5.2937 0.6478 -0.8737 13.5347 0.8902 -0.6234 3.4197 1
