cond r run.time maxRhat nRhat alpha.cor alpha.bias alpha.CI beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI lambda.bias lambda.CI corrupt
6 1 115 1.0072 0 -0.0461 -0.0378 2.2862 0.9725 0.7235 5.2002 0.8437 0.6557 3.2279 0.1829 0.5442 1
6 2 57 1.0027 0 0.0592 -0.2982 1.7132 0.9137 -0.2012 14.9051 0.7602 -0.2378 3.0871 -0.0484 0.6976 1
6 3 55 1.0026 0 0.3637 0.135 1.792 0.9231 0.1566 6.0863 0.8976 -0.1083 2.7765 -0.0358 0.6293 1
6 4 102 1.0142 0 0.553 -0.0634 2.4065 0.8559 0.2587 18.3837 0.688 0.6287 3.9011 0.1422 0.7202 1
6 5 181 1.0029 0 0.8988 -0.13 1.9653 0.9789 -0.2669 5.2054 0.9316 -0.4734 3.6257 0.239 0.4415 1
6 6 53 1.002 0 0.4531 0.2898 2.7609 0.8773 0.5704 6.545 0.8489 0.5652 2.7448 -0.1688 0.6724 1
6 7 109 1.1516 23 -0.4886 -0.3189 1.563 0.9405 -0.6453 28.2439 0.7651 -0.5004 4.9871 0.2472 0.5943 1
6 8 49 1.0018 0 0.7412 0.0182 1.9265 0.8797 0.1121 12.1109 0.8467 0.2394 3.1535 -0.1308 0.7033 1
6 9 99 1.0045 0 0.7467 0.1433 2.0348 0.9496 0.6676 7.7346 0.9122 0.5379 3.1438 0.1412 0.5281 1
6 10 77 1.0059 0 0.7331 -0.0345 2.8996 0.8958 -0.5519 7.1641 0.857 -0.5426 3.4782 0.1095 0.625 1
6 11 65 1.0061 0 0.3338 -0.1026 1.8859 0.9389 -0.0139 7.8073 0.8288 -0.0846 3.3204 0.0358 0.7017 1
6 12 53 1.0037 0 0.4645 0.2273 1.9969 0.9189 0.2235 14.1539 0.8186 0.0698 2.868 -0.0306 0.5753 1
6 13 52 1.0051 0 0.2628 -0.1428 2.4677 0.9395 -0.0661 11.5826 0.9056 0.191 3.1492 -0.1687 0.7109 1
6 14 65 1.0012 0 0.9183 0.1639 2.4573 0.9462 0.0102 4.5457 0.8878 0.1885 3.0299 0.0385 0.5369 1
6 15 76 1.0226 0 0.7346 -0.083 2.0353 0.9615 0.0971 8.9036 0.8818 0.353 3.0926 0.1412 0.6441 1
6 16 61 1.0019 0 0.8106 -0.1701 1.601 0.9397 0.008 13.2612 0.8467 0.0213 3.1376 0.0526 0.6025 1
6 17 59 1.0152 0 0.2701 -0.1981 2.5304 0.9557 -0.0072 20.7285 0.7616 -0.1054 3.6484 -0.1884 1.0818 1
6 18 57 1.0042 0 -0.4416 -0.0633 2.9365 0.9362 0.3793 13.4499 0.8422 0.2231 3.0575 -0.0703 0.7267 1
6 19 56 1.0032 0 -0.2079 0.0774 1.9907 0.9532 0.0548 5.6977 0.8624 0.0576 2.9075 -0.045 0.6177 1
6 20 50 1.0031 0 0.7973 -0.0113 2.2133 0.8834 -0.0135 11.3321 0.9011 -5e-04 2.7076 -0.3131 0.746 1
6 21 56 1.0056 0 0.9431 -0.1604 1.6245 0.9853 0.2559 12.2194 0.8465 0.1813 3.3226 -0.0046 0.6455 1
6 22 135 1.006 0 0.9279 -0.1371 2.0873 0.9524 0.1024 8.4001 0.8229 0.1824 4.1894 0.2701 0.4101 1
6 23 76 1.0045 0 0.7877 -0.0156 1.5789 0.9653 0.0843 8.2985 0.8761 -0.0271 3.4182 0.1442 0.5372 1
6 24 57 1.0026 0 0.5753 -0.3153 1.9919 0.9875 -0.329 7.0212 0.8505 -0.1927 3.1066 -0.1817 0.7941 1
