cond r run.time maxRhat nRhat beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI corrupt
20 1 9867 1.0127 0 0.963 -0.1117 2.6352 0.9872 -0.0826 1.0446 0
20 2 10414 1.0102 0 0.9478 -0.1281 2.9176 0.989 -0.1524 1.1076 0
20 3 10132 1.0119 0 0.9576 0.0467 3.0239 0.9895 0.0599 1.1766 0
20 4 10448 1.0151 0 0.945 -0.521 3.1047 0.9805 -0.4173 1.1575 0
20 5 10077 1.02 0 0.988 0.061 2.2934 0.9893 0.0488 1.4176 0
20 6 10884 1.004 0 0.9685 -0.0309 2.6355 0.9908 0.0273 1.2233 0
20 7 10220 1.0198 0 0.9518 -0.0213 2.7339 0.9693 0.0224 1.0722 0
20 8 10008 1.0104 0 0.9616 -0.0637 2.0025 0.9864 -0.0516 1.0607 0
20 9 10108 1.0238 0 0.99 -0.0752 1.5439 0.9953 -0.0572 1.3633 0
20 10 10160 1.035 0 0.9635 -0.0149 2.6684 0.992 0.0332 1.2574 0
20 11 10410 1.0142 0 0.9861 -0.2825 1.2187 0.9915 -0.2561 1.1053 0
20 12 10192 1.0144 0 0.977 -0.143 1.8639 0.9942 -0.1573 1.0775 0
20 13 10382 1.0163 0 0.9877 -0.0818 1.6659 0.986 -0.0701 1.066 0
20 14 10693 1.0046 0 0.9714 0.0803 2.6836 0.9849 0.0164 1.1863 0
20 15 10344 1.0046 0 0.9812 0.3134 1.6286 0.9872 0.2697 1.0287 0
20 16 10465 1.0572 134 0.9903 -0.2073 2.069 0.9867 -0.2212 1.0888 1
20 17 10504 1.0158 0 0.9631 0.338 2.0781 0.9894 0.3229 1.0376 0
20 18 9638 1.0119 0 0.9772 -0.2475 2.7262 0.9882 -0.2686 1.0392 0
20 19 10494 1.0052 0 0.9905 -0.3983 1.9131 0.9854 -0.3893 1.1039 0
20 20 10481 1.0161 0 0.9876 0.2818 2.4782 0.9907 0.2557 1.2055 0
20 21 9939 1.0143 0 0.989 0.0724 2.0903 0.9908 0.0459 1.0773 0
20 22 9931 1.0113 0 0.9818 -0.1398 2.4447 0.9871 -0.1359 1.1915 0
20 23 10194 1.0149 0 0.975 -0.049 1.9886 0.9907 -0.004 1.0175 0
20 24 9606 1.0211 0 0.9899 0.1711 2.3173 0.9909 0.1601 1.1605 0
