cond r run.time maxRhat nRhat alpha.cor alpha.bias alpha.CI beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI lambda.bias lambda.CI corrupt
2 1 59 1.0067 0 0.8315 -0.041 1.3595 0.9807 -0.262 3.896 0.8153 -0.1951 3.8435 0.0773 0.5146 0
2 2 58 1.0048 0 0.7226 0.3661 2.1568 0.971 -0.1866 2.0947 0.7894 -0.1547 3.6023 0.0449 0.4677 1
2 3 59 1.0072 0 -0.6711 0.0857 2.6965 0.9751 -0.0694 6.5483 0.7121 -3e-04 4.1312 -0.1623 0.8507 1
2 4 289 1.0039 0 0.9928 -0.2898 3.9233 0.8752 5.765 34.956 0.6336 3.4262 8.6671 0.4667 0.081 1
2 5 54 1.0026 0 -0.5188 0.0676 1.5489 0.9761 -0.0487 3.7832 0.7411 0.2153 3.3927 -0.089 0.557 1
2 6 53 1.0057 0 0.9996 -0.1431 1.7849 0.979 0.0484 5.9892 0.6824 -0.0262 3.688 -0.1987 0.7264 1
2 7 58 1.0137 0 -0.9491 -0.0549 2.6061 0.9593 0.1135 7.6707 0.6953 0.0192 3.9963 -0.3917 1.0196 1
2 8 54 1.0057 0 0.7531 0.0722 1.7385 0.9952 -0.0493 4.4495 0.744 -0.0892 3.2761 -0.0923 0.6159 1
2 9 74 1.0036 0 0.9666 -0.077 1.4736 0.9885 4e-04 3.8232 0.7604 0.134 3.9267 0.1319 0.5735 0
2 10 115 1.0067 0 0.8133 0.0227 2.0219 0.8894 -0.514 8.6877 0.7503 -0.6057 4.9087 0.2618 0.4189 1
2 11 66 1.0075 0 -0.2785 -0.2293 1.4327 0.9874 0.2092 3.7184 0.7771 0.2237 3.6893 0.0732 0.5619 1
2 12 55 1.0038 0 0.8795 0.1159 1.9402 0.9714 0.0698 7.5161 0.7025 0.2211 3.5765 -0.2948 0.7266 1
2 13 57 1.0129 0 -0.2868 -0.0518 2.2631 0.9522 0.1644 6.0527 0.7678 0.2541 3.8308 -0.1636 0.8716 1
2 14 56 1.0119 0 0.9786 -0.0694 1.6032 0.9827 -0.278 3.2758 0.7964 -0.2775 3.549 0.0131 0.5244 0
2 15 66 1.0275 0 -0.9539 -0.0244 2.9609 0.9078 -0.292 9.466 0.6099 0.3944 4.4074 -0.1105 0.7959 1
2 16 104 1.0051 0 0.0768 -0.5439 1.3706 0.961 -0.1901 4.7501 0.7864 -0.1204 4.8182 0.2623 0.4169 1
2 17 57 1.0111 0 -0.2311 -0.1313 1.4327 0.9787 -0.1212 4.4472 0.6998 -0.2528 3.9952 0.0093 0.6515 1
2 18 55 1.0018 0 -0.2463 -0.0529 1.7947 0.9466 0.2625 9.9945 0.6964 0.0219 3.7425 -0.1136 0.6983 1
2 19 53 1.0037 0 0.78 0.231 3.3299 0.8002 -0.1158 13.0254 0.6932 0.1729 3.2968 -0.15 0.5419 1
2 20 55 1.0024 0 0.9964 0.0718 1.6148 0.9969 -0.0117 2.6759 0.8394 -0.1264 3.1103 -0.0524 0.4832 0
2 21 67 1.0084 0 0.6385 -0.1852 1.5123 0.9758 0.3113 4.8921 0.7319 0.2923 4.6403 0.0581 0.7073 1
2 22 59 1.0036 0 0.2652 0.3143 1.5328 0.9701 -0.3422 1.4656 0.8486 -0.2592 3.4655 0.0576 0.4607 0
2 23 61 1.003 0 0.9437 -0.1088 1.6279 0.9821 -0.5529 9.967 0.728 -0.0261 3.8123 0.0315 0.5767 1
2 24 52 1.003 0 -0.9696 0.3297 2.603 0.9698 0.0407 3.4631 0.7755 0.1291 3.587 -0.1174 0.5851 1
