cond r run.time maxRhat nRhat beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI corrupt
4 1 839 1.0067 0 0.9587 -0.4124 1.2304 0.9819 -0.4228 2.1688 0
4 2 844 1.0061 0 0.9629 -0.1065 1.3393 0.9735 -0.1346 2.5553 0
4 3 795 1.0075 0 0.9679 -0.4982 1.5511 0.9654 -0.5836 2.0918 0
4 4 757 1.004 0 0.977 0.0212 2.1799 0.9328 0.0066 1.885 0
4 5 630 1.0035 0 0.9233 -0.926 2.9669 0.9539 -0.88 2.5422 0
4 6 653 1.0057 0 0.9927 0.2546 2.366 0.9361 0.2487 2.1156 0
4 7 850 1.0024 0 0.982 -0.3869 1.2296 0.9723 -0.391 2.1038 0
4 8 801 1.005 0 0.9924 -0.0903 1.2808 0.9587 -0.1102 2.083 0
4 9 677 1.0028 0 0.9108 -0.6441 3.0425 0.9264 -0.4431 1.9509 0
4 10 739 1.0073 0 0.9925 0.0406 2.2101 0.9359 0.0647 1.9127 0
4 11 769 1.0026 0 0.9687 -0.248 1.491 0.9304 -0.1965 1.7717 0
4 12 778 1.0072 0 0.984 -0.6931 2.511 0.9793 -0.6517 1.8756 0
4 13 689 1.0055 0 0.9669 0.0931 2.3193 0.9396 0.1094 2.2817 0
4 14 835 1.0015 0 0.9578 0.3483 2.085 0.9753 0.334 2.5803 0
4 15 750 1.0114 0 0.9847 0.4001 1.7113 0.9581 0.4291 2.0988 0
4 16 801 1.0155 0 0.9881 -0.221 1.6365 0.9711 -0.215 1.989 0
4 17 697 1.0057 0 0.9905 0.4965 2.0642 0.9478 0.4599 1.7653 0
4 18 699 1.0085 0 0.9577 0.9188 2.0281 0.9706 0.9315 2.3321 0
4 19 732 1.0054 0 0.8594 -0.76 2.8573 0.9322 -0.7162 2.5162 0
4 20 780 1.0102 0 0.9904 0.0922 1.5811 0.9819 0.0581 2.0426 0
4 21 797 1.0062 0 0.9616 0.07 2.124 0.9545 -0.0293 1.9803 0
4 22 854 1.0076 0 0.9943 -0.0795 1.3476 0.9578 -0.0424 1.7613 0
4 23 745 1.0061 0 0.9869 -0.1784 2.1336 0.9538 -0.0854 2.2801 0
4 24 760 1.0031 0 0.9643 -0.3007 1.7974 0.9506 -0.2195 2.0648 0
