cond r run.time maxRhat nRhat alpha.cor alpha.bias alpha.CI beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI corrupt
1 1 62 1.0063 0 0.0089 -0.063 2.4543 0.9513 0.9032 7.9556 0.8377 1.0679 4.599 1
1 2 63 1.0011 0 0.6578 -0.1802 3.4028 0.9856 -0.3673 14.7675 0.912 0.0407 3.6818 1
1 3 88 1.0053 0 -0.8302 -0.0572 3.4538 0.9229 0.516 15.1065 0.8746 0.2367 4.1537 1
1 4 73 1.0041 0 0.4102 0.0461 6.1801 0.8429 -0.8329 11.6165 0.7935 -0.7611 5.6975 1
1 5 67 1.0029 0 0.7772 0.2489 4.8232 0.8815 -0.0928 8.8451 0.8417 -0.0879 4.3468 1
1 6 61 1.0023 0 0.9312 0.229 2.7421 0.9398 -0.4679 7.4477 0.9103 -0.0965 3.7771 1
1 7 72 1.0051 0 0.0558 -0.2618 5.2549 0.9535 0.449 16.4197 0.8294 -0.0161 4.6094 1
1 8 69 1.0089 0 0.9945 -0.121 2.585 0.9529 0.3278 7.1257 0.8321 0.9023 4.796 1
1 9 65 1.0034 0 -0.5901 -0.116 2.5222 0.9706 -0.3576 11.8589 0.678 0.4224 7.0137 1
1 10 63 1.0005 0 -0.7924 0.4617 3.3949 0.9579 -0.0323 5.5692 0.9147 -0.0113 3.605 1
1 11 66 1.0032 0 0.9305 -0.0904 2.7738 0.9212 -0.16 11.697 0.7048 -0.9245 5.1088 1
1 12 64 1.0029 0 0.8957 -0.1277 3.2569 0.9656 0.0032 11.8753 0.9026 -0.1145 4.5028 1
1 13 67 1.0067 0 0.9916 0.3177 4.2391 0.8855 0.2968 9.3483 0.9668 0.6384 4.2912 1
1 14 64 1.002 0 0.6955 0.1148 3.4587 0.8456 0.2253 10.0737 0.918 0.1643 3.9298 1
1 15 65 1.002 0 0.6076 0.2183 4.5099 0.9353 0.208 8.755 0.9355 0.2345 3.4921 1
1 16 58 1.0029 0 0.9319 0.0264 2.396 0.9671 -0.1521 4.0815 0.9545 -0.2652 3.7457 1
1 17 61 1.0112 0 -0.944 -0.1098 4.1971 0.961 0.8892 36.6829 0.713 0.4384 4.8786 1
1 18 72 1.0035 0 0.691 0.4005 6.9045 0.5487 -0.6505 11.3769 0.5226 -1.041 6.8991 1
1 19 81 1.0068 0 -0.0396 0.5854 9.7784 0.8296 -1.5157 20.1829 0.7614 -0.5926 4.4371 1
1 20 67 1.0006 0 0.9527 0.1317 2.7871 0.9906 0.5635 9.0403 0.9535 0.6747 3.9457 1
1 21 68 1.0015 0 0.1094 0.074 3.4868 0.9378 0.2196 9.6132 0.8474 0.2684 4.1364 1
1 22 78 1.0026 0 0.1777 0.0707 4.3709 0.8278 -0.9069 12.0569 0.8549 -0.9483 5.6207 1
1 23 74 1.0255 0 0.9999 -0.3256 4.9295 0.9773 0.1529 16.2056 0.8915 -0.0796 4.8325 1
1 24 59 1.0025 0 -0.1595 0.3662 3.6022 0.9305 -0.4457 6.3467 0.8855 0.063 3.6005 1
