cond r run.time maxRhat nRhat beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI lambda.bias lambda.CI corrupt
10 1 428 1.0031 0 0.9742 0.2472 2.3311 0.9205 0.1172 2.8093 -0.0025 0.192 0
10 2 445 1.0044 0 0.9929 0.0094 1.0966 0.9405 0.0038 2.5257 0.0074 0.1738 0
10 3 432 1.0181 0 0.989 0.0336 1.0273 0.9238 0.0193 2.5448 -0.0117 0.1806 0
10 4 467 1.0022 0 0.9928 0.0708 0.9176 0.9328 0.0306 2.5617 0.002 0.1732 0
10 5 471 1.0032 0 0.9769 0.146 0.8617 0.9452 0.1206 2.5076 0.0038 0.1757 0
10 6 433 1.0042 0 0.9805 0.0771 1.0982 0.9276 0.0395 2.8224 -0.0077 0.1715 0
10 7 410 1.0038 0 0.9947 -0.0938 1.7215 0.9217 -0.0673 2.6532 -0.0079 0.1969 0
10 8 409 1.0041 0 0.9904 0.0536 1.2671 0.9314 0.0652 2.489 -0.0412 0.1797 0
10 9 433 1.0027 0 0.9838 0.1706 1.5798 0.93 0.1771 2.6876 0.0019 0.1789 0
10 10 568 1.0041 0 0.9454 -0.3003 2.7961 0.9251 -0.1982 2.8736 0.0679 0.1889 0
10 11 417 1.0051 0 0.9881 0.0741 1.2951 0.9314 0.0824 2.5764 -0.0453 0.1796 0
10 12 425 1.0043 0 0.9872 -0.2872 1.6761 0.9241 -0.2529 2.6827 -0.0077 0.18 0
10 13 452 1.0077 0 0.9895 0.01 1.7657 0.9221 0.0144 2.5984 0.0176 0.1774 0
10 14 459 1.0059 0 0.9898 9e-04 1.3777 0.9243 -0.0402 2.654 0.0326 0.1753 0
10 15 416 1.0053 0 0.9835 -0.1385 0.8757 0.9301 -0.0915 2.7318 -0.0287 0.1861 0
10 16 397 1.0012 0 0.9863 0.0724 1.5712 0.9192 0.0216 2.2362 -0.0908 0.1928 0
10 17 454 1.0019 0 0.9829 0.0599 0.9808 0.9444 0.0063 2.533 -0.0117 0.173 0
10 18 388 1.0039 0 0.9866 -0.0451 1.1911 0.9278 0.0031 2.7399 -0.0672 0.1858 0
10 19 431 1.0105 0 0.9878 -0.1069 1.1668 0.9329 -0.1159 2.6478 -0.0229 0.1852 0
10 20 414 1.006 0 0.991 -0.0288 1.0569 0.9377 -0.0427 2.7361 -0.0485 0.1823 0
10 21 575 1.006 0 0.9904 0.0393 1.4096 0.9288 0.0834 2.8407 0.068 0.1707 0
10 22 440 1.0052 0 0.9802 -0.0024 1.5991 0.9369 0.0128 2.6978 -0.0094 0.1889 0
10 23 414 1.0085 0 0.9867 0.0085 2.0972 0.9238 -0.0318 2.4711 2e-04 0.1853 0
10 24 434 1.002 0 0.9829 0.1239 1.2855 0.9303 0.101 2.7058 -9e-04 0.1679 0
