cond r run.time maxRhat nRhat alpha.cor alpha.bias alpha.CI beta.cor beta.bias beta.CI theta.cor theta.bias theta.CI corrupt
16 1 314 1.0036 0 0.3628 0.1556 4.4628 0.7652 0.9167 21.4092 0.9788 0.6041 2.0153 1
16 2 328 1.0022 0 0.5947 -0.0082 3.3922 0.9343 0.6516 17.0963 0.9624 0.4847 1.6371 1
16 3 322 1.0027 0 0.6916 0.1563 2.9243 0.8959 -0.2761 6.6063 0.9714 -0.1858 2.1064 1
16 4 312 1.0026 0 0.2869 0.326 5.0859 0.8443 -0.0329 24.3657 0.9271 -0.2209 1.5372 1
16 5 304 1.0044 0 0.4902 0.2099 3.151 0.9105 0.0533 13.8973 0.9557 -0.0443 1.9277 1
16 6 344 1.0293 0 0.4751 0.3014 11.0111 0.9226 0.2445 24.7659 0.9572 0.1965 3.3113 1
16 7 337 1.0041 0 0.764 0.0945 4.2463 0.8858 -0.1229 10.8745 0.9715 -0.0821 2.7868 1
16 8 316 1.0025 0 0.4781 -0.0096 2.5905 0.895 0.5103 11.4159 0.9825 0.2991 2.1084 1
16 9 292 1.0022 0 0.2498 0.284 5.6486 0.9212 -0.1867 26.4142 0.8948 0.143 1.6559 1
16 10 313 1.0047 0 -0.0194 0.1253 4.3583 0.9182 -0.3153 14.3576 0.9273 -0.1675 1.7545 1
16 11 275 1.0035 0 0.612 0.1291 4.3772 0.9425 -0.8337 27.6837 0.9215 -0.5808 1.4307 1
16 12 341 1.0042 0 0.5724 0.1241 3.0667 0.8999 0.4727 12.8289 0.9626 0.4641 2.7981 1
16 13 325 1.0049 0 0.2074 0.5247 6.021 0.7808 -0.6317 21.8084 0.9365 -0.1961 1.8945 1
16 14 281 1.0039 0 0.2882 0.1909 5.681 0.8006 0.4922 15.7586 0.9299 0.0982 2.1644 1
16 15 307 1.0031 0 0.2138 0.1935 3.1102 0.7769 0.6367 11.9777 0.8336 0.4649 2.2039 1
16 16 316 1.0036 0 0.2456 0.0698 4.6535 0.8673 0.6308 15.7382 0.9711 0.4676 2.1687 1
16 17 292 1.0022 0 0.3344 0.2909 6.4639 0.9151 -0.2143 16.7549 0.7958 0.0018 1.2407 1
16 18 292 1.0043 0 -0.1796 0.0917 3.0621 0.8498 -0.6591 21.8207 0.91 -0.3378 2.6568 1
16 19 324 1.0041 0 0.8166 0.3632 7.3903 0.7401 0.7888 32.6546 0.9499 0.4296 2.7541 1
16 20 332 1.0033 0 0.5272 0.2444 4.1494 0.8472 0.7858 21.3882 0.9487 0.5013 1.7032 1
16 21 296 1.0031 0 0.2771 0.2319 4.4402 0.9241 0.3914 24.7002 0.9583 0.2412 1.6513 1
16 22 311 1.0021 0 0.3081 0.2948 6.9687 0.8536 -1.1202 28.4285 0.8555 -0.7299 1.5406 1
16 23 296 1.0049 0 0.737 0.3154 5.4094 0.9315 -0.3794 15.1818 0.8831 -0.3885 1.7021 1
16 24 334 1.0019 0 0.0319 0.183 5.7866 0.854 -0.5934 20.1751 0.917 -0.3176 1.7161 1
